organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome	classification
UP000007468	0.0513	0.04354	Bacteria
UP000007477	0.07223	0.04837	Bacteria
UP000007484	0.30563	0.24608	Bacteria
UP000007487	0.06185	0.04552	Bacteria
UP000007488	0.05237	0.03497	Bacteria
UP000007507	0.09975	0.07114	Bacteria
UP000007515	0.10892	0.06908	Bacteria
UP000007516	0.06568	0.04263	Bacteria
UP000007517	0.16935	0.11007	Bacteria
UP000007519	0.25045	0.09595	Bacteria
UP000007523	0.08578	0.05594	Bacteria
UP000007568	0.17311	0.11313	Bacteria
UP000007587	0.12318	0.10065	Bacteria
UP000007590	0.068	0.05205	Bacteria
UP000007599	0.05824	0.05213	Bacteria
UP000007652	0.04522	0.02018	Bacteria
UP000007718	0.11218	0.08844	Bacteria
UP000007719	0.01944	0.01279	Bacteria
UP000007721	0.06832	0.04606	Bacteria
UP000007727	0.04914	0.03619	Bacteria
UP000007730	0.10875	0.07992	Bacteria
UP000007742	0.05475	0.03967	Bacteria
UP000007753	0.14013	0.08036	Bacteria
UP000007803	0.05318	0.03452	Bacteria
UP000007809	0.12772	0.10147	Bacteria
UP000007841	0.10361	0.04924	Bacteria
UP000007842	0.19726	0.1237	Bacteria
UP000007844	0.08359	0.05585	Bacteria
UP000007880	0.06796	0.04667	Bacteria
UP000007881	0.18568	0.11713	Bacteria
UP000007882	0.11691	0.09002	Bacteria
UP000007883	0.10403	0.06474	Bacteria
UP000007934	0.08612	0.05087	Bacteria
UP000007938	0.08431	0.06031	Bacteria
UP000007939	0.05383	0.03854	Bacteria
UP000007946	0.04305	0.03249	Bacteria
UP000007947	0.12563	0.08877	Bacteria
UP000007962	0.09646	0.08088	Bacteria
UP000007966	0.07658	0.05103	Bacteria
UP000007967	0.10005	0.08402	Bacteria
UP000008043	0.12611	0.09465	Bacteria
UP000008080	0.11072	0.07437	Bacteria
UP000008129	0.06843	0.06187	Bacteria
UP000008130	0.08523	0.06058	Bacteria
UP000008139	0.03902	0.02587	Bacteria
UP000008148	0.16515	0.06305	Bacteria
UP000008178	0.08875	0.05039	Bacteria
UP000008183	0.04353	0.01967	Bacteria
UP000008186	0.0682	0.0495	Bacteria
UP000008190	0.1158	0.09207	Bacteria
UP000008204	0.0827	0.05556	Bacteria
UP000008205	0.06877	0.04357	Bacteria
UP000008206	0.0925	0.06674	Bacteria
UP000008207	0.15983	0.09531	Bacteria
UP000008210	0.09395	0.06665	Bacteria
UP000008212	0.10689	0.04888	Bacteria
UP000008216	0.07758	0.05415	Bacteria
UP000008220	0.0511	0.03383	Bacteria
UP000008221	0.11076	0.08951	Bacteria
UP000008229	0.09656	0.08204	Bacteria
UP000008234	0.10526	0.07163	Bacteria
UP000008291	0.0937	0.06528	Bacteria
UP000008297	0.06344	0.05274	Bacteria
UP000008304	0.05131	0.04148	Bacteria
UP000008308	0.12392	0.09056	Bacteria
UP000008315	0.08916	0.04926	Bacteria
UP000008320	0.2029	0.10457	Bacteria
UP000008323	0.13683	0.07591	Bacteria
UP000008326	0.07405	0.05551	Bacteria
UP000008332	0.07618	0.05476	Bacteria
UP000008363	0.09816	0.0722	Bacteria
UP000008366	0.12976	0.10584	Bacteria
UP000008385	0.10084	0.07134	Bacteria
UP000008387	0.1246	0.05932	Bacteria
UP000008392	0.10554	0.08242	Bacteria
UP000008456	0.07692	0.04506	Bacteria
UP000008457	0.03936	0.0273	Bacteria
UP000008460	0.1211	0.10034	Bacteria
UP000008461	0.07048	0.04943	Bacteria
UP000008466	0.03598	0.02734	Bacteria
UP000008467	0.04823	0.03459	Bacteria
UP000008495	0.12364	0.09907	Bacteria
UP000008520	0.06221	0.04234	Bacteria
UP000008544	0.05129	0.03575	Bacteria
UP000008550	0.14863	0.06826	Bacteria
UP000008558	0.02886	0.02	Bacteria
UP000008561	0.04887	0.04612	Bacteria
UP000008614	0.06967	0.04183	Bacteria
UP000008630	0.07234	0.04328	Bacteria
UP000008631	0.17987	0.14508	Bacteria
UP000008632	0.10778	0.07637	Bacteria
UP000008633	0.05931	0.04401	Bacteria
UP000008635	0.07928	0.05603	Bacteria
UP000008641	0.06514	0.04119	Bacteria
UP000008674	0.16289	0.12655	Bacteria
UP000008693	0.10231	0.07222	Bacteria
UP000008701	0.07348	0.05175	Bacteria
UP000008702	0.12609	0.0967	Bacteria
UP000008710	0.15865	0.10382	Bacteria
UP000008718	0.06901	0.04676	Bacteria
UP000008720	0.06745	0.04551	Bacteria
UP000008722	0.04278	0.03386	Bacteria
UP000008793	0.08306	0.05158	Bacteria
UP000008794	0.07854	0.04599	Bacteria
UP000008804	0.08628	0.05067	Bacteria
UP000008805	0.10648	0.06376	Bacteria
UP000008808	0.11879	0.07486	Bacteria
UP000008812	0.08867	0.07488	Bacteria
UP000008815	0.09648	0.07244	Bacteria
UP000008816	0.11338	0.07408	Bacteria
UP000008825	0.07787	0.05051	Bacteria
UP000008838	0.15116	0.11922	Bacteria
UP000008840	0.1066	0.08019	Bacteria
UP000008850	0.09817	0.05914	Bacteria
UP000008871	0.07278	0.05207	Bacteria
UP000008888	0.07589	0.04739	Bacteria
UP000008895	0.10266	0.05283	Bacteria
UP000008898	0.10555	0.05534	Bacteria
UP000008908	0.06997	0.04526	Bacteria
UP000008914	0.11181	0.0894	Bacteria
UP000008915	0.15531	0.14767	Bacteria
UP000008922	0.06105	0.04471	Bacteria
UP000008929	0.08664	0.06208	Bacteria
UP000008937	0.07288	0.05036	Bacteria
UP000008952	0.08734	0.05848	Bacteria
UP000008957	0.0834	0.04865	Bacteria
UP000008959	0.19385	0.08833	Bacteria
UP000008963	0.08288	0.06923	Bacteria
UP000009005	0.13444	0.09878	Bacteria
UP000009010	0.06859	0.04612	Bacteria
UP000009011	0.04189	0.02893	Bacteria
UP000009036	0.14541	0.11593	Bacteria
UP000009047	0.06429	0.04548	Bacteria
UP000009049	0.09066	0.05132	Bacteria
UP000009072	0.06757	0.05381	Bacteria
UP000009073	0.04961	0.03561	Bacteria
UP000009077	0.04782	0.04096	Bacteria
UP000009080	0.11274	0.06383	Bacteria
UP000009081	0.17997	0.11084	Bacteria
UP000009102	0.09771	0.06677	Bacteria
UP000009134	0.08945	0.06371	Bacteria
UP000009135	0.24498	0.20625	Bacteria
UP000009145	0.09305	0.05456	Bacteria
UP000009154	0.10572	0.08571	Bacteria
UP000009159	0.09927	0.07848	Bacteria
UP000009175	0.06094	0.04927	Bacteria
UP000009181	0.09156	0.05036	Bacteria
UP000009186	0.05607	0.03933	Bacteria
UP000009222	0.09263	0.04471	Bacteria
UP000009223	0.08853	0.04897	Bacteria
UP000009224	0.12018	0.09431	Bacteria
UP000009226	0.05573	0.03239	Bacteria
UP000009232	0.04997	0.0647	Bacteria
UP000009234	0.05927	0.03851	Bacteria
UP000009235	0.13246	0.07469	Bacteria
UP000009236	0.11756	0.0964	Bacteria
UP000009242	0.08644	0.06219	Bacteria
UP000009282	0.1053	0.05409	Bacteria
UP000009284	0.08834	0.06059	Bacteria
UP000009286	0.14769	0.08935	Bacteria
UP000009309	0.10521	0.06466	Bacteria
UP000009311	0.07184	0.0454	Bacteria
UP000009315	0.06755	0.03549	Bacteria
UP000009374	0.11738	0.08329	Bacteria
UP000009381	0.05256	0.03203	Bacteria
UP000009383	0.06206	0.03912	Bacteria
UP000009874	0.09558	0.06466	Bacteria
UP000009875	0.07339	0.06477	Bacteria
UP000009877	0.17457	0.13107	Bacteria
UP000009879	0.10794	0.09775	Bacteria
UP000009881	0.13449	0.08109	Bacteria
UP000009883	0.06041	0.04194	Bacteria
UP000009885	0.06176	0.05973	Bacteria
UP000009887	0.10044	0.06559	Bacteria
UP000009888	0.12324	0.0976	Bacteria
UP000010101	0.08905	0.05773	Bacteria
UP000010111	0.05177	0.03926	Bacteria
UP000010116	0.07666	0.04647	Bacteria
UP000010119	0.0618	0.04023	Bacteria
UP000010121	0.07688	0.05359	Bacteria
UP000010290	0.06254	0.04499	Bacteria
UP000010295	0.05172	0.03767	Bacteria
UP000010296	0.07449	0.04054	Bacteria
UP000010297	0.06442	0.04341	Bacteria
UP000010300	0.10704	0.0678	Bacteria
UP000010301	0.08783	0.06119	Bacteria
UP000010305	0.05743	0.03809	Bacteria
UP000010307	0.15457	0.12412	Bacteria
UP000010310	0.05481	0.03383	Bacteria
UP000010320	0.05231	0.03823	Bacteria
UP000010322	0.09429	0.05947	Bacteria
UP000010366	0.10626	0.06999	Bacteria
UP000010367	0.11849	0.07979	Bacteria
UP000010378	0.09444	0.0725	Bacteria
UP000010379	0.08855	0.0587	Bacteria
UP000010380	0.10556	0.07641	Bacteria
UP000010381	0.08964	0.06174	Bacteria
UP000010382	0.09219	0.0582	Bacteria
UP000010383	0.10205	0.07624	Bacteria
UP000010384	0.10068	0.06864	Bacteria
UP000010385	0.07503	0.05205	Bacteria
UP000010386	0.11498	0.09601	Bacteria
UP000010390	0.1006	0.06504	Bacteria
UP000010411	0.21578	0.13253	Bacteria
UP000010419	0.10872	0.05391	Bacteria
UP000010420	0.06289	0.03693	Bacteria
UP000010433	0.15967	0.06133	Bacteria
UP000010445	0.16073	0.0861	Bacteria
UP000010457	0.23991	0.10584	Bacteria
UP000010460	0.1709	0.07254	Bacteria
UP000010466	0.12501	0.07414	Bacteria
UP000010467	0.0984	0.06521	Bacteria
UP000010471	0.12039	0.0846	Bacteria
UP000010472	0.10774	0.07729	Bacteria
UP000010473	0.09088	0.05846	Bacteria
UP000010474	0.08832	0.0625	Bacteria
UP000010475	0.1073	0.07383	Bacteria
UP000010476	0.08385	0.05693	Bacteria
UP000010477	0.10475	0.07298	Bacteria
UP000010478	0.12409	0.08444	Bacteria
UP000010480	0.07284	0.04975	Bacteria
UP000010481	0.09189	0.06451	Bacteria
UP000010482	0.10789	0.07574	Bacteria
UP000010483	0.07653	0.05177	Bacteria
UP000010716	0.06464	0.03897	Bacteria
UP000010729	0.12056	0.08485	Bacteria
UP000010769	0.07048	0.04634	Bacteria
UP000010792	0.11913	0.07094	Bacteria
UP000010795	0.07159	0.05319	Bacteria
UP000010796	0.08789	0.05157	Bacteria
UP000010797	0.06746	0.04218	Bacteria
UP000010798	0.1504	0.10511	Bacteria
UP000010799	0.10819	0.05737	Bacteria
UP000010802	0.03995	0.02389	Bacteria
UP000010816	0.10039	0.06612	Bacteria
UP000010847	0.07307	0.0392	Bacteria
UP000010862	0.08743	0.05378	Bacteria
UP000010880	0.05183	0.03208	Bacteria
UP000010931	0.19418	0.12121	Bacteria
UP000010953	0.1418	0.05085	Bacteria
UP000010988	0.11304	0.08798	Bacteria
UP000010998	0.09376	0.06165	Bacteria
UP000011002	0.06117	0.04007	Bacteria
UP000011021	0.16271	0.11884	Bacteria
UP000011058	0.10083	0.06853	Bacteria
UP000011124	0.05965	0.04668	Bacteria
UP000011135	0.11998	0.05001	Bacteria
UP000011174	0.0506	0.02159	Bacteria
UP000011180	0.08098	0.04551	Bacteria
UP000011189	0.13787	0.09761	Bacteria
UP000011203	0.09725	0.06428	Bacteria
UP000011220	0.07671	0.03373	Bacteria
UP000011563	0.03825	0.0257	Bacteria
UP000011617	0.05658	0.03886	Bacteria
UP000011666	0.12036	0.09412	Bacteria
UP000011686	0.04024	0.02633	Bacteria
UP000011704	0.12374	0.07103	Bacteria
UP000011717	0.13956	0.07578	Bacteria
UP000011721	0.0726	0.04707	Bacteria
UP000011723	0.11194	0.08625	Bacteria
UP000011724	0.08604	0.04966	Bacteria
UP000011725	0.04149	0.0249	Bacteria
UP000011728	0.05201	0.03446	Bacteria
UP000011731	0.10252	0.07034	Bacteria
UP000011732	0.13875	0.1063	Bacteria
UP000011746	0.06706	0.04818	Bacteria
UP000011747	0.08614	0.04325	Bacteria
UP000011757	0.12184	0.05639	Bacteria
UP000011758	0.04079	0.02706	Bacteria
UP000011765	0.03967	0.0241	Bacteria
UP000011816	0.09362	0.06452	Bacteria
UP000011834	0.06421	0.04385	Bacteria
UP000011863	0.11164	0.09032	Bacteria
UP000011864	0.13409	0.05652	Bacteria
UP000011866	0.08511	0.05708	Bacteria
UP000011885	0.25982	0.13996	Bacteria
UP000011910	0.09345	0.06298	Bacteria
UP000011912	0.04843	0.04121	Bacteria
UP000011919	0.06718	0.04519	Bacteria
UP000011989	0.10328	0.07677	Bacteria
UP000012015	0.12149	0.0835	Bacteria
UP000012019	0.06585	0.04359	Bacteria
UP000012040	0.09314	0.07162	Bacteria
UP000012063	0.04117	0.0283	Bacteria
UP000012081	0.07014	0.05022	Bacteria
UP000012179	0.10784	0.06546	Bacteria
UP000012283	0.07468	0.05565	Bacteria
UP000012317	0.06868	0.04725	Bacteria
UP000012445	0.0589	0.04972	Bacteria
UP000012589	0.07864	0.05071	Bacteria
UP000012651	0.07727	0.06532	Bacteria
UP000012675	0.05042	0.04145	Bacteria
UP000012984	0.05504	0.05105	Bacteria
UP000013015	0.19762	0.10898	Bacteria
UP000013051	0.05227	0.03384	Bacteria
UP000013072	0.08747	0.06347	Bacteria
UP000013097	0.05484	0.03656	Bacteria
UP000013117	0.07792	0.05859	Bacteria
UP000013140	0.0749	0.05455	Bacteria
UP000013148	0.07275	0.05476	Bacteria
UP000013167	0.14296	0.08844	Bacteria
UP000013201	0.128	0.07414	Bacteria
UP000013220	0.05509	0.04918	Bacteria
UP000013232	0.07986	0.05557	Bacteria
UP000013300	0.05737	0.03744	Bacteria
UP000013378	0.0487	0.02755	Bacteria
UP000013520	0.06226	0.03458	Bacteria
UP000013523	0.06189	0.03664	Bacteria
UP000013525	0.17021	0.10222	Bacteria
UP000013541	0.15366	0.10074	Bacteria
UP000013568	0.14053	0.05972	Bacteria
UP000013777	0.044	0.0366	Bacteria
UP000013782	0.06126	0.05121	Bacteria
UP000013785	0.05237	0.03811	Bacteria
UP000013893	0.10802	0.07137	Bacteria
UP000013909	0.13399	0.04816	Bacteria
UP000013963	0.06385	0.05062	Bacteria
UP000013968	0.09709	0.07654	Bacteria
UP000013981	0.05789	0.04191	Bacteria
UP000014012	0.07394	0.05669	Bacteria
UP000014038	0.07298	0.05481	Bacteria
UP000014081	0.07759	0.05283	Bacteria
UP000014090	0.07111	0.05272	Bacteria
UP000014108	0.06866	0.05035	Bacteria
UP000014112	0.07917	0.05184	Bacteria
UP000014113	0.04741	0.03745	Bacteria
UP000014115	0.07561	0.05224	Bacteria
UP000014117	0.05988	0.04579	Bacteria
UP000014118	0.07519	0.05051	Bacteria
UP000014127	0.05321	0.03955	Bacteria
UP000014129	0.08718	0.06001	Bacteria
UP000014134	0.06146	0.04358	Bacteria
UP000014136	0.04364	0.03123	Bacteria
UP000014150	0.08278	0.06106	Bacteria
UP000014154	0.04585	0.03307	Bacteria
UP000014155	0.05302	0.03628	Bacteria
UP000014174	0.10163	0.04742	Bacteria
UP000014176	0.07126	0.05244	Bacteria
UP000014188	0.08123	0.05557	Bacteria
UP000014204	0.10028	0.08618	Bacteria
UP000014212	0.07341	0.04535	Bacteria
UP000014216	0.05827	0.0346	Bacteria
UP000014227	0.09218	0.06624	Bacteria
UP000014380	0.05257	0.0412	Bacteria
UP000014384	0.07517	0.06106	Bacteria
UP000014390	0.175	0.15182	Bacteria
UP000014393	0.12363	0.10215	Bacteria
UP000014400	0.0906	0.06375	Bacteria
UP000014407	0.06378	0.04787	Bacteria
UP000014408	0.1219	0.09383	Bacteria
UP000014410	0.12483	0.09929	Bacteria
UP000014412	0.07029	0.0425	Bacteria
UP000014417	0.0988	0.0723	Bacteria
UP000014461	0.08839	0.0472	Bacteria
UP000014463	0.0823	0.05096	Bacteria
UP000014539	0.05743	0.04029	Bacteria
UP000014541	0.05869	0.04707	Bacteria
UP000014567	0.11163	0.0789	Bacteria
UP000014568	0.06338	0.04441	Bacteria
UP000014577	0.1183	0.08924	Bacteria
UP000014605	0.06013	0.04774	Bacteria
UP000014629	0.18742	0.12558	Bacteria
UP000014809	0.11486	0.0891	Bacteria
UP000014822	0.15754	0.06068	Bacteria
UP000014830	0.13089	0.05273	Bacteria
UP000014841	0.27436	0.104	Bacteria
UP000014923	0.03374	0.01694	Bacteria
UP000014925	0.0458	0.03065	Bacteria
UP000014960	0.07959	0.06122	Bacteria
UP000014975	0.06744	0.04819	Bacteria
UP000014977	0.07533	0.0455	Bacteria
UP000014983	0.06219	0.05557	Bacteria
UP000014984	0.07973	0.05974	Bacteria
UP000015001	0.18627	0.11725	Bacteria
UP000015216	0.06071	0.07505	Bacteria
UP000015345	0.08371	0.04471	Bacteria
UP000015346	0.12867	0.09	Bacteria
UP000015347	0.12444	0.07498	Bacteria
UP000015351	0.0971	0.05393	Bacteria
UP000015382	0.35196	0.27737	Bacteria
UP000015388	0.09652	0.07517	Bacteria
UP000015423	0.14165	0.11078	Bacteria
UP000015455	0.08533	0.05328	Bacteria
UP000015480	0.08013	0.06289	Bacteria
UP000015503	0.07396	0.05263	Bacteria
UP000015520	0.06848	0.03921	Bacteria
UP000015523	0.11024	0.06408	Bacteria
UP000015524	0.11984	0.068	Bacteria
UP000015527	0.11826	0.07358	Bacteria
UP000015559	0.07284	0.04883	Bacteria
UP000015562	0.06261	0.05692	Bacteria
UP000015604	0.05756	0.04016	Bacteria
UP000015620	0.12254	0.05445	Bacteria
UP000015812	0.09328	0.06738	Bacteria
UP000015854	0.08762	0.05478	Bacteria
UP000015857	0.08013	0.05907	Bacteria
UP000015873	0.07087	0.03608	Bacteria
UP000015895	0.07844	0.06074	Bacteria
UP000015929	0.08231	0.05019	Bacteria
UP000015961	0.04498	0.04247	Bacteria
UP000015971	0.09177	0.07119	Bacteria
UP000015993	0.06919	0.04555	Bacteria
UP000016023	0.12429	0.06207	Bacteria
UP000016033	0.09272	0.06698	Bacteria
UP000016057	0.06605	0.0537	Bacteria
UP000016160	0.06028	0.03939	Bacteria
UP000016233	0.04712	0.03762	Bacteria
UP000016307	0.14375	0.11108	Bacteria
UP000016368	0.08757	0.06233	Bacteria
UP000016462	0.1132	0.07597	Bacteria
UP000016464	0.04347	0.03071	Bacteria
UP000016490	0.05663	0.03159	Bacteria
UP000016495	0.23935	0.13023	Bacteria
UP000016497	0.08562	0.05801	Bacteria
UP000016506	0.10917	0.07512	Bacteria
UP000016519	0.14805	0.08155	Bacteria
UP000016562	0.05671	0.04289	Bacteria
UP000016567	0.06851	0.05288	Bacteria
UP000016568	0.08486	0.06235	Bacteria
UP000016569	0.14851	0.08316	Bacteria
UP000016570	0.05793	0.04086	Bacteria
UP000016584	0.06892	0.0434	Bacteria
UP000016587	0.09246	0.06078	Bacteria
UP000016600	0.08481	0.04864	Bacteria
UP000016605	0.13799	0.08068	Bacteria
UP000016614	0.11462	0.05017	Bacteria
UP000016618	0.09864	0.04265	Bacteria
UP000016638	0.13157	0.07828	Bacteria
UP000016640	0.0706	0.04178	Bacteria
UP000016648	0.11003	0.0526	Bacteria
UP000016652	0.10709	0.06422	Bacteria
UP000016659	0.20142	0.0989	Bacteria
UP000016721	0.0375	0.02686	Bacteria
UP000016842	0.13184	0.07449	Bacteria
UP000016843	0.15454	0.05702	Bacteria
UP000016848	0.0623	0.03636	Bacteria
UP000016858	0.04655	0.03233	Bacteria
UP000016895	0.05764	0.04189	Bacteria
UP000016901	0.11367	0.06532	Bacteria
UP000016943	0.1132	0.08183	Bacteria
UP000016960	0.14352	0.08128	Bacteria
UP000017048	0.11206	0.08757	Bacteria
UP000017050	0.09151	0.05766	Bacteria
UP000017081	0.04469	0.02607	Bacteria
UP000017090	0.07276	0.03712	Bacteria
UP000017102	0.13732	0.11385	Bacteria
UP000017105	0.06129	0.04029	Bacteria
UP000017118	0.07362	0.04208	Bacteria
UP000017119	0.18903	0.11792	Bacteria
UP000017148	0.09117	0.05554	Bacteria
UP000017152	0.11928	0.09221	Bacteria
UP000017184	0.14113	0.07948	Bacteria
UP000017395	0.07135	0.05463	Bacteria
UP000017396	0.0952	0.07075	Bacteria
UP000017415	0.05003	0.0354	Bacteria
UP000017429	0.05596	0.03818	Bacteria
UP000017515	0.10691	0.06728	Bacteria
UP000017536	0.08823	0.04347	Bacteria
UP000017640	0.0709	0.0445	Bacteria
UP000017642	0.06561	0.03434	Bacteria
UP000017669	0.09101	0.06151	Bacteria
UP000017700	0.05832	0.04045	Bacteria
UP000017746	0.09707	0.08413	Bacteria
UP000017747	0.04643	0.03243	Bacteria
UP000017751	0.17873	0.12183	Bacteria
UP000017805	0.10296	0.04941	Bacteria
UP000017808	0.09534	0.0631	Bacteria
UP000017809	0.04939	0.03253	Bacteria
UP000017810	0.07466	0.04715	Bacteria
UP000017812	0.10396	0.06904	Bacteria
UP000017813	0.08802	0.06482	Bacteria
UP000017819	0.12365	0.07328	Bacteria
UP000017826	0.09994	0.06419	Bacteria
UP000017831	0.07821	0.04506	Bacteria
UP000017837	0.10097	0.0633	Bacteria
UP000017838	0.08373	0.05414	Bacteria
UP000017842	0.09422	0.05643	Bacteria
UP000017862	0.08978	0.05528	Bacteria
UP000017881	0.05898	0.0404	Bacteria
UP000017904	0.05298	0.0401	Bacteria
UP000017905	0.08853	0.06224	Bacteria
UP000017906	0.06707	0.0427	Bacteria
UP000017907	0.07644	0.04703	Bacteria
UP000017909	0.07552	0.05988	Bacteria
UP000017912	0.08385	0.06256	Bacteria
UP000017915	0.15795	0.1128	Bacteria
UP000017918	0.10901	0.06352	Bacteria
UP000017921	0.05377	0.04099	Bacteria
UP000017924	0.05759	0.03907	Bacteria
UP000017925	0.07246	0.05598	Bacteria
UP000017928	0.05599	0.03904	Bacteria
UP000017929	0.06476	0.04822	Bacteria
UP000017930	0.05772	0.0325	Bacteria
UP000017932	0.05904	0.0376	Bacteria
UP000017935	0.17625	0.08846	Bacteria
UP000017936	0.07605	0.05296	Bacteria
UP000017938	0.08267	0.0542	Bacteria
UP000017939	0.06046	0.04766	Bacteria
UP000017940	0.0588	0.04251	Bacteria
UP000017942	0.06816	0.04815	Bacteria
UP000017945	0.04093	0.02858	Bacteria
UP000017946	0.08003	0.05826	Bacteria
UP000017952	0.08847	0.06389	Bacteria
UP000017954	0.05421	0.04031	Bacteria
UP000017956	0.10047	0.05307	Bacteria
UP000017958	0.08452	0.04757	Bacteria
UP000017959	0.05958	0.03947	Bacteria
UP000017961	0.07318	0.05814	Bacteria
UP000017964	0.07194	0.05152	Bacteria
UP000017966	0.06523	0.04172	Bacteria
UP000017973	0.07427	0.04393	Bacteria
UP000017974	0.06678	0.03643	Bacteria
UP000017977	0.07504	0.05047	Bacteria
UP000017978	0.07211	0.05272	Bacteria
UP000017980	0.05089	0.03811	Bacteria
UP000017984	0.16759	0.10427	Bacteria
UP000017985	0.07073	0.0475	Bacteria
UP000017986	0.04475	0.0326	Bacteria
UP000017987	0.08586	0.04954	Bacteria
UP000017991	0.07658	0.05923	Bacteria
UP000017993	0.06056	0.0396	Bacteria
UP000017996	0.06664	0.04803	Bacteria
UP000017998	0.06056	0.04299	Bacteria
UP000018002	0.06245	0.05128	Bacteria
UP000018005	0.07761	0.05611	Bacteria
UP000018009	0.06436	0.04543	Bacteria
UP000018011	0.0943	0.05994	Bacteria
UP000018018	0.06892	0.04109	Bacteria
UP000018021	0.05878	0.04095	Bacteria
UP000018022	0.0686	0.0549	Bacteria
UP000018023	0.06685	0.0485	Bacteria
UP000018024	0.05679	0.03926	Bacteria
UP000018026	0.08252	0.05126	Bacteria
UP000018028	0.06505	0.04669	Bacteria
UP000018032	0.08188	0.06038	Bacteria
UP000018035	0.05098	0.03444	Bacteria
UP000018037	0.06734	0.05207	Bacteria
UP000018038	0.07547	0.05626	Bacteria
UP000018039	0.09324	0.05183	Bacteria
UP000018042	0.10444	0.07024	Bacteria
UP000018044	0.0498	0.03114	Bacteria
UP000018046	0.08732	0.04902	Bacteria
UP000018047	0.06267	0.04231	Bacteria
UP000018048	0.06773	0.04999	Bacteria
UP000018049	0.06652	0.04204	Bacteria
UP000018051	0.05724	0.03658	Bacteria
UP000018054	0.10407	0.05035	Bacteria
UP000018056	0.05639	0.04558	Bacteria
UP000018057	0.08911	0.04876	Bacteria
UP000018062	0.08451	0.05468	Bacteria
UP000018063	0.08132	0.04692	Bacteria
UP000018068	0.07338	0.04184	Bacteria
UP000018070	0.0612	0.04472	Bacteria
UP000018073	0.0604	0.03471	Bacteria
UP000018074	0.09924	0.06836	Bacteria
UP000018075	0.0522	0.0363	Bacteria
UP000018076	0.06085	0.0421	Bacteria
UP000018078	0.09998	0.06146	Bacteria
UP000018082	0.05933	0.04053	Bacteria
UP000018088	0.07841	0.05987	Bacteria
UP000018090	0.07447	0.05412	Bacteria
UP000018092	0.05407	0.03765	Bacteria
UP000018093	0.04116	0.02782	Bacteria
UP000018094	0.0638	0.04354	Bacteria
UP000018095	0.08833	0.06904	Bacteria
UP000018100	0.06327	0.03682	Bacteria
UP000018104	0.06331	0.04353	Bacteria
UP000018105	0.08288	0.05162	Bacteria
UP000018109	0.05364	0.0378	Bacteria
UP000018111	0.08119	0.04722	Bacteria
UP000018112	0.05781	0.03985	Bacteria
UP000018116	0.08983	0.04991	Bacteria
UP000018117	0.06873	0.05524	Bacteria
UP000018120	0.05965	0.04516	Bacteria
UP000018121	0.08569	0.04918	Bacteria
UP000018123	0.06839	0.05783	Bacteria
UP000018124	0.06792	0.05342	Bacteria
UP000018125	0.08592	0.06675	Bacteria
UP000018126	0.04294	0.03084	Bacteria
UP000018128	0.03868	0.02596	Bacteria
UP000018131	0.06905	0.05047	Bacteria
UP000018132	0.0472	0.03464	Bacteria
UP000018133	0.06685	0.04088	Bacteria
UP000018136	0.07351	0.0563	Bacteria
UP000018137	0.06854	0.0562	Bacteria
UP000018139	0.05941	0.04386	Bacteria
UP000018141	0.05402	0.04033	Bacteria
UP000018142	0.0686	0.05048	Bacteria
UP000018143	0.18255	0.08571	Bacteria
UP000018147	0.10725	0.05513	Bacteria
UP000018155	0.05079	0.03137	Bacteria
UP000018161	0.05848	0.04443	Bacteria
UP000018162	0.05933	0.04266	Bacteria
UP000018163	0.05634	0.0391	Bacteria
UP000018166	0.07925	0.05039	Bacteria
UP000018167	0.04196	0.03023	Bacteria
UP000018168	0.06369	0.04545	Bacteria
UP000018169	0.0756	0.04853	Bacteria
UP000018173	0.05713	0.04264	Bacteria
UP000018174	0.05661	0.04115	Bacteria
UP000018181	0.08022	0.06424	Bacteria
UP000018182	0.0593	0.04643	Bacteria
UP000018183	0.08256	0.05404	Bacteria
UP000018184	0.11419	0.06005	Bacteria
UP000018191	0.06656	0.04147	Bacteria
UP000018194	0.05217	0.03966	Bacteria
UP000018199	0.06662	0.04136	Bacteria
UP000018204	0.06275	0.04797	Bacteria
UP000018220	0.05805	0.04105	Bacteria
UP000018227	0.07574	0.04544	Bacteria
UP000018230	0.06142	0.04278	Bacteria
UP000018232	0.05391	0.03899	Bacteria
UP000018235	0.06284	0.04929	Bacteria
UP000018237	0.09464	0.06098	Bacteria
UP000018241	0.08006	0.06347	Bacteria
UP000018242	0.0607	0.04392	Bacteria
UP000018243	0.05015	0.03659	Bacteria
UP000018254	0.07408	0.0482	Bacteria
UP000018259	0.08935	0.07297	Bacteria
UP000018260	0.05901	0.03735	Bacteria
UP000018261	0.04799	0.03607	Bacteria
UP000018262	0.04365	0.03076	Bacteria
UP000018266	0.08661	0.06753	Bacteria
UP000018268	0.05051	0.04007	Bacteria
UP000018269	0.06241	0.04345	Bacteria
UP000018275	0.14097	0.06492	Bacteria
UP000018277	0.05553	0.03469	Bacteria
UP000018278	0.07327	0.04725	Bacteria
UP000018279	0.06821	0.04826	Bacteria
UP000018280	0.07104	0.05576	Bacteria
UP000018284	0.07222	0.05506	Bacteria
UP000018289	0.06314	0.04172	Bacteria
UP000018290	0.07278	0.04829	Bacteria
UP000018291	0.20281	0.12716	Bacteria
UP000018292	0.06925	0.0506	Bacteria
