organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome	classification
UP000679068	0.02147	0.02805	Virus
UP000679077	0.21253	0.10289	Virus
UP000679082	0.27905	0.15577	Virus
UP000679086	0.01102	0.01807	Virus
UP000679096	0.11748	0.06361	Virus
UP000679099	0.09451	0.04636	Virus
UP000679105	0.02521	0.0265	Virus
UP000679124	0.22608	0.14286	Virus
UP000679139	0.12784	0.03266	Virus
UP000679153	0.17288	0.09956	Virus
UP000679200	0.0	0.0	Virus
UP000679210	0.11938	0.06454	Virus
UP000679308	0.02431	0.02971	Virus
UP000679321	0.0	0.0	Virus
UP000679345	1.0	1.0	Virus
UP000679356	0.3767	0.35299	Virus
UP000679383	0.35133	0.17716	Virus
UP000679391	0.40839	0.28899	Virus
UP000679401	0.04946	0.02108	Virus
UP000679447	0.14402	0.07744	Virus
UP000679468	0.03439	0.0417	Virus
UP000679502	0.3193	0.31763	Virus
UP000679563	0.0226	0.02613	Virus
UP000679564	0.0	0.0	Virus
UP000679568	0.02301	0.03307	Virus
UP000679593	0.05461	0.14425	Virus
UP000679600	0.06087	0.11059	Virus
UP000679609	0.05303	0.0189	Virus
UP000679611	0.61193	0.4559	Virus
UP000679625	0.0315	0.04661	Virus
UP000679637	0.03636	0.0161	Virus
UP000679649	0.05687	0.05958	Virus
UP000679653	0.2814	0.06588	Virus
UP000679708	0.21017	0.09869	Virus
UP000679729	0.07923	0.0384	Virus
UP000679732	0.08474	0.06176	Virus
UP000679735	0.06101	0.05422	Virus
UP000679746	0.17087	0.16553	Virus
UP000679767	0.20971	0.14949	Virus
UP000679776	0.17469	0.05416	Virus
UP000679777	0.04777	0.0766	Virus
UP000679782	0.12308	0.18237	Virus
UP000679791	0.13554	0.03299	Virus
UP000679792	0.0	0.0	Virus
UP000679823	0.0767	0.09852	Virus
UP000679845	0.15723	0.0995	Virus
UP000679847	0.12523	0.10297	Virus
UP000679851	0.08291	0.09091	Virus
UP000679852	0.07695	0.04802	Virus
UP000679853	0.06106	0.09487	Virus
UP000679879	0.0	0.0	Virus
UP000679889	0.04788	0.07765	Virus
UP000679907	0.43852	0.22583	Virus
UP000679954	0.02573	0.03385	Virus
UP000679980	0.01418	0.02408	Virus
UP000679998	0.01933	0.0296	Virus
UP000679999	0.1961	0.24279	Virus
UP000680004	0.21461	0.08796	Virus
UP000680029	0.03035	0.04714	Virus
UP000680031	0.28188	0.34093	Virus
UP000680044	0.14979	0.12137	Virus
UP000680061	0.14512	0.15096	Virus
UP000680063	0.16583	0.11321	Virus
UP000680068	0.05417	0.01101	Virus
UP000680079	0.25827	0.23394	Virus
UP000680083	0.18397	0.09946	Virus
UP000680092	0.08787	0.07184	Virus
UP000680100	0.18805	0.13694	Virus
UP000680103	0.19696	0.22324	Virus
UP000680107	0.04545	0.0488	Virus
UP000680136	0.0713	0.07149	Virus
UP000680137	0.03433	0.03433	Virus
UP000680141	0.21274	0.24627	Virus
UP000680182	0.28594	0.2611	Virus
UP000680189	0.06815	0.04313	Virus
UP000680190	0.02101	0.03304	Virus
UP000680197	0.12097	0.06198	Virus
UP000680204	0.13645	0.0931	Virus
UP000680208	0.4089	0.37293	Virus
UP000680226	0.0	0.0	Virus
UP000680239	0.26537	0.1406	Virus
UP000680262	0.0666	0.04074	Virus
UP000680270	0.162	0.21005	Virus
UP000680285	0.32942	0.14344	Virus
UP000680303	0.05285	0.06035	Virus
UP000680320	0.4588	0.23123	Virus
UP000680366	0.1383	0.15403	Virus
UP000680382	0.08575	0.2308	Virus
UP000680384	0.05007	0.02435	Virus
UP000680390	0.0	0.0	Virus
UP000680399	0.39783	0.38939	Virus
UP000680417	0.08395	0.10467	Virus
UP000680420	0.13033	0.04464	Virus
UP000680425	0.02583	0.02933	Virus
UP000680432	0.16922	0.07473	Virus
UP000680433	0.06445	0.05871	Virus
UP000680434	0.29765	0.10678	Virus
UP000680438	0.11489	0.10991	Virus
UP000680444	0.05446	0.06991	Virus
UP000680447	0.11168	0.11649	Virus
UP000680467	0.35863	0.14336	Virus
UP000680477	0.01333	0.01491	Virus
UP000680481	0.16717	0.09849	Virus
UP000680490	0.31198	0.18045	Virus
UP000680498	0.0142	0.02244	Virus
UP000680501	0.25	0.07014	Virus
UP000680508	0.32288	0.18664	Virus
UP000680511	0.0287	0.01159	Virus
UP000680532	0.12058	0.08749	Virus
UP000680549	0.07512	0.04567	Virus
UP000680552	0.02125	0.02441	Virus
UP000680568	0.01427	0.01523	Virus
UP000680594	0.1968	0.08692	Virus
UP000680617	0.09343	0.09848	Virus
UP000680642	0.0	0.0	Virus
UP000680645	0.00859	0.01384	Virus
UP000680651	0.17788	0.2	Virus
UP000680652	0.0	0.0	Virus
UP000680657	0.01306	0.01533	Virus
UP000680667	0.18079	0.09819	Virus
UP000680672	0.05316	0.05339	Virus
UP000680673	0.06529	0.06309	Virus
UP000680674	0.03012	0.01118	Virus
UP000680678	0.08521	0.08958	Virus
UP000680682	0.17123	0.13544	Virus
UP000680695	0.0104	0.01664	Virus
UP000680721	0.09621	0.09561	Virus
UP000680727	0.06353	0.07998	Virus
UP000680771	0.10568	0.12847	Virus
UP000680772	0.08123	0.02569	Virus
UP000680841	0.38165	0.38165	Virus
UP000680843	0.11283	0.10707	Virus
UP000680852	0.06086	0.06954	Virus
UP000680858	0.12416	0.12025	Virus
UP000680871	0.06726	0.09869	Virus
UP000680886	0.00903	0.01414	Virus
UP000680894	0.25593	0.05613	Virus
UP000680897	0.0188	0.02804	Virus
UP000680923	0.05896	0.02213	Virus
UP000680925	0.03037	0.03479	Virus
UP000680935	0.09067	0.13051	Virus
UP000680949	0.04453	0.04959	Virus
UP000680960	0.12857	0.14431	Virus
UP000681045	0.0943	0.10413	Virus
UP000681055	0.23277	0.18791	Virus
UP000681076	0.05571	0.0581	Virus
UP000681111	0.2755	0.16296	Virus
UP000681128	0.22585	0.14436	Virus
UP000681139	0.30773	0.27737	Virus
UP000681151	0.38943	0.14488	Virus
UP000681166	0.14299	0.10788	Virus
UP000681172	0.16055	0.15757	Virus
UP000681186	0.34878	0.16179	Virus
UP000681205	0.16447	0.16567	Virus
UP000681212	0.05339	0.06724	Virus
UP000681220	0.29621	0.17239	Virus
UP000681229	0.20492	0.13847	Virus
UP000681231	0.14694	0.21546	Virus
UP000681258	0.27266	0.21644	Virus
UP000681300	0.09231	0.0556	Virus
UP000681360	0.1609	0.0848	Virus
UP000681383	0.16389	0.05013	Virus
UP000681388	0.06799	0.0725	Virus
UP000681395	0.0	0.0	Virus
UP000681405	0.0155	0.02613	Virus
UP000681431	0.19744	0.08735	Virus
UP000681437	0.13341	0.07069	Virus
UP000681448	0.03747	0.05647	Virus
UP000681460	0.06316	0.06812	Virus
UP000681488	0.05009	0.0271	Virus
UP000681496	0.1234	0.11994	Virus
UP000681533	0.10437	0.07614	Virus
UP000681572	0.0614	0.06092	Virus
UP000681578	0.25	0.0353	Virus
UP000681583	0.44003	0.20561	Virus
UP000681585	0.0	0.0	Virus
UP000681590	0.1207	0.08297	Virus
UP000681618	0.20957	0.09959	Virus
UP000681623	0.03562	0.04221	Virus
UP000681651	0.40295	0.20762	Virus
UP000681658	0.11736	0.11388	Virus
UP000681666	0.03357	0.03733	Virus
UP000681667	0.07087	0.10325	Virus
UP000681695	0.13527	0.09235	Virus
UP000681706	0.26636	0.124	Virus
UP000681710	0.05906	0.09475	Virus
UP000681723	0.36971	0.10799	Virus
UP000681725	0.16356	0.07556	Virus
UP000681751	0.22483	0.21683	Virus
UP000681756	0.37023	0.28965	Virus
UP000681770	0.31772	0.12933	Virus
UP000681772	0.06345	0.06345	Virus
UP000681796	0.32844	0.16259	Virus
UP000681802	0.0	0.0	Virus
UP000681803	0.0	0.0	Virus
UP000681812	0.21582	0.24823	Virus
UP000681828	0.03495	0.01239	Virus
UP000681861	0.09342	0.06639	Virus
UP000681883	0.17667	0.17124	Virus
UP000681889	0.0614	0.05957	Virus
UP000681901	0.0	0.0	Virus
UP000681907	0.17532	0.07391	Virus
UP000681924	0.11358	0.07047	Virus
UP000681936	0.36595	0.15411	Virus
UP000681952	0.1139	0.10826	Virus
UP000681953	0.07151	0.07461	Virus
UP000681963	0.06438	0.05035	Virus
UP000681966	0.01017	0.01112	Virus
UP000681985	0.03786	0.0359	Virus
UP000681986	0.14082	0.1395	Virus
UP000682007	0.18467	0.17349	Virus
UP000682048	0.14526	0.16841	Virus
UP000682098	0.33668	0.20738	Virus
UP000682100	0.2	0.24667	Virus
UP000682101	0.09073	0.03303	Virus
UP000682107	0.06725	0.07464	Virus
UP000682154	0.0	0.0	Virus
UP000682169	0.25273	0.24359	Virus
UP000682198	0.14502	0.05821	Virus
UP000682207	0.09555	0.05749	Virus
UP000682215	0.13413	0.18069	Virus
UP000682227	0.31258	0.21358	Virus
UP000682244	0.20722	0.24801	Virus
UP000682245	0.18542	0.19856	Virus
UP000682252	0.31845	0.20767	Virus
UP000682268	0.31518	0.17509	Virus
UP000682286	0.07076	0.09856	Virus
UP000682291	0.0	0.0	Virus
UP000682293	0.0	0.0	Virus
UP000682327	0.0	0.0	Virus
UP000682340	0.04762	0.0506	Virus
UP000682348	0.0647	0.07836	Virus
UP000682349	0.06277	0.02474	Virus
UP000682356	0.13892	0.17866	Virus
UP000682374	0.19257	0.18537	Virus
UP000682391	0.66354	0.63647	Virus
UP000682393	0.46921	0.35853	Virus
UP000682411	0.06228	0.08594	Virus
UP000682421	0.25055	0.11016	Virus
UP000682422	0.44477	0.27797	Virus
UP000682428	0.0	0.0	Virus
UP000682440	0.13666	0.13557	Virus
UP000682446	0.10406	0.0846	Virus
UP000682447	0.14978	0.07825	Virus
UP000682456	0.27759	0.26225	Virus
UP000682484	0.0	0.0	Virus
UP000682486	0.093	0.06673	Virus
UP000682498	0.07969	0.0916	Virus
UP000682522	0.10595	0.05662	Virus
UP000682528	0.17411	0.10208	Virus
UP000682530	0.19472	0.18466	Virus
UP000682531	0.01723	0.0163	Virus
UP000682545	0.25132	0.17125	Virus
UP000682558	0.07708	0.06849	Virus
UP000682577	0.77559	0.58982	Virus
UP000682585	0.05455	0.05972	Virus
UP000682589	0.02275	0.02502	Virus
UP000682593	0.08731	0.03152	Virus
UP000682607	0.01288	0.02623	Virus
UP000682609	0.25	0.03356	Virus
UP000682647	0.0	0.0	Virus
UP000682654	0.05497	0.03033	Virus
UP000682658	0.02623	0.03226	Virus
UP000682689	0.09167	0.02801	Virus
UP000682702	0.17981	0.17757	Virus
UP000682722	0.27747	0.16122	Virus
UP000682725	0.14998	0.0984	Virus
UP000682729	0.0304	0.04677	Virus
UP000682738	0.05286	0.06194	Virus
UP000682750	0.14137	0.14751	Virus
UP000682753	0.28551	0.12816	Virus
UP000682757	0.04799	0.05436	Virus
UP000682788	0.17996	0.10763	Virus
UP000682794	0.0068	0.01063	Virus
UP000682801	0.02113	0.02368	Virus
UP000682817	0.13973	0.13175	Virus
UP000682846	0.0	0.0	Virus
UP000682851	0.07347	0.08311	Virus
UP000682883	0.23328	0.07607	Virus
UP000682886	0.1481	0.09396	Virus
UP000682901	0.429	0.18335	Virus
UP000682915	0.13646	0.25852	Virus
UP000682941	0.01964	0.02571	Virus
UP000682943	0.0	0.0	Virus
UP000682959	0.43793	0.49513	Virus
UP000682973	0.23434	0.13139	Virus
UP000682979	0.11117	0.07513	Virus
UP000683004	0.0	0.0	Virus
UP000683005	0.0	0.0	Virus
UP000683019	0.04555	0.04843	Virus
UP000683033	0.0	0.0	Virus
UP000683052	0.23642	0.1086	Virus
UP000683057	0.1557	0.1384	Virus
UP000683091	0.14015	0.09313	Virus
UP000683092	0.34281	0.32182	Virus
UP000683095	0.16942	0.09775	Virus
UP000683096	0.15376	0.15051	Virus
UP000683109	0.00985	0.01127	Virus
UP000683115	0.03187	0.04703	Virus
UP000683119	0.05354	0.04352	Virus
UP000683136	0.04131	0.02809	Virus
UP000683147	0.18338	0.20483	Virus
UP000683168	0.0612	0.03717	Virus
UP000683169	0.08665	0.10429	Virus
UP000683173	0.08532	0.05138	Virus
UP000683181	0.29167	0.08054	Virus
UP000683185	0.12379	0.12012	Virus
UP000683201	0.03704	0.01448	Virus
UP000683209	0.08987	0.0526	Virus
UP000683211	0.34848	0.14481	Virus
UP000683218	0.04515	0.05663	Virus
UP000683221	0.14086	0.17484	Virus
UP000683224	0.06112	0.06714	Virus
UP000683240	0.05251	0.04816	Virus
UP000683295	0.08909	0.13272	Virus
UP000683307	0.11538	0.11026	Virus
UP000683320	0.07867	0.075	Virus
UP000683336	0.03762	0.03752	Virus
UP000683340	0.12161	0.08884	Virus
UP000693808	0.13213	0.07239	Virus
UP000830451	0.15403	0.1415	Virus
UP000887840	0.09261	0.0902	Virus
UP000887860	0.09409	0.09191	Virus
UP000887900	0.01615	0.02299	Virus
UP000888020	0.23357	0.10218	Virus
UP000888120	0.07362	0.06642	Virus
UP000888240	0.0343	0.02869	Virus
UP000888440	0.08371	0.10905	Virus
UP001055065	0.19315	0.14703	Virus
UP001055095	0.06296	0.04796	Virus
UP001055346	0.0677	0.08077	Virus
UP001055383	0.18385	0.13893	Virus
UP001055390	0.14578	0.08263	Virus
UP001055692	0.33203	0.17794	Virus
UP001055767	0.27238	0.19028	Virus
UP001055837	0.24832	0.1277	Virus
UP001056273	0.16372	0.09155	Virus
UP001057731	0.49153	0.40704	Virus
UP001058062	0.23223	0.10498	Virus
UP001058435	0.30667	0.26562	Virus
UP001058958	0.11579	0.06866	Virus
UP001059122	0.01908	0.03122	Virus
UP001059582	0.09266	0.12832	Virus
UP001059650	0.09	0.10308	Virus
UP001059798	0.26663	0.23228	Virus
UP001061784	0.08808	0.13805	Virus
UP001143705	0.33096	0.27789	Virus
UP001144437	0.26652	0.2301	Virus
UP001147787	0.29509	0.2376	Virus
UP001149851	0.06357	0.06357	Virus
UP001151045	0.22167	0.2378	Virus
UP001156816	0.08435	0.10041	Virus
UP001156838	0.07115	0.11852	Virus
UP001156840	0.12534	0.07433	Virus
UP001156851	0.07015	0.09425	Virus
UP001156885	0.08242	0.07163	Virus
UP001156888	0.03314	0.03155	Virus
UP001156889	0.06093	0.03957	Virus
UP001156908	0.06541	0.0439	Virus
UP001156910	0.03244	0.05204	Virus
UP001156944	0.0324	0.04396	Virus
UP001156965	0.0336	0.04695	Virus
UP001157000	0.05345	0.04154	Virus
UP001157219	0.11904	0.11743	Virus
UP001157331	0.1519	0.13458	Virus
UP001157346	0.26432	0.11558	Virus
UP001157366	0.24048	0.20702	Virus
UP001157367	0.30688	0.16863	Virus
UP001157383	0.32642	0.25301	Virus
UP001157384	0.31732	0.1897	Virus
UP001157402	0.5	0.41359	Virus
UP001157403	0.16592	0.13989	Virus
UP001157404	0.24388	0.22684	Virus
UP001157405	0.09389	0.08366	Virus
UP001157406	0.15896	0.08589	Virus
UP001157407	0.31641	0.23282	Virus
UP001157408	0.30235	0.20501	Virus
UP001157426	0.32045	0.27011	Virus
UP001157432	0.15287	0.06715	Virus
UP001158214	0.03715	0.03124	Virus
UP001161493	0.05326	0.03368	Virus
UP001161545	0.16191	0.10413	Virus
UP001161587	0.10408	0.06356	Virus
UP001161589	0.10677	0.07763	Virus
UP001161595	0.24547	0.13352	Virus
UP001161604	0.11892	0.05679	Virus
UP001161625	0.13398	0.06083	Virus
UP001161628	0.10858	0.06778	Virus
UP001161633	0.1897	0.17295	Virus
UP001161647	0.15588	0.09714	Virus
UP001161651	0.16581	0.10308	Virus
UP001161655	0.08339	0.08331	Virus
UP001161664	0.11807	0.07917	Virus
UP001162010	0.11798	0.11798	Virus
UP001162011	0.27939	0.16225	Virus
UP001162015	0.07563	0.05795	Virus
UP001162018	0.19201	0.10998	Virus
UP001162020	0.10489	0.07541	Virus
UP001162021	0.1674	0.1674	Virus
UP001162024	0.28051	0.32343	Virus
UP001162028	0.12554	0.11328	Virus
UP001162121	0.17747	0.18822	Virus
UP001162122	0.15867	0.15035	Virus
UP001162126	0.05056	0.05406	Virus
UP001162129	0.14215	0.05435	Virus
UP001162224	0.02131	0.02584	Virus
UP001162227	0.33131	0.18956	Virus
UP001162228	0.17045	0.16358	Virus
UP001162953	0.14029	0.0824	Virus
UP001163069	0.16148	0.07781	Virus
UP001163384	0.21719	0.14548	Virus
UP001163956	0.14317	0.08187	Virus
UP001164515	0.26417	0.17261	Virus
UP001164612	0.15202	0.07553	Virus
UP001164955	0.2743	0.16362	Virus
UP001165520	0.12194	0.06999	Virus
UP001167522	0.32179	0.13764	Virus
UP001175699	0.26978	0.34072	Virus
UP001175701	0.29768	0.31818	Virus
UP001175717	0.33293	0.31485	Virus
UP001175719	0.25375	0.30874	Virus
UP001175721	0.41297	0.38108	Virus
UP001177334	0.08447	0.07445	Virus
UP001177600	0.28298	0.2874	Virus
UP000000216	0.17315	0.11241	Virus
UP000000227	0.16103	0.12378	Virus
UP000000228	0.32378	0.20596	Virus
UP000000237	0.10256	0.09887	Virus
UP000000241	0.17873	0.07947	Virus
UP000000250	0.11665	0.09091	Virus
UP000000251	0.09095	0.07758	Virus
UP000000259	0.11246	0.08122	Virus
UP000000264	0.07908	0.0774	Virus
UP000000294	0.07448	0.06249	Virus
UP000000296	0.10875	0.09321	Virus
UP000000303	0.08552	0.06488	Virus
UP000000316	0.12282	0.12801	Virus
UP000000327	0.58869	0.41606	Virus
UP000000330	0.05607	0.04751	Virus
UP000000331	0.18621	0.10964	Virus
UP000000336	0.11934	0.07624	Virus
UP000000338	0.23381	0.16438	Virus
UP000000339	0.06329	0.04422	Virus
UP000000341	0.08911	0.10711	Virus
UP000000356	0.03305	0.0642	Virus
UP000000375	0.08969	0.06881	Virus
UP000000384	0.18354	0.11325	Virus
UP000000456	0.19415	0.17745	Virus
UP000000457	0.09006	0.06894	Virus
UP000000458	0.11418	0.07742	Virus
UP000000463	0.12824	0.10659	Virus
UP000000479	0.08913	0.0451	Virus
UP000000506	0.09305	0.13496	Virus
UP000000511	0.3259	0.2151	Virus
UP000000512	0.11487	0.09251	Virus
UP000000524	0.15868	0.12136	Virus
UP000000526	0.21726	0.16102	Virus
UP000000620	0.18296	0.1748	Virus
UP000000621	0.24307	0.16719	Virus
UP000000633	0.16882	0.17939	Virus
UP000000690	0.05238	0.059	Virus
UP000000694	0.24663	0.16556	Virus
UP000000697	0.21618	0.18228	Virus
UP000000699	0.05153	0.03942	Virus
UP000000701	0.20193	0.18935	Virus
UP000000710	0.12736	0.13181	Virus
UP000000729	0.21406	0.12435	Virus
UP000000730	0.20691	0.18413	Virus
UP000000731	0.23794	0.2041	Virus
UP000000732	0.37628	0.27406	Virus
UP000000733	0.16225	0.11399	Virus
UP000000734	0.21965	0.09892	Virus
UP000000735	0.10173	0.08174	Virus
UP000000782	0.1757	0.1003	Virus
UP000000786	0.06943	0.04171	Virus
UP000000797	0.10443	0.08239	Virus
UP000000846	0.15869	0.12437	Virus
UP000000847	0.12673	0.11367	Virus
UP000000848	0.44204	0.30603	Virus
UP000000857	0.07819	0.05216	Virus
UP000000862	0.41644	0.25946	Virus
UP000000863	0.20821	0.1783	Virus
UP000000864	0.27266	0.20112	Virus
UP000000872	0.16876	0.13528	Virus
UP000000875	0.13181	0.09855	Virus
UP000000876	0.05828	0.04493	Virus
UP000000877	0.35974	0.23223	Virus
UP000000878	0.05733	0.04279	Virus
UP000000879	0.14016	0.1431	Virus
UP000000880	0.40421	0.22894	Virus
UP000000881	0.08384	0.07882	Virus
UP000000901	0.07654	0.06551	Virus
UP000000903	0.20178	0.18755	Virus
UP000000904	0.18434	0.17361	Virus
UP000000905	0.24442	0.16118	Virus
UP000000907	0.21799	0.19143	Virus
UP000000908	0.05169	0.11754	Virus
UP000000909	0.19971	0.12234	Virus
UP000000910	0.11067	0.09453	Virus
UP000000913	0.16971	0.16878	Virus
UP000000915	0.16622	0.15484	Virus
UP000000916	0.19514	0.11028	Virus
UP000000917	0.05889	0.03976	Virus
UP000000922	0.21581	0.12818	Virus
UP000000947	0.03796	0.03563	Virus
UP000000957	0.12292	0.0457	Virus
UP000000958	0.23402	0.19676	Virus
UP000000962	0.07405	0.13678	Virus
UP000000963	0.14362	0.13276	Virus
UP000000964	0.23961	0.1885	Virus
UP000000965	0.06955	0.11212	Virus
UP000000967	0.19947	0.17507	Virus
UP000000968	0.15065	0.14892	Virus
UP000000970	0.13958	0.09395	Virus
UP000000974	0.10641	0.0613	Virus
UP000000976	0.08726	0.0617	Virus
UP000000979	0.09782	0.07149	Virus
UP000000983	0.46527	0.36918	Virus
UP000000986	0.11239	0.07279	Virus
UP000000987	0.15924	0.08543	Virus
UP000000988	0.11005	0.07922	Virus
UP000000990	0.17285	0.13512	Virus
UP000000991	0.17551	0.13561	Virus
UP000000992	0.10047	0.08555	Virus
UP000000993	0.1206	0.07944	Virus
UP000000996	0.10714	0.0852	Virus
UP000000997	0.06602	0.03325	Virus
UP000000999	0.05326	0.05447	Virus
UP000001003	0.09852	0.06298	Virus
UP000001005	0.13015	0.09303	Virus
UP000001034	0.17394	0.14943	Virus
UP000001040	0.16091	0.13361	Virus
UP000001041	0.09659	0.10314	Virus
UP000001042	0.14855	0.14076	Virus
UP000001044	0.24173	0.29265	Virus
UP000001047	0.09355	0.11674	Virus
UP000001049	0.27895	0.19724	Virus
UP000001051	0.13129	0.07497	Virus
UP000001057	0.11029	0.08791	Virus
UP000001066	0.02724	0.0304	Virus
UP000001069	0.04456	0.03752	Virus
UP000001091	0.05866	0.04558	Virus
UP000001111	0.15323	0.11885	Virus
UP000001126	0.11264	0.10828	Virus
UP000001128	0.11112	0.13644	Virus
UP000001129	0.14156	0.15653	Virus
UP000001132	0.05078	0.06703	Virus
UP000001151	0.08003	0.0756	Virus
UP000001154	0.19531	0.08086	Virus
UP000001155	0.0939	0.0701	Virus
UP000001156	0.10752	0.06818	Virus
UP000001157	0.38196	0.3259	Virus
UP000001158	0.17262	0.17347	Virus
UP000001159	0.16421	0.09051	Virus
UP000001160	0.20668	0.181	Virus
UP000001164	0.13041	0.09533	Virus
UP000001166	0.14608	0.10716	Virus
UP000001178	0.06737	0.07911	Virus
UP000001179	0.1135	0.1109	Virus
UP000001186	0.15455	0.17859	Virus
UP000001210	0.17906	0.14111	Virus
UP000001212	0.17828	0.14522	Virus
UP000001215	0.07864	0.0694	Virus
UP000001216	0.0869	0.05704	Virus
UP000001222	0.07991	0.0717	Virus
UP000001223	0.09718	0.10382	Virus
UP000001229	0.0891	0.11799	Virus
UP000001238	0.11853	0.10158	Virus
UP000001239	0.08823	0.06591	Virus
UP000001240	0.0772	0.04721	Virus
UP000001243	0.04787	0.10882	Virus
UP000001245	0.26728	0.18525	Virus
UP000001247	0.18622	0.11355	Virus
UP000001250	0.08005	0.04509	Virus
UP000001251	0.18376	0.11252	Virus
UP000001264	0.12084	0.14083	Virus
UP000001265	0.06965	0.04422	Virus
UP000001284	0.19772	0.16841	Virus
UP000001297	0.21273	0.13079	Virus
UP000001305	0.14298	0.08874	Virus
UP000001308	0.03364	0.03189	Virus
UP000001309	0.34681	0.21403	Virus
UP000001323	0.21736	0.18136	Virus
UP000001324	0.18414	0.15677	Virus
UP000001359	0.47064	0.27325	Virus
UP000001367	0.11871	0.10166	Virus
UP000001395	0.20059	0.12497	Virus
UP000001434	0.12205	0.09332	Virus
UP000001464	0.1593	0.07705	Virus
UP000001465	0.13289	0.06957	Virus
UP000001466	0.18962	0.13365	Virus
UP000001469	0.47435	0.36261	Virus
UP000001474	0.0629	0.04686	Virus
UP000001475	0.12465	0.12253	Virus
UP000001480	0.16923	0.09471	Virus
UP000001482	0.0621	0.04987	Virus
UP000001483	0.076	0.04683	Virus
UP000001486	0.09756	0.06548	Virus
UP000001504	0.14276	0.14284	Virus
UP000001507	0.12064	0.0731	Virus
UP000001515	0.19075	0.102	Virus
UP000001523	0.17016	0.1386	Virus
UP000001524	0.12553	0.0754	Virus
UP000001525	0.13356	0.15389	Virus
UP000001531	0.17259	0.12535	Virus
UP000001534	0.27048	0.14294	Virus
UP000001535	0.06689	0.04028	Virus
UP000001538	0.15541	0.15223	Virus
UP000001539	0.12791	0.1406	Virus
UP000001540	0.14195	0.12043	Virus
UP000001545	0.02785	0.03183	Virus
UP000001571	0.17139	0.08584	Virus
UP000001580	0.09971	0.07437	Virus
UP000001581	0.14136	0.06781	Virus
UP000001585	0.16055	0.11583	Virus
UP000001587	0.10704	0.07303	Virus
UP000001588	0.1272	0.08612	Virus
UP000001590	0.12113	0.10074	Virus
UP000001612	0.16333	0.10424	Virus
UP000001622	0.10152	0.14702	Virus
UP000001653	0.07947	0.12025	Virus
UP000001679	0.10508	0.10714	Virus
UP000001690	0.13135	0.07999	Virus
UP000001696	0.12463	0.07864	Virus
UP000001703	0.10328	0.06096	Virus
UP000001704	0.08113	0.0481	Virus
UP000001706	0.11176	0.08476	Virus
UP000001707	0.41611	0.28242	Virus
UP000001708	0.31614	0.21903	Virus
UP000001709	0.08464	0.05947	Virus
UP000001712	0.09875	0.05992	Virus
UP000001721	0.21345	0.08797	Virus
UP000001729	0.20176	0.15236	Virus
UP000001736	0.12932	0.12404	Virus
UP000001757	0.12875	0.0834	Virus
UP000001758	0.06178	0.04179	Virus
UP000001759	0.09479	0.14426	Virus
UP000001760	0.1371	0.13478	Virus
UP000001761	0.15727	0.10874	Virus
UP000001762	0.05476	0.04387	Virus
UP000001763	0.18159	0.13913	Virus
UP000001765	0.17728	0.09809	Virus
UP000001766	0.03353	0.07173	Virus
UP000001769	0.19807	0.18497	Virus
UP000001770	0.14939	0.09122	Virus
