Sample description: chromixs
Sample: chromixs  c= 0 mg/ml  Code: chromixs
 5.217039e-001  3.790236e-005  1.420942e-004
 5.221562e-001  7.102368e-005  1.425884e-004
 5.226086e-001  2.347549e-004  1.447848e-004
 5.230609e-001  6.917734e-005  1.432765e-004
 5.235132e-001 -1.089605e-005  1.440970e-004
 5.239655e-001 -1.736338e-006  1.457705e-004
 5.244178e-001  4.065310e-004  1.469062e-004
 5.248701e-001  9.033588e-005  1.496070e-004
 5.253224e-001 -2.928208e-005  1.457193e-004
 5.257747e-001  1.143972e-004  1.481622e-004
 5.262269e-001 -2.124508e-005  1.494053e-004
 5.266792e-001  1.310001e-004  1.502634e-004
 5.271315e-001  1.020627e-004  1.525761e-004
 5.275837e-001  2.230225e-004  1.503522e-004
 5.280360e-001  2.628698e-004  1.526086e-004
 5.284882e-001  3.445821e-004  1.533268e-004
 5.289404e-001  2.802914e-004  1.525831e-004
 5.293927e-001  6.905553e-005  1.568894e-004
 5.298449e-001  2.237983e-004  1.545034e-004
 5.302971e-001  4.420008e-005  1.559461e-004
 5.307493e-001 -1.417750e-004  1.568975e-004
 5.312015e-001  1.853476e-004  1.574419e-004
 5.316537e-001  1.683039e-004  1.610008e-004
 5.321059e-001  3.888159e-004  1.583619e-004
 5.325581e-001  2.417123e-004  1.607970e-004
 5.330102e-001  2.970603e-004  1.623521e-004
 5.334624e-001  2.519446e-004  1.613669e-004
 5.339146e-001  3.037615e-004  1.648321e-004
 5.343667e-001  1.827072e-004  1.623269e-004
 5.348189e-001  1.309089e-004  1.654323e-004
 5.352710e-001  5.719469e-005  1.673543e-004
 5.357231e-001  1.521758e-004  1.653024e-004
 5.361753e-001  3.722410e-004  1.692977e-004
 5.366274e-001 -1.716944e-004  1.668248e-004
 5.370795e-001  9.548173e-005  1.699090e-004
 5.375316e-001  4.327754e-004  1.723571e-004
 5.379837e-001  2.614887e-004  1.703622e-004
 5.384358e-001  9.986888e-005  1.739748e-004
 5.388879e-001 -3.997022e-004  1.716267e-004
 5.393400e-001 -4.390559e-005  1.757519e-004
 5.397920e-001  3.717571e-004  1.777456e-004
 5.402441e-001  3.199506e-004  1.752822e-004
 5.406962e-001  3.585575e-004  1.817714e-004
 5.411482e-001  8.404374e-005  1.786058e-004
 5.416003e-001 -1.375318e-004  1.803280e-004
 5.420523e-001  2.616973e-004  1.835081e-004
 5.425043e-001  2.504022e-004  1.820844e-004
 5.429563e-001  2.125073e-004  1.867329e-004
 5.434084e-001  4.109152e-004  1.852388e-004
 5.438604e-001  3.519681e-004  1.878630e-004
 5.443124e-001  1.672971e-004  1.890530e-004
 5.447644e-001 -8.887107e-005  1.878739e-004
 5.452164e-001  3.604192e-004  1.918421e-004
 5.456684e-001  1.159785e-005  1.930372e-004
 5.461203e-001  1.831661e-006  1.933507e-004
 5.465723e-001 -1.391584e-005  1.978291e-004
 5.470243e-001  1.612192e-004  1.950874e-004
 5.474762e-001  1.316774e-004  1.979443e-004
 5.479282e-001  2.273001e-004  2.015381e-004
 5.483801e-001  5.205293e-004  2.018288e-004
 5.488321e-001 -7.672364e-005  2.066238e-004
 5.492840e-001  1.545627e-006  2.013332e-004
 5.497359e-001 -7.863084e-005  2.070484e-004
 5.501878e-001  3.287650e-004  2.099363e-004
 5.506397e-001 -3.190600e-004  2.079688e-004
 5.510916e-001  2.037467e-004  2.162542e-004
 5.515435e-001  2.643573e-004  2.112271e-004
 5.519954e-001  6.185139e-005  2.167389e-004
 5.524473e-001  2.976291e-005  2.185536e-004
 5.528992e-001  2.602459e-004  2.187327e-004
 5.533511e-001  2.113032e-004  2.252030e-004
 5.538029e-001  5.133781e-004  2.226524e-004
 5.542548e-001  2.396353e-004  2.266607e-004
 5.547066e-001  1.543452e-005  2.307897e-004
 5.551585e-001  6.255636e-004  2.287668e-004
 5.556103e-001  5.105856e-004  2.372377e-004
 5.560621e-001  2.010487e-004  2.338184e-004
 5.565139e-001 -7.454144e-005  2.362314e-004
 5.569658e-001  4.164217e-004  2.457358e-004
 5.574176e-001 -2.767681e-005  2.405927e-004
 5.578694e-001 -3.921865e-004  2.450611e-004
 5.583212e-001  3.044191e-005  2.475123e-004
 5.587729e-001  2.919696e-004  2.543888e-004
 5.592247e-001  3.472290e-004  2.567401e-004
 5.596765e-001  3.490867e-004  2.564194e-004
 5.601283e-001  2.122704e-004  2.626003e-004
 5.605800e-001  2.548983e-004  2.631324e-004
 5.610318e-001  2.178918e-004  2.716049e-004
 5.614835e-001  1.961463e-004  2.735454e-004
 5.619352e-001  4.414508e-004  2.753887e-004
 5.623870e-001  1.970073e-004  2.824553e-004
 5.628387e-001  2.705545e-004  2.782101e-004
 5.632904e-001  2.106901e-004  2.930712e-004
 5.637421e-001 -3.960484e-004  2.904250e-004
 5.641938e-001 -1.846334e-004  2.972209e-004
 5.646455e-001 -2.979272e-004  3.001808e-004
 5.650972e-001 -8.759778e-005  3.050837e-004
 5.655489e-001  8.055912e-005  3.197968e-004
 5.660006e-001 -1.259165e-004  3.174332e-004
 5.664522e-001  1.943003e-004  3.280132e-004
 5.669039e-001  1.062682e-004  3.300184e-004
 5.673555e-001 -2.960986e-004  3.398602e-004
 5.678072e-001  3.765466e-004  3.484789e-004
 5.682588e-001 -1.489202e-004  3.486555e-004
 5.687104e-001 -2.013270e-004  3.645560e-004
 5.691621e-001  2.018081e-004  3.747892e-004
 5.696137e-001  5.165500e-004  3.754591e-004
 5.700653e-001 -2.355474e-004  3.966876e-004
 5.705169e-001  3.834459e-004  3.996718e-004
 5.709685e-001 -4.002241e-004  4.191084e-004
 5.714201e-001  2.607893e-004  4.295122e-004
 5.718717e-001  1.574294e-004  4.330765e-004
 5.723232e-001  4.767705e-004  4.709755e-004
 5.727748e-001  3.355779e-005  4.698954e-004
 5.732264e-001  2.185177e-004  4.900666e-004
 5.736779e-001 -6.906317e-005  5.169263e-004
 5.741295e-001  3.171957e-004  5.519642e-004
 5.745810e-001  4.727985e-004  6.002073e-004
 5.750325e-001  7.493620e-004  5.989471e-004
 5.754841e-001 -4.603410e-005  6.574236e-004
 5.759356e-001  2.963919e-005  7.386885e-004
 5.763871e-001 -1.996607e-004  7.802125e-004
 5.768386e-001 -5.290497e-004  9.146956e-004
 5.772901e-001  5.864469e-004  9.911420e-004
 5.777416e-001  6.854210e-004  1.386186e-003
 5.781930e-001  1.900639e-003  2.433360e-003
range-from: 8
range-to: 1241
data-frames-directory: E:/SAXS-SOLEIL-March-2019/idpsec/before sub
parent-buffer-frames: IDPSEC_Px_4220.dat IDPSEC_Px_4221.dat IDPSEC_Px_4222.dat IDPSEC_Px_4223.dat IDPSEC_Px_4224.dat IDPSEC_Px_4225.dat IDPSEC_Px_4226.dat IDPSEC_Px_4227.dat IDPSEC_Px_4228.dat IDPSEC_Px_4229.dat IDPSEC_Px_4230.dat IDPSEC_Px_4231.dat IDPSEC_Px_4232.dat IDPSEC_Px_4233.dat IDPSEC_Px_4234.dat IDPSEC_Px_4235.dat IDPSEC_Px_4236.dat IDPSEC_Px_4237.dat IDPSEC_Px_4238.dat IDPSEC_Px_4239.dat IDPSEC_Px_4240.dat IDPSEC_Px_4241.dat IDPSEC_Px_4242.dat IDPSEC_Px_4243.dat IDPSEC_Px_4244.dat IDPSEC_Px_4245.dat IDPSEC_Px_4246.dat IDPSEC_Px_4247.dat IDPSEC_Px_4248.dat IDPSEC_Px_4249.dat IDPSEC_Px_4250.dat IDPSEC_Px_4251.dat IDPSEC_Px_4252.dat IDPSEC_Px_4253.dat IDPSEC_Px_4254.dat
parent-sample-frames: IDPSEC_Px_4445.dat IDPSEC_Px_4446.dat IDPSEC_Px_4447.dat IDPSEC_Px_4448.dat IDPSEC_Px_4449.dat IDPSEC_Px_4450.dat IDPSEC_Px_4451.dat IDPSEC_Px_4452.dat IDPSEC_Px_4453.dat IDPSEC_Px_4454.dat IDPSEC_Px_4455.dat IDPSEC_Px_4456.dat IDPSEC_Px_4457.dat IDPSEC_Px_4458.dat IDPSEC_Px_4459.dat IDPSEC_Px_4460.dat IDPSEC_Px_4461.dat
range-from: 24
range-to: 1264
