Entry	Mapped PubMed ID
O14770	18821565; 20195266; 20711500; 22458338; 24955142; 25416956
Q9NZI5	12393799; 18004979; 19710929; 20110263; 24375798; 24419085; 25406394; 25896282; 26069269; 26496610; 27035558; 28714958; 29301499; 33931584
P04198	10597290; 11826111; 11850545; 11861392; 11881792; 12153570; 12192602; 12219017; 12232763; 12438307; 12545167; 12660036; 12670915; 12808116; 12819037; 12907629; 14645238; 14647433; 14719101; 14737110; 15117961; 15198123; 15218241; 15258910; 15314226; 15316056; 15331636; 15547663; 15644444; 15660126; 15833843; 16166307; 16278682; 16516635; 16596176; 16912187; 16912192; 17020972; 17023822; 17055458; 17172827; 17213019; 17289033; 17327229; 17353931; 17464317; 17495526; 17506115; 17525631; 17535087; 17554788; 17611020; 17643814; 17704800; 17710228; 18059033; 18097563; 18165268; 18198336; 18278068; 18281664; 18335505; 18348317; 18391076; 18470948; 18504438; 18591937; 18610847; 18671284; 18724359; 18769732; 18785023; 18851746; 18949372; 18955045; 18990089; 19006223; 19047142; 19047152; 19111882; 19208763; 19301388; 19401549; 19495417; 19608868; 19615087; 19649205; 19656550; 19724862; 19766596; 19852433; 19885598; 19924232; 19946337; 19956635; 19997598; 20007697; 20017904; 20080637; 20103633; 20144241; 20145147; 20173740; 20180881; 20190806; 20236072; 20332316; 20395439; 20409325; 20424123; 20425471; 20478998; 20575024; 20607354; 20697349; 20719933; 20811720; 20961996; 20980091; 21046119; 21073496; 21112821; 21123453; 21214410; 21224895; 21258086; 21288077; 21297076; 21304178; 21370425; 21378543; 21384249; 21498633; 21501490; 21508638; 21533284; 21572098; 21646478; 21659604; 21698133; 21725357; 21731748; 21750863; 21796614; 21796619; 21822304; 21856782; 21862876; 21882282; 21908575; 22035742; 22052359; 22065083; 22068108; 22090452; 22120721; 22123490; 22146831; 22202125; 22218692; 22286764; 22337647; 22383024; 22439933; 22484425; 22624711; 22751132; 22907398; 22907436; 22921766; 22975311; 23042116; 23091029; 23152863; 23201355; 23280764; 23284678; 23308108; 23317189; 23320395; 23341988; 23358695; 23362253; 23430699; 23498719; 23539269; 23563570; 23578955; 23639551; 23792191; 23812427; 23851507; 23901000; 23962557; 23991020; 24011394; 24060861; 24130166; 24173829; 24190252; 24260886; 24282277; 24356251; 24403858; 24419085; 24470553; 24481548; 24481781; 24515800; 24556696; 24586304; 24603724; 24608896; 24719420; 24906397; 24947326; 25100564; 25104850; 25142020; 25164011; 25175806; 25231001; 25266063; 25277194; 25475372; 25475555; 25477524; 25486413; 25533335; 25609649; 25736927; 25749049; 25843293; 25855136; 25864587; 25880909; 25896758; 25964525; 25973900; 26053094; 26068589; 26123663; 26156430; 26171843; 26177922; 26202950; 26290144; 26306783; 26398570; 26456864; 26471359; 26482175; 26549029; 26650627; 26673823; 26686971; 26709890; 26756701; 26815535; 26858029; 26910568; 26996379; 27050099; 27055844; 27167114; 27224546; 27249766; 27383785; 27432152; 27438153; 27447861; 27448979; 27449038; 27465929; 27513929; 27517149; 27571165; 27599694; 27707976; 27728805; 27773673; 27794475; 27836543; 27894074; 27935099; 28003306; 28138962; 28209620; 28211617; 28270499; 28423357; 28453467; 28560387; 28574509; 28791558; 28867147; 29018959; 29022893; 29117357; 29202477; 29238067; 29322842; 29328367; 29379199; 29380702; 29408445; 29445162; 29466962; 29610116; 29620172; 29673070; 29686061; 29749516; 29797634; 29880876; 30021854; 30127528; 30182136; 30204967; 30221699; 30232224; 30451831; 30538293; 30542116; 30573562; 30657058; 30672053; 30765227; 30848386; 30864675; 30894746; 31260412; 31313541; 31343784; 31357838; 31414211; 31427086; 31501192; 31542727; 31615807; 31637848; 31685009; 31690716; 31819055; 31856871; 31883160; 32060267; 32071436; 32075946; 32085516; 32087738; 32238141; 32240058; 32492633; 32501498; 32601179; 32641156; 32777141; 32788584; 33000273; 33016930; 33155199; 33199677; 33326736; 33393844; 33442900; 33537818; 33637566; 33741928; 33767157; 33806217; 34116676; 4047115
Q9Y2V3	10932181; 19158959; 19397404; 20057906; 20494911; 22558175; 22736936; 28831107; 33326746
P35711	11912161; 15231748; 17230535; 17554380; 18519826; 19173284; 19219070; 19453261; 19754311; 20062060; 20195266; 20379614; 20634891; 20639392; 20668334; 21262861; 21330457; 21728837; 21988832; 22094256; 22396742; 22458338; 22547066; 24418753; 24606918; 24607904; 24648396; 24945754; 25304615; 25305447; 25416956; 25572815; 26115875; 26927636; 27550416; 28137312; 28186563; 28365963; 28371600; 28585545; 28969442; 29286531; 29890823; 30261039; 30816573; 30819403; 30863997; 30983072; 31322222; 31578471; 31713604; 31918278; 32468049; 32678069; 33176966; 33296143; 33824420
P41225	10549281; 11691915; 14714741; 15132997; 15292361; 15342697; 15788563; 17005281; 17127446; 17218525; 17412698; 17587179; 17627381; 17698607; 17875931; 17910945; 17994562; 18456656; 18598779; 18819930; 18985028; 19047045; 19799567; 19902333; 20534763; 21289259; 21636067; 22293114; 23199197; 23211052; 23238694; 24257117; 24291232; 24346842; 24737742; 25140394; 25351776; 26352083; 27251670; 27477789; 28335789; 28618953; 28886103; 29175558; 29484385; 30125608; 30209685; 30216942; 30915751; 31299102; 31678974; 32363730
O15516	10428031; 10521578; 10531061; 10733528; 10807566; 10857746; 11018023; 11162494; 11241162; 11441147; 11779462; 11875063; 11927173; 12130638; 12150932; 12381662; 12406875; 12464098; 12483227; 12555668; 12738229; 12782655; 12841365; 12865428; 12897057; 12898572; 14507900; 14582141; 14672706; 14750904; 15147242; 15312651; 15331141; 15475734; 15500444; 15572273; 15578592; 15591021; 15665827; 15699353; 15905809; 15917222; 15952199; 16024980; 16125818; 16232160; 16474407; 16507766; 16528748; 16628007; 16678094; 16777965; 16857194; 16980631; 16987893; 17106427; 17115977; 17116390; 17221848; 17239050; 17264841; 17364575; 17417633; 17428266; 17469042; 17516548; 17551301; 17696255; 17701674; 17848551; 17948273; 17994337; 18071340; 18228528; 18283403; 18314271; 18316400; 18317514; 18379422; 18411297; 18419323; 18430226; 18458078; 18541547; 18786386; 18815372; 18957941; 18974966; 19150926; 19224106; 19286518; 19296127; 19328558; 19330005; 19347611; 19414601; 19470168; 19505873; 19605937; 19693801; 19710929; 19714310; 19839995; 19846548; 19874574; 19888304; 19913121; 19934327; 19946213; 19967263; 20065968; 20072116; 20081528; 20124474; 20149345; 20174623; 20180986; 20364331; 20368993; 20370469; 20396431; 20551151; 20554694; 20560707; 20600471; 20628086; 20653450; 20704703; 20711500; 20876123; 20886252; 20961464; 20978934; 21050724; 21123577; 21164265; 21364973; 21463335; 21479263; 21628555; 21714069; 21734043; 21773969; 21898035; 22003994; 22080789; 22193177; 22232930; 22367544; 22537959; 22578325; 22709985; 22806005; 22823872; 22905804; 22999556; 23003921; 23033538; 23131019; 23183326; 23221812; 23242607; 23357097; 23395176; 23496259; 23527142; 23546644; 23584858; 23768840; 23781009; 23792158; 23871470; 23912676; 23970287; 24037774; 24068320; 24328727; 24332565; 24510388; 24597447; 24789043; 24818524; 24821610; 24824748; 24892753; 24905098; 24919398; 25070164; 25309987; 2539258; 25527757; 25625359; 25775462; 25976934; 26134245; 26164627; 26181468; 26204460; 26247999; 26299356; 26370682; 26374515; 26390085; 26453284; 26496610; 26690565; 26739996; 26850841; 26923944; 27335043; 27339606; 27373683; 27492458; 27614897; 27996307; 28058089; 28290876; 28384165; 28466652; 28498393; 28514207; 28645331; 28780642; 28853078; 28899534; 29064730; 29180440; 29196536; 29271044; 29316898; 29318394; 29324865; 29621412; 29658882; 29673458; 29768442; 29860109; 2991279; 29943823; 30003419; 30287810; 30569826; 30695550; 30696097; 30728411; 30843665; 30943427; 31099187; 31252075; 31368374; 31400146; 31403491; 31527239; 31612734; 31888385; 31919052; 32061680; 32325849; 32573093; 32575803; 32737280; 32785234; 33106415; 33114015; 33450259; 34112033; 7835883; 7926749; 7981125; 8618898; 8622974; 8921389; 9323128; 9333243; 9427249; 9428527; 9576906; 9616112; 9619629; 9779516; 9801304; 9989497
Q86YF9	14528312; 15115751; 15198976; 16651542; 16740475; 19684112; 19818708; 19955409; 20014402; 20154143; 20360384; 20487519; 20956384; 21878643; 23414517; 23955340; 24072710; 24993635; 27979967; 28085539; 32051257; 9874371
P14921	10358095; 11234019; 11782450; 11830328; 11836635; 11948414; 11971908; 12034715; 12048211; 12073053; 12377648; 12377649; 12464608; 12466970; 12475968; 12632071; 12632078; 12743594; 12843180; 12850290; 12920221; 12932931; 12949792; 12967474; 12971829; 14557674; 14586398; 14704859; 14734780; 15001984; 15123671; 15302318; 15389378; 15469934; 15531915; 15563472; 15572696; 15574387; 15578430; 15693893; 15699632; 15848191; 15940256; 15996661; 16192649; 16234432; 16263717; 16278291; 16294212; 16455618; 16569638; 16586544; 16684505; 16722933; 16786167; 16829517; 16887814; 16894529; 17105191; 17213822; 17283532; 17287278; 17321669; 17397260; 17401458; 17456046; 17656364; 17661355; 17671502; 17721441; 17785952; 17845581; 17977828; 18172009; 18292499; 18381358; 18538735; 18625704; 18676374; 18692240; 18720385; 18851945; 18948081; 18955504; 19091791; 19116245; 19154409; 19205872; 19225563; 19336585; 19427971; 19465391; 19499154; 19616560; 19657377; 19787252; 19836356; 19838193; 19935876; 19942620; 20001963; 20019798; 20021863; 20097731; 20169177; 20190752; 20195357; 20361728; 20367922; 20392592; 20435626; 20479932; 20516000; 20534573; 20645833; 20671229; 20686355; 20711500; 20819682; 20842667; 20938207; 21081489; 21179004; 21377967; 21423203; 21424114; 21439064; 21444677; 21445343; 21515670; 21575865; 21623185; 21711453; 21732343; 21737519; 21741415; 21841808; 21919915; 21925842; 21988832; 22087647; 22096509; 22206665; 22232738; 22294049; 22307076; 22322590; 22355253; 22366814; 22390030; 22396784; 22432043; 22494801; 22516263; 22521293; 22539964; 22615925; 22742857; 22829018; 22914732; 22936014; 22971289; 23060436; 23064684; 23101665; 23117818; 23236436; 23268366; 23383271; 23405229; 23474984; 23552426; 23589550; 23614478; 23737550; 23762867; 23874775; 23924923; 23926020; 23926301; 23948889; 24012497; 24019486; 24064218; 24203999; 24211252; 24221578; 24238102; 24549174; 24562386; 24576667; 24645837; 24646888; 24658012; 24697319; 24708692; 24726443; 24782214; 24816403; 24844121; 24857950; 24952944; 24963049; 25024220; 25083921; 25085587; 25117710; 25135220; 25210949; 25236949; 25241761; 25279986; 25294825; 25373698; 25421630; 25531327; 25609649; 25633318; 25639877; 25651508; 25726912; 25776481; 25865496; 25880398; 25885538; 25893733; 25912876; 25929465; 26039128; 26072332; 26122040; 26150526; 26177288; 26195629; 26241881; 26296467; 26365772; 26389665; 26455323; 26743285; 26776158; 26826553; 26885752; 26938745; 27036016; 27094578; 27156371; 27164408; 27412967; 27449293; 27513725; 27525970; 27612006; 27626484; 27737766; 27878249; 28119415; 28184004; 28198367; 28247944; 28851877; 28905458; 29030598; 29118074; 29167552; 29174800; 29309620; 29335523; 29512921; 29558679; 29700305; 29733872; 29773901; 29802700; 29845518; 29848678; 29848683; 29904943; 29909489; 29912634; 29980679; 30019773; 30093619; 30106442; 30114438; 30270548; 30365153; 30404587; 30422383; 30456527; 30569091; 30638661; 30790340; 31014918; 31071178; 31072446; 31118072; 31173154; 31265880; 31306413; 31322251; 31396656; 31722692; 31823805; 31858551; 31873148; 31889958; 31957831; 32012175; 32128839; 32131547; 32252801; 32350509; 32432746; 32612120; 32633381; 32697014; 32762126; 32945521; 32977498; 33592912; 34023818; 8552081; 8761310; 9032233; 9460239
P20823	10852449; 11287626; 11440371; 11522670; 11668618; 11679424; 11717395; 11772903; 11827432; 11938027; 11980910; 12011060; 12012276; 12050210; 12107757; 12235114; 12378390; 12442280; 12453961; 12453975; 12453976; 12488960; 12488961; 12488962; 12530534; 12544512; 12547858; 12574234; 12605834; 12627330; 12707037; 12712243; 12726923; 12730871; 12743700; 12762846; 12773136; 12788852; 12794133; 12860991; 12934344; 14500717; 14575719; 14583183; 14598263; 14728801; 14747304; 14988562; 15111528; 15194767; 15217781; 15270800; 15277395; 15300627; 15305805; 15520459; 15522234; 15542842; 15569134; 15660195; 15660729; 15740590; 15830177; 15841481; 15847654; 15899904; 15928245; 15930087; 15961790; 15983230; 15983330; 16046299; 16046319; 16147992; 16186275; 16223942; 16241915; 16249556; 16254374; 16276364; 16297991; 16367885; 16442529; 16443774; 16562587; 16632067; 16675441; 16712787; 16714285; 16752173; 16760222; 16781669; 16788384; 16793932; 16873704; 16893891; 16963153; 17021248; 17033837; 17037983; 17049664; 17116178; 17130528; 17192490; 17194452; 17264800; 17327436; 17353931; 17407072; 17440016; 17440429; 17458140; 17475670; 17569132; 17601994; 17638895; 17828387; 17932728; 17937063; 17965524; 18003757; 18080173; 18172616; 18221440; 18332101; 18346225; 18391435; 18399756; 18433021; 18439548; 18439552; 18440731; 18498634; 18513302; 18513305; 18586913; 18593771; 18671716; 18672310; 18720549; 18777455; 18811724; 18854284; 18940312; 19060906; 19119252; 19150152; 19169489; 19188435; 19198612; 19228875; 19264593; 19280766; 19304666; 19336507; 19351817; 19357985; 19388975; 19453261; 19490620; 19536331; 19564454; 19567438; 19578796; 19672314; 19687008; 19741195; 19749792; 19782160; 19794065; 19878569; 19913121; 19924231; 19933992; 20018894; 20028982; 20031592; 20069546; 20075150; 20096102; 20106981; 20132997; 20133952; 20172480; 20195357; 20393147; 20394740; 20396999; 20416077; 20460578; 20546258; 20568120; 20571754; 20581827; 20628086; 20633866; 20634891; 20648472; 20679960; 20682687; 20690076; 20705777; 20716378; 20727736; 20738937; 20829431; 20971364; 20980261; 21062467; 21168233; 21170474; 21182953; 21195701; 21203500; 21208426; 21224407; 21348892; 21353246; 21429061; 21437455; 21454713; 21498636; 21647738; 21683639; 21747169; 21814873; 21975049; 21988832; 22160269; 22290433; 22340386; 22341299; 22357705; 22383952; 22395466; 22413961; 22432108; 22466651; 22474109; 22517943; 22569176; 22665711; 22671145; 22788528; 22798294; 22802087; 22849862; 22993150; 23009393; 23052196; 23274891; 23348805; 23430038; 23449499; 23517481; 23551881; 23603156; 23607861; 23616187; 23679181; 23707370; 23721685; 23760703; 23803251; 23878349; 23902751; 23922447; 23978712; 23981200; 24014008; 24100303; 24323243; 24442509; 24559927; 24647409; 24733486; 24821553; 24847765; 24858819; 24915262; 24933231; 25076298; 25174781; 25233928; 25414359; 25414397; 25445224; 25456640; 25646419; 25652089; 25700366; 25793983; 25935773; 25957097; 25979074; 25987348; 26174136; 26221053; 26274031; 26393317; 26436572; 26446475; 26549228; 26646800; 26669242; 26714756; 26776850; 26853433; 26855178; 26981542; 27059371; 27083284; 27240623; 27398945; 27433921; 27445006; 27460564; 27520560; 27522523; 27533016; 27633999; 27838959; 27899486; 27922675; 28035729; 28095440; 28170077; 28222501; 28299548; 28319127; 28324025; 28395978; 28485543; 28591938; 28597946; 28712822; 28724612; 28733222; 28865121; 28934671; 28938416; 29101032; 29169850; 29408271; 29424957; 29439679; 29466992; 29486427; 29493090; 29598821; 29666556; 29731020; 29844095; 29895593; 29927023; 30021780; 30074477; 30121369; 30143652; 30155490; 30293189; 30468298; 30481753; 30507613; 30963309; 31103629; 31109344; 31166087; 31483937; 31566143; 31595984; 31804362; 31825269; 31844173; 31915469; 31970666; 32017842; 32084507; 32154941; 32238361; 32325224; 32398139; 32684311; 32870598; 32910913; 33004870; 33024199; 33214606; 33752475; 34035238; 9233809; 9822613; 9840451
O15119	11689487; 12116211; 15289316; 16049973; 16530712; 16556916; 16955224; 17234970; 18245468; 18726671; 18829543; 19218121; 19403417; 19430479; 19453261; 19913121; 20062060; 20133910; 20414254; 20467438; 20628086; 20702496; 20936779; 20942798; 21045733; 21098263; 21199695; 21784138; 22154512; 22284968; 22865636; 23082988; 23116943; 23190890; 23266556; 23388722; 23656610; 24025717; 24098938; 24386373; 24675841; 25158279; 25350852; 25371204; 25394776; 25416956; 25455105; 25595898; 25743805; 26749485; 27100732; 27110270; 27195777; 27491074; 27553355; 28145909; 29295731; 29511350; 30223900; 30654152; 30697731; 30983202; 31202624; 31570773; 31596842; 31757421; 31916853; 32606567; 32627000; 32771895; 32966862; 33040635; 33930582; 9349824
O14545	17500595; 17554300; 18849341; 19862010; 21911578; 22014111; 22593156; 23275563; 23455922; 23602568; 25416956; 26496610; 26752685
Q9Y222	15010895; 15231748; 17972942; 20351715; 20711500; 22331460; 23045280; 23938323; 25965824; 26187004; 28257090; 30100063; 30592263; 30599775; 33120969
Q96BD5	10444591; 10449787; 10904264; 10922406; 11742974; 11909966; 12724404; 16189514; 17211407; 17687328; 19439607; 20379614; 20711500; 20953165; 21258344; 21587264; 22770980; 23752268; 25416956; 25609649; 26101246; 26638075; 28127865; 28571721; 30910347; 7513682; 9150135; 9651585; 9790534
Q9NZC4	12359648; 17172423; 17353931; 17627613; 17903297; 18037958; 18475289; 18950845; 21617703; 21855111; 21900206; 22505649; 23185370; 23439650; 24105369; 24219556; 25950810; 26258986; 27197175; 27517321; 27732936; 27787520; 27923832; 28461336; 28549169; 30733283; 30782177; 31557407; 32347431; 34014591; 34452885
Q9UKW6	12359648; 15987600; 16189514; 16229011; 16704374; 16713569; 20354077; 21787113; 21900206; 21988832; 23086238; 23300383; 25629735; 25648666; 25728398; 26717410; 26738740; 27587399; 27627705; 28184931; 28800960; 29396764; 30696803; 31557407; 31895944; 32096174; 32284542
Q12800	11283204; 11574690; 11865070; 12393799; 12555245; 12661759; 16169070; 16272261; 16648487; 16710089; 16713569; 17902044; 18307033; 18629613; 18787404; 19237534; 19505873; 19889475; 19902333; 20064372; 20195357; 20404171; 20562859; 20661472; 20682773; 21516116; 21703197; 21876634; 22167195; 22396589; 22575643; 25337247; 25416956; 25609649; 25665578; 26506241; 26723877; 27845898; 28465536; 29091762; 29410248; 29738762; 31126819; 31383960; 31501420; 32111740; 32193292; 33315124
Q9UBP5	10964718; 11044625; 11971902; 12535671; 15107403; 15389319; 15643620; 15680351; 16025100; 16151017; 16189514; 18239137; 18266235; 18297083; 20804727; 20972443; 21290414; 21362320; 22310065; 23275563; 23414517; 23744056; 23872634; 24108462; 24366871; 25361534; 25416956; 25799559; 25832314; 26387946; 26729854; 26801977; 27191260; 28637782; 28694461; 30125982; 30257372; 31255287; 31565805; 32712748; 32820247; 32997309; 33326746
Q05215	10203854; 10826704; 11018254; 11331872; 16187211; 19828938; 20144677; 2072895; 2109185; 21326363; 22053691; 22065583; 22691714; 25411851; 27220739; 28275114; 28464846; 30556283; 3127059; 3672127; 7624335; 8483478; 9858769
Q04741	20016109; 33326746
Q9HB58	15063762; 15308735; 16169070; 16960008; 17149599; 17287948; 17510920; 17883869; 18758461; 20196868; 20331378; 20332261; 20353833; 20711500; 21033425; 21222611; 21397050; 21536091; 21900206; 22522001; 22621957; 22691368; 23129390; 25612917; 27623071; 27858493; 29046350; 29430075; 30627224; 31721003
P23760	11029584; 11423130; 11735247; 12039929; 12647804; 12666593; 12739027; 15140004; 15184910; 15602708; 15688035; 15688409; 16316407; 16442263; 16945326; 16951257; 16952014; 16964289; 17149730; 17187370; 17285543; 17474147; 17490646; 17525748; 17613043; 17638879; 17704541; 17954266; 17986608; 18022385; 18053811; 18325909; 18327212; 18335505; 18483260; 18666806; 18788887; 18988640; 19026785; 19095803; 19142206; 19320733; 19453261; 19726320; 19893043; 19904978; 19913121; 19953635; 20032463; 20351326; 20421967; 20569257; 20605921; 20628086; 20634891; 20664692; 20801516; 21135695; 21164369; 21177767; 21421465; 21423212; 21802410; 21997191; 22089931; 22197543; 22231626; 22320238; 22330340; 22341974; 22679108; 22988297; 23020925; 23058914; 23079386; 23163891; 23274166; 23378733; 23435416; 23469153; 23701726; 23733015; 23751107; 23799156; 23814486; 23913553; 23970178; 24089019; 24188742; 24213577; 24213582; 24302443; 24334454; 24379252; 24438019; 24859338; 24903325; 25114068; 25128984; 25330836; 25398439; 25531327; 25609649; 25653235; 25659124; 25806826; 25821947; 25880082; 26071485; 26149688; 26205821; 26252164; 26275939; 26279250; 26329581; 26371783; 26512583; 26824486; 27432276; 27453350; 27458157; 27588498; 28126652; 28138962; 28446439; 28686331; 28786179; 28857256; 29146205; 29152063; 29158168; 29224756; 29287868; 29287889; 29367756; 29665647; 29730428; 29863547; 30190424; 30587501; 30626726; 30665459; 30666838; 30826985; 31190477; 31578374; 31823759; 31832874; 32672875; 32686664; 32697014; 32940795; 32990402; 33008771; 34038854; 34190098; 34304492
Q96T68	10949293; 11959841; 14690610; 15174051; 16519522; 20085599; 25416956; 26378653; 26572639; 26709698; 27572307; 29099276; 29234167; 29694893; 30850015; 31350176; 34479991
O15522	12167706; 19279207; 21148747; 22223847; 23604637; 29311157; 31047858
P43699	11152647; 11836702; 11923479; 11957142; 12051643; 12161428; 12408771; 12441357; 12499091; 12923324; 14633512; 14720435; 15098009; 15173172; 15271884; 15279903; 15449938; 15485815; 15548547; 15929662; 16220345; 16260629; 16314749; 16565516; 16613858; 16630564; 16960125; 16980598; 17044090; 17182767; 17220277; 17412341; 17413979; 17474147; 17616654; 17640327; 17671725; 17702043; 17765926; 18059234; 18071837; 18212743; 18239190; 18246044; 18355939; 18379122; 18391950; 18587322; 18661567; 18682709; 18788921; 18855882; 18932182; 18957494; 18958156; 18997617; 19011567; 19040416; 19047914; 19064983; 19198613; 19279207; 19293183; 19329538; 19336474; 19365834; 19430419; 19464057; 19483637; 19506552; 19578049; 19730683; 19740516; 19906647; 20020530; 20042854; 20157192; 20182342; 20302910; 20467438; 20471712; 20518411; 20565809; 20701785; 20734064; 20823767; 20830690; 20848248; 21036415; 21164283; 21203907; 21257719; 21343336; 21425409; 21464700; 21471965; 21481790; 21555194; 21677782; 21716147; 21717589; 21730105; 21771032; 21775107; 21784970; 21813802; 21836486; 21836499; 21838611; 21982616; 22011671; 22085929; 22166853; 22185756; 22237264; 22242187; 22383183; 22439932; 22460811; 22495359; 22531686; 22825795; 22832740; 22940844; 22959176; 22982653; 23125078; 23169673; 23259454; 23322301; 23330966; 23358112; 23361500; 23379327; 23418554; 23507558; 23514941; 23525704; 23625920; 23637834; 23658034; 23675755; 23763999; 23787439; 23787483; 23818522; 23911641; 23958551; 23988776; 23995788; 24014739; 24051510; 24111789; 24129101; 24171694; 24207093; 24267480; 24331839; 24370340; 24418856; 24452548; 24457236; 24594201; 24689794; 24743427; 24778062; 24901475; 24913303; 24930029; 25063315; 25247229; 25337222; 25425970; 25426816; 25722034; 25733373; 25854394; 25878335; 25881545; 25889870; 25893822; 25918229; 25934249; 25944390; 25982999; 26045746; 26206751; 26247534; 26281863; 26316052; 26337230; 26356687; 26447895; 26469324; 26469326; 26556242; 26806377; 26821084; 26829311; 26905105; 26912193; 27036019; 27045515; 27148860; 27187870; 27322785; 27354614; 27389559; 27539622; 27543867; 27573549; 27761900; 27910945; 28039713; 28192407; 28218046; 28318118; 28322461; 28378892; 28474808; 28634225; 28660995; 28677170; 28843751; 29079814; 29237428; 29517207; 29538355; 29551766; 29569581; 29587142; 29876935; 30002193; 30004050; 30148742; 30199148; 30268759; 30314701; 30352709; 30475207; 30539871; 30621196; 30736438; 30849519; 31135446; 31142791; 31229486; 31452510; 31707387; 31782890; 31983097; 31983472; 32178834; 32207419; 32237253; 32702788; 32930112; 32976705; 33666786; 33980985
Q9C0A1	
Q14119	22308494; 31911272; 33231681
O95251	11978794; 12034878; 15383276; 15963510; 16169070; 16189514; 16428461; 16645042; 18381289; 18623064; 18684714; 19187765; 19372580; 19393168; 19913121; 20053357; 20628086; 20980834; 21040551; 21900206; 21988832; 22144582; 22458338; 23188630; 23707616; 23955388; 24125069; 24739512; 25743411; 26072331; 26496610; 26625199; 27247147; 28552525; 28769019; 28796367; 30745998; 30759370; 31504794; 31535175; 31582837; 32021140; 32164722; 32764680; 33014433; 33754016
Q16650	11377421; 11719470; 17353931; 25604459; 25609649; 32005960; 32070431
P43694	10571183; 10587520; 11207191; 11278460; 11585926; 12223418; 12530677; 12606287; 12606418; 12775767; 12907682; 14583613; 14612389; 14673170; 14984931; 15153544; 15235040; 15337742; 15389642; 15585625; 15653675; 15666845; 16109788; 16110260; 16137232; 16159935; 16219666; 16332960; 16337738; 16470721; 16604480; 16607277; 16823849; 17053787; 17211834; 17253934; 17290010; 17352393; 17403900; 17548362; 17584735; 17592645; 17805225; 17912029; 18076106; 18227727; 18405344; 18426912; 18445271; 18593849; 18653721; 18983250; 19008335; 19018306; 19276186; 19302747; 19353638; 19479054; 19509152; 19543315; 19546173; 19649254; 19678963; 19781215; 19913121; 19915893; 19918328; 19995889; 20041118; 20133952; 20201924; 20206639; 20222162; 20363377; 20450724; 20554787; 20585342; 20592452; 20595226; 20628086; 20654103; 20807224; 20874241; 20931527; 21055141; 21276881; 21330551; 21373748; 21385577; 21447557; 21464220; 21519287; 21609320; 21631294; 21673957; 21708142; 21815254; 21834050; 21874226; 21933911; 22011241; 22018271; 22043484; 22227582; 22472323; 22500510; 22552926; 22648249; 22734001; 22773876; 22862823; 22899867; 22959235; 23029311; 23102581; 23138528; 23215884; 23239811; 23320456; 23626780; 23745586; 23746174; 23811561; 23888774; 24083978; 24089524; 24145767; 24284823; 24314346; 24330461; 24365599; 24366163; 24415412; 24416423; 24498650; 24505034; 24651021; 24681789; 24687970; 24696446; 24743694; 24862985; 24866383; 24973415; 25025186; 25053715; 25088423; 25099673; 25203927; 25416133; 25524324; 25609649; 25830299; 25873328; 25928801; 26071180; 26376067; 26381449; 26404840; 26490736; 26861571; 26946174; 27064867; 27118528; 27154817; 27208796; 27328324; 27374936; 27391137; 27397865; 27426723; 27598297; 27599506; 27788486; 27894866; 28161810; 28196600; 28241454; 28263493; 28349834; 28381408; 28393293; 28471988; 28472341; 28484278; 28541271; 28669928; 28758902; 28843068; 28849107; 29104469; 29138836; 29377543; 29415147; 29590644; 29717129; 29760459; 29972125; 30074440; 30121862; 30142155; 30152191; 30187949; 30229885; 30590232; 30720078; 30759208; 30766556; 30834692; 30971692; 31115957; 31190750; 31322241; 31405379; 31710289; 31875961; 31898360; 31903133; 31962012; 32305051; 32305986; 32380971; 32433020; 32748548; 32810829; 33413087; 33974263; 8205615; 8428636; 9230307; 9584153; 9636081; 9651244; 9774680; 9815658; 9927674
P12757	10049357; 10485843; 10531062; 10535941; 10549282; 11389444; 12764135; 15231748; 15677458; 15809735; 16109768; 16314499; 16442497; 16966324; 17062133; 17074815; 17469184; 17510063; 17625116; 18261624; 18612694; 18782659; 19096149; 19189315; 19383336; 19538364; 19889106; 19898560; 20093492; 20457602; 20460516; 20603019; 20957027; 21516116; 21988832; 22674574; 22710172; 22710173; 22767605; 23154181; 23154981; 23178716; 23418461; 23446947; 23621864; 23764425; 23832742; 24637302; 25059663; 25416956; 25464936; 25609649; 25749039; 25907906; 26743567; 27237790; 27430247; 28115165; 28397834; 28707079; 31471872; 31836508; 33268765
Q14774	16436665; 16902145; 17110450; 17532041; 18402755; 19038437; 19295429; 19362357; 19459883; 20008130; 20554918; 21224470; 22014209; 22303482; 22897850; 22989111; 23243425; 23455154; 23888188; 26631039; 27335261; 28701693; 28898547; 29212571; 31141539
