Proteome Id	Organism	Organism Id	Protein count	Taxonomic lineage
UP000464544	Vibrio phage VP-HS15	2686284	30	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Colwellvirinae, Kaohsiungvirus, unclassified Kaohsiungvirus
UP000464561	Mycobacterium phage Hegedechwinu	2686469	112	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000464588	Escherichia phage sortregn	2696446	53	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Murrayvirus, unclassified Murrayvirus
UP000464595	Staphylococcus phage SA75	2681195	65	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Dubowvirus, Dubowvirus SA75
UP000464626	Salmonella phage VB_StyS_BS5	2686071	83	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skatevirus, Skatevirus BS5
UP000464669	Klebsiella phage N1M2	2664939	257	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Petsuvirus, unclassified Petsuvirus
UP000464671	Flavobacterium phage vB_FspS_tant8-1	2686278	62	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Tantvirus, Tantvirus tant
UP000464711	Acinetobacter phage vB_AbaM_Lazarus	2686289	247	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Twarogvirinae, Lazarusvirus, Lazarusvirus lazarus
UP000464713	Gordonia phage Gudmit	2686225	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464721	Enterobacter phage LAU1	2690212	33	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Hendrixvirinae, unclassified Hendrixvirinae
UP000464726	Flavobacterium phage vB_FspM_lotta8-1	2686242	53	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Winoviridae, Pippivirus, Pippivirus lotta
UP000464732	Escherichia phage aldrigsur	2696378	54	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Bonnellvirus, unclassified Bonnellvirus
UP000464827	Butyrivibrio phage Idris	2696360	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Arawnvirus, Arawnvirus arawn
UP000464863	Xanthomonas phage Tenjo	2674974	57	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464870	Gordonia phage Kuwabara	2696370	94	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464888	Flavobacterium phage vB_FspS_stinky9-1	2686277	69	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Lillamyvirus, Lillamyvirus stinky
UP000464929	Caudovirales sp. ctOwN3	2656725	68	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464948	Vibrio phage KIT04	2508207	160	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Ermolyevavirinae, unclassified Ermolyevavirinae
UP000464956	Xanthomonas phage Bosa	2674976	80	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mesyanzhinovviridae, Bradleyvirinae, Bosavirus, Bosavirus bosa
UP000465009	Flavobacterium phage vB_FspS_snusmum6-2	2686274	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Muminvirus, Muminvirus snusmum
UP000465010	Flavobacterium phage vB_FspS_morran9-1	2686258	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Lillamyvirus, Lillamyvirus morran
UP000465071	Enterobacter phage vB_EclM_CIP9	2696340	296	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Tevenvirinae, Kanagawavirus, Kanagawavirus cipnine
UP000465079	Flavobacterium phage vB_FspS_tooticki6-1	2686279	65	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Muminvirus, Muminvirus tooticki
UP000465091	Microbacterium phage Matzah	2686228	97	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mementomorivirus, unclassified Mementomorivirus
UP000465092	Pectobacterium phage MA12	2686474	38	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Casjensviridae, Newforgelanevirus, Newforgelanevirus MA12
UP000465101	Flavobacterium phage vB_FspS_laban6-1	2686250	57	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Duneviridae, Labanvirus, Labanvirus laban
UP000465120	Arthrobacter phage Adolin	2686213	71	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeevirinae, Manhattanvirus, Manhattanvirus drmanhattan
UP000465822	Staphylococcus phage vB_SauS-SAP27	2696345	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus SAP27
UP000466160	Escherichia phage sortkaff	2696445	61	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sortsnevirus, Sortsnevirus IME279
UP000474732	Streptomyces phage JXY1	2708562	72	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Beephvirinae, Manuelvirus, Manuelvirus JXY1
UP000479357	Alteromonas phage vB_AmeM_PT11-V22	2704031	156	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Myoalterovirus, Myoalterovirus PT11V22
UP000481813	Phage f2b1	2708592	224	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Bastillevirinae, unclassified Bastillevirinae
UP000500682	Tomato leaf curl alphasatellite	1407057	1	Viruses, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Tomato leaf curl Pakistan alphasatellite
UP000500715	Synechococcus phage S-H25	2718941	213	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, Tefnutvirus, unclassified Tefnutvirus
UP000500719	Stenotrophomonas phage vB_SmaS_DLP_3	2714184	148	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Delepquintavirus, unclassified Delepquintavirus
UP000500736	Podoviridae sp. ctrTa16	2656715	70	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000500739	Escherichia phage RDN8.1	2600100	49	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Kayfunavirus, unclassified Kayfunavirus
UP000500751	CRESS virus sp. ctrF513	2656690	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, unclassified Cressdnaviricota, CRESS viruses
UP000500782	Siphoviridae sp. ctvD11	2656724	46	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000500788	Gordonia phage DumpsterDude	2713262	71	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ruthyvirus, Ruthyvirus dumpsterdude
UP000500813	Microviridae sp. ct0DW36	2656693	7	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000500818	CRESS virus sp. ctWOo3	2656678	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, unclassified Cressdnaviricota, CRESS viruses
UP000500845	Cryptophlebia peltastica nucleopolyhedrovirus	2304025	126	Viruses, Naldaviricetes, Lefavirales, Baculoviridae, Alphabaculovirus, Alphabaculovirus crypeltasticae
UP000500851	Vibrio phage phiV039C	2705110	36	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000500852	Microviridae sp. ctzVR26	2656706	8	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000500859	Poophage SC_4_H6H8_2017	2723248	2	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000500866	Lactobacillus phage JNU_P5	2686384	71	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000500880	Vibrio phage vB_ValM-yong1	2660715	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Yongunavirus, Yongunavirus yong1
UP000500888	Bifidobacterium phage BigBern1	2713246	62	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000500903	Vibrio phage Seahorse	2662136	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Seahorsevirus, Seahorsevirus seahorse
UP000500906	Lactobacillus phage JNU_P9	2686386	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sukhumvitvirus, unclassified Sukhumvitvirus
UP000500909	Arthrobacter phage Abba	2713256	71	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ayohtrevirus, Ayohtrevirus abba
UP000500911	Bifidobacterium phage BadAargau2	2713242	23	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Badaztecvirus, Badaztecvirus badaargau2
UP000500929	CRESS virus sp. ctpVY4	2656689	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, unclassified Cressdnaviricota, CRESS viruses
UP000500948	Ochrobactrum phage vB_OspM_OC	2712956	390	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, unclassified Kyanoviridae
UP000501024	Flavobacterium phage FPSV-S27	2575349	27	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Winoviridae, unclassified Winoviridae
UP000501040	Thermoproteus spherical piliferous virus 1	2713157	31	Viruses, Globuloviridae, Alphaglobulovirus, Alphaglobulovirus TSPV1
UP000501086	Arthrobacter phage BlueFeather	2713258	25	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501169	Cyanophage KBS-S-1A	889952	37	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, unclassified Autographiviridae
UP000501176	Microviridae sp. ctYqV29	2656700	5	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000501191	Mycobacterium phage Weirdo19	2601610	89	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Rosariovirus, Rosariovirus Weirdo19ES
UP000501199	Arthrobacter phage DrSierra	2704034	66	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeevirinae, Manhattanvirus, unclassified Manhattanvirus
UP000501203	Siphoviridae sp. ctpQM7	2656722	70	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501217	Elizabethkingia phage TCUEAP1	2686291	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501257	Microviridae sp. ctKAt32	2656697	6	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000501266	Streptomyces phage Wakanda	2713267	224	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Stanwilliamsviridae, Loccivirinae, Wilnyevirus, unclassified Wilnyevirus
UP000501273	Xylella phage Cota	2699877	51	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, unclassified Autographiviridae
UP000501306	Microviridae sp. ctQch27	2656699	5	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000501331	Xanthomonas phage PBR31	2718947	69	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501378	Dishui Lake phycodnavirus 4	2704072	172	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, unclassified Phycodnaviridae
UP000501383	Virus sp. ctgoX21	2656731	2	Viruses, unclassified viruses
UP000501396	Escherichia phage EC6098	2720215	6	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, Gokushovirinae, Enterogokushovirus, Enterogokushovirus EC6098
UP000501404	CRESS virus sp. ctwD22	2656691	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, unclassified Cressdnaviricota, CRESS viruses
UP000501417	Vibrio phage V039C	2696679	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501438	Pseudomonas phage MR14	2711178	63	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501455	Streptomyces phage Issmi	2725628	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Arquatrovirinae, Caelumvirus, Caelumvirus issmi
UP000501526	Gordonia phage Secretariat	2725616	84	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Deejayvirinae, Secretariatvirus, Secretariatvirus secretariat
UP000501603	Mycobacterium phage Chris	2725626	100	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Weiservirinae, Anayavirus, Anayavirus chris
UP000501662	Micromonas pusilla virus PL1	373997	259	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Prasinovirus, unclassified Prasinovirus
UP000501674	Bifidobacterium phage BitterVaud1	2713247	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501696	Lactobacillus phage JNU_P4	2686383	72	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501743	Mesorhizobium phage Cp1R7A-A1	2723894	210	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501749	CRESS virus sp. ct6pe1	2656676	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, unclassified Cressdnaviricota, CRESS viruses
UP000501757	Sporosarcina phage Lietuvens	2713145	100	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501778	Salmonella phage celemicas	2713289	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Guernseyvirinae, Jerseyvirus, unclassified Jerseyvirus
UP000501785	Arthrobacter phage Shoya	2704035	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Shoyavirus, Shoyavirus shoya
UP000501803	Brevibacterium phage AGM8	2591425	53	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Agmunavirus, Agmunavirus AGM1
UP000501829	Pseudomonas phage Epa33	2719194	72	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Hollowayvirus, unclassified Hollowayvirus
UP000501835	Pseudomonas phage MR8	2711175	57	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Krylovirinae, unclassified Krylovirinae
UP000501873	Arthrobacter phage Whytu	2713260	22	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501879	Pyrobaculum spherical virus 2	2730632	32	Viruses, Globuloviridae, Alphaglobulovirus, Alphaglobulovirus PSV2
UP000501889	Synechococcus phage S-CBM2	351708	197	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, unclassified Kyanoviridae
UP000501932	Inoviridae sp. ctBZ32	2656729	8	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, unclassified Inoviridae
UP000501938	Microviridae sp. ctD0m35	2656694	7	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000501962	Podoviridae sp. ctQNx1	2656711	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501964	Microviridae sp. ctITQ3	2656696	5	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000501971	Sphingomonas phage Kharn	2686312	55	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000501995	CRESS virus sp. ct4af14	2656675	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, unclassified Cressdnaviricota, CRESS viruses
UP000502007	Bifidobacterium phage BlindUri1	2713249	46	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000502036	Fusarium redolens polymycovirus 1	2546034	9	Viruses, Riboviria, Polymycoviridae, Polymycovirus
UP000502038	Dishui Lake virophage 6	2704067	12	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Maveriviricetes, Priklausovirales, Lavidaviridae, unclassified Lavidaviridae
UP000502070	Gordonia phage DatBoi	2704037	166	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bantamvirus, unclassified Bantamvirus
UP000502087	CRESS virus sp. ctin15	2656686	4	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, unclassified Cressdnaviricota, CRESS viruses
UP000502112	Mycobacterium phage Ximenita	2708633	102	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Weiservirinae, Unicornvirus, Unicornvirus ximenita
UP000502124	Emiliania huxleyi virus 202	181211	482	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Coccolithovirus, unclassified Coccolithovirus
UP000502153	Mycobacterium phage JF2	2725642	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Veracruzvirus, unclassified Veracruzvirus
UP000502154	Microbacterium phage Zepp	2704041	62	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Neferthenavirus, unclassified Neferthenavirus
UP000502182	Dishui Lake phycodnavirus 3	2704074	203	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Prasinovirus, unclassified Prasinovirus
UP000502236	Siphoviridae sp. cttb18	2656723	72	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000502293	Podoviridae sp. ctDWo9	2656708	42	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000502302	Escherichia phage vB_EcoS_XY1	2681674	76	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Guernseyvirinae, Kagunavirus, unclassified Kagunavirus
UP000502304	Aeromonas phage AhyVDH1	2724309	59	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000502325	Siphoviridae sp. ctCJE6	2656719	64	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000502326	Podoviridae sp. ctpVR23	2656714	46	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000502339	Microviridae sp. ctjyu33	2656703	8	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000502376	Sphingomonas phage Eidolon	2686311	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000502382	Microviridae sp. ctOsc38	2656698	6	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000502393	Acidianus rod-shaped virus 3	2730617	33	Viruses, Adnaviria, Zilligvirae, Taleaviricota, Tokiviricetes, Ligamenvirales, Rudiviridae, Hoswirudivirus, Hoswirudivirus ARV3
UP000502394	Pistachio ampelovirus A	2093224	12	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Closteroviridae, Ampelovirus
UP000502399	Microviridae sp. ctbuH30	2656701	8	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000502407	Pseudomonas phage MR1	2711169	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Ghunavirus, unclassified Ghunavirus
UP000502477	Microbacterium phage PauloDiaboli	2704039	311	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000502479	Klebsiella phage vB_KleS-HSE3	2713250	61	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000502488	Phage NBSal001	2704941	77	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tempevirinae, Tlsvirus, unclassified Tlsvirus
