Proteome Id	Organism Id	Protein count
UP000007475	942165	50
UP000007493	988656	50
UP000007500	979533	72
UP000007520	1150989	157
UP000007522	1115696	28
UP000007524	1147094	534
UP000007569	1156721	10
UP000007570	1156722	15
UP000007571	1156719	15
UP000007572	1156720	12
UP000007576	1154689	43
UP000007595	187944	125
UP000007597	1079999	234
UP000007701	335797	50
UP000007743	1129145	69
UP000007749	1115478	61
UP000007840	994601	142
UP000007858	1124578	51
UP000007859	1124655	72
UP000007860	1124654	57
UP000007862	1128071	22
UP000007863	1126950	227
UP000007864	1124849	309
UP000007890	1150991	295
UP000007893	2892347	59
UP000007940	753084	102
UP000007941	753085	46
UP000007943	936152	80
UP000007957	114416	61
UP000007964	37105	77
UP000008012	1147044	53
UP000008013	1147042	74
UP000008014	1147043	65
UP000008015	1147141	110
UP000008020	1147140	71
UP000008024	1150990	80
UP000008030	113370	123
UP000008038	1235559	41
UP000008040	1204525	55
UP000008041	10732	86
UP000008045	1237364	62
UP000008060	1229760	82
UP000008061	1225795	127
UP000008085	941969	40
UP000008125	1283339	93
UP000008151	40522	63
UP000008240	754004	34
UP000008288	79700	167
UP000008314	1090134	264
UP000008331	560178	62
UP000008338	10717	51
UP000008388	998086	375
UP000008391	1052673	216
UP000008401	2922219	106
UP000008409	2922203	105
UP000008415	2922211	89
UP000008418	1034115	153
UP000008426	2922222	85
UP000008465	943335	57
UP000008488	1125653	52
UP000008519	1056830	68
UP000008526	2922996	92
UP000008530	889338	244
UP000008551	480808	78
UP000008644	977801	48
UP000008647	947842	43
UP000008648	947843	59
UP000008669	2927987	54
UP000008691	512792	73
UP000008726	926067	330
UP000008727	2919549	437
UP000008728	749413	49
UP000008729	910474	52
UP000008730	760732	241
UP000008731	760939	253
UP000008732	762660	255
UP000008733	926543	9
UP000008734	929814	47
UP000008742	562742	87
UP000008773	654923	125
UP000008774	10367	15
UP000008776	654906	89
UP000008777	654907	48
UP000008787	31553	8
UP000008847	906669	76
UP000008848	906668	58
UP000008892	1051676	90
UP000008893	1051675	115
UP000008899	1054461	79
UP000008902	1071503	92
UP000008905	1071506	94
UP000008906	1076759	48
UP000008910	1032473	53
UP000008911	1032474	21
UP000008913	913183	52
UP000008920	59241	72
UP000008921	938131	109
UP000008925	106284	66
UP000008972	648412	7
UP000008986	665032	236
UP000009001	1132026	55
UP000009012	1133022	78
UP000009013	948870	250
UP000009016	1204516	427
UP000009054	1141519	31
UP000009067	2922223	94
UP000009070	1283336	247
UP000009085	2932880	98
UP000009140	1127357	62
UP000009143	1173297	173
UP000009147	1168612	42
UP000009148	1168613	43
UP000009161	693629	38
UP000009164	693627	33
UP000009178	910473	46
UP000009202	1235712	47
UP000009206	1239386	72
UP000009210	1216926	78
UP000009212	1141140	78
UP000009213	1141139	56
UP000009249	654905	143
UP000009250	10480	37
UP000009272	866553	88
UP000009281	1086800	90
UP000009289	2922997	110
UP000009366	1188795	40
UP000009369	1229753	269
UP000009370	1229754	62
UP000009397	1234701	58
UP000009398	1229755	107
UP000010073	1129147	276
UP000010363	1262513	198
UP000010364	1204533	204
UP000010365	1264700	66
UP000010368	1206110	56
UP000010369	432198	65
UP000010370	1147147	67
UP000010371	1147142	60
UP000010372	1147146	69
UP000010373	432200	57
UP000010374	432201	63
UP000010375	1147144	69
UP000010376	1147145	60
UP000010377	1147143	71
UP000010391	1129191	79
UP000010392	1147149	69
UP000010394	1147157	61
UP000010395	1147150	61
UP000010396	1147151	63
UP000010398	1147158	59
UP000010399	1147153	66
UP000010400	1147152	59
UP000010401	1147154	67
UP000010485	1264737	49
UP000010803	1236000	68
UP000010999	1116482	242
UP000011110	1223262	55
UP000011111	73422	60
UP000011137	1262528	173
UP000011138	1262527	103
UP000011145	1220717	171
UP000011147	1220715	59
UP000011149	1220601	55
UP000011153	1220604	81
UP000011235	1283334	66
UP000011237	1283335	53
UP000011238	1283342	132
UP000011239	1283343	129
UP000011264	1239832	4
UP000011269	1289470	2
UP000011271	1289471	14
UP000011274	523909	108
UP000011277	1218490	3
UP000011284	1087482	268
UP000011285	1277891	56
UP000011286	1277892	56
UP000011287	2880542	74
UP000011289	2880537	78
UP000011291	2884419	76
UP000011294	1283078	45
UP000011295	1283079	59
UP000011297	1283077	64
UP000011298	1283076	198
UP000011300	1289473	172
UP000011301	379529	160
UP000011785	1046081	138
UP000011826	1225789	65
UP000011829	1162290	281
UP000011832	1298531	24
UP000011833	2886927	78
UP000011843	306025	1
UP000011848	1289597	64
UP000011850	1289599	57
UP000011851	1289600	55
UP000011852	1289601	54
UP000011853	869662	210
UP000011857	1289595	54
UP000011861	547228	86
UP000011862	573174	154
UP000011865	1195072	238
UP000012041	1230469	51
UP000012167	1309583	42
UP000012171	1296646	66
UP000012173	1282967	49
UP000012678	1007869	220
UP000012980	10713	63
UP000012985	1258572	80
UP000012991	1305708	50
UP000012997	1325372	71
UP000013499	1277672	62
UP000013500	1195071	69
UP000013542	1327035	97
UP000013551	1327770	84
UP000013553	1327773	92
UP000013555	1327776	80
UP000013562	1327036	83
UP000013564	1316739	56
UP000013566	1282994	49
UP000013922	2927985	318
UP000014222	1327771	106
UP000014228	1262532	73
UP000014318	754038	204
UP000014319	1262530	53
UP000014320	1283071	79
UP000014420	1282995	69
UP000014422	1325731	63
UP000014423	1343494	10
UP000014424	1337877	68
UP000014661	213773	58
UP000014663	1262535	59
UP000014665	39838	49
UP000014669	1262538	57
UP000014670	1262537	49
UP000014676	1346893	10
UP000014700	254253	50
UP000014701	207656	211
UP000014703	1208587	104
UP000014708	1327972	198
UP000014710	1327980	65
UP000014711	1327981	106
UP000014715	1327977	101
UP000014718	1327974	54
UP000014723	1327993	48
UP000014724	1327987	13
UP000014725	1327990	133
UP000014727	1327985	121
UP000014728	1327983	123
UP000014730	1327970	113
UP000014731	1327971	129
UP000014732	1327968	29
UP000014736	1328030	127
UP000014739	1347760	58
UP000014740	948071	74
UP000014902	1340534	69
UP000014985	66284	58
UP000014986	1352230	60
UP000014991	1173749	59
UP000014996	1173762	82
UP000014997	1173769	40
UP000014999	1233488	53
UP000015081	1115653	68
UP000015088	1351735	98
UP000015089	1357423	377
UP000015090	1366055	62
UP000015096	1296661	94
UP000015097	1296660	102
UP000015098	1296659	103
UP000015387	1211279	66
UP000015400	1379788	3
UP000015545	1335230	308
UP000015546	1382932	289
UP000015547	663237	27
UP000015551	1340826	128
UP000015552	1340824	105
UP000015553	1340829	71
UP000015554	1340830	95
UP000015555	1340828	97
UP000015563	1334242	96
UP000015564	1334243	97
UP000015565	1340708	107
UP000015567	1334245	103
UP000015568	1334244	34
UP000015570	1383054	96
UP000015571	1383056	100
UP000015573	1383059	96
UP000015575	1340713	240
UP000015579	1340820	106
UP000015922	1340827	99
UP000016711	1354507	98
UP000016880	1399942	59
UP000016881	1399941	46
UP000016882	1403390	62
UP000016888	1402875	50
UP000016892	1401297	49
UP000017182	424947	67
UP000017183	424949	69
UP000017641	1385385	52
UP000017648	1406785	241
UP000017651	1406793	78
UP000017654	1406779	45
UP000017656	1406780	94
UP000017659	1406789	48
UP000017661	1308863	272
UP000017663	1407493	54
UP000017664	434346	41
UP000017781	1414736	63
UP000017785	1399949	62
UP000017866	1417599	54
UP000018621	1415148	77
UP000018622	1415145	51
UP000018623	1415146	52
UP000018624	1415147	72
UP000018627	1429904	91
UP000018634	1391432	97
UP000018644	1414742	68
UP000018800	1432848	54
UP000018807	1340812	210
UP000018808	1340810	221
UP000018809	1340811	215
UP000018810	1416012	69
UP000018811	1432658	60
UP000018812	1414738	103
UP000018885	1416009	91
UP000018887	1168563	46
UP000019001	1351702	51
UP000019066	2170130	2
UP000019119	1429759	95
UP000019120	1445726	70
UP000019124	945083	54
UP000019160	1449897	8
UP000019300	1455074	294
UP000019301	1436889	126
UP000019303	1308897	65
UP000019304	1458669	57
UP000019305	1429767	94
UP000019307	1414739	96
UP000019366	1434319	129
UP000019367	1458697	95
UP000019368	1445859	67
UP000019496	1458716	91
UP000019498	1458724	98
UP000019700	1458670	120
UP000019701	1399915	63
UP000019730	1416334	54
UP000019737	1458711	104
UP000019740	1411095	84
UP000019741	1480731	44
UP000019742	1468169	96
UP000019744	584892	229
UP000019749	1470458	60
UP000019789	1476887	76
UP000023563	1458851	88
UP000024335	1477404	86
UP000024336	1472912	144
UP000024438	1495286	72
UP000024440	141904	9
UP000024445	1481112	275
UP000026904	1486423	24
UP000026905	1486660	270
UP000026980	1445858	70
UP000026983	1327935	268
UP000026985	1113547	84
UP000026989	1464127	62
UP000026992	1458852	73
UP000026993	1458856	70
UP000026999	1500386	142
UP000027000	1357732	38
UP000027380	1498220	68
UP000027381	1498228	94
UP000027382	1391188	221
UP000027383	1395983	83
UP000027384	1510440	72
UP000027387	10748	28
UP000027391	1486413	177
UP000027480	1194091	35
UP000027481	1357714	286
UP000027482	1434127	34
UP000027491	1486472	179
UP000027493	1481785	43
UP000027495	1151014	46
UP000028464	1463607	13
UP000028562	1519999	46
UP000028659	1527493	91
UP000028662	1529058	57
UP000028664	1527469	243
UP000028666	1505227	86
UP000028667	1474867	376
UP000028670	1530085	49
UP000028671	1524882	72
UP000028741	1477406	196
UP000028860	1481187	53
UP000028861	1481186	156
UP000028961	1527519	209
UP000029340	1536598	110
UP000029342	1527515	65
UP000029343	1526550	71
UP000029345	1536603	112
UP000029348	1527512	102
UP000029349	1540823	58
UP000029352	1541819	95
UP000029353	1542498	49
UP000029355	1538804	80
UP000029357	1437363	50
UP000029361	1536592	56
UP000029364	1522092	88
UP000029366	1498227	79
UP000029368	1458859	235
UP000029369	1458863	70
UP000029370	1458862	75
UP000029371	1458861	69
UP000029372	1458860	236
UP000029373	1458858	63
UP000029460	1524881	66
UP000029461	1514988	53
UP000029683	1505528	13
UP000029756	1554493	10
UP000029760	1554497	8
UP000029761	1556324	3
UP000029777	1241371	112
UP000029779	1128424	113
UP000029780	694581	428
UP000029781	693272	544
UP000029885	1551711	106
UP000029888	1486428	59
UP000029889	1555202	611
UP000029891	1555233	71
UP000029939	1458706	87
UP000029940	1559369	4
UP000030040	1563661	88
UP000030041	756277	53
UP000030042	461711	51
UP000030044	756276	53
UP000030045	1273711	50
UP000030046	35344	65
UP000030047	1541887	75
UP000030048	1497850	11
UP000030156	1414766	60
UP000030158	1498011	57
UP000030200	1556290	209
UP000030202	1560342	162
UP000030205	1540098	88
UP000030206	1540090	222
UP000030207	1540091	231
UP000030208	1540092	50
UP000030210	1560285	92
UP000030218	1548909	36
UP000030226	1548905	76
UP000030232	1445810	211
UP000030322	1564096	145
UP000030324	1540097	84
UP000030326	1562076	46
UP000030327	1566990	50
UP000030329	908819	74
UP000030731	1582149	63
UP000030732	1582154	76
UP000030735	1582155	53
UP000030736	1582156	81
UP000030737	1582157	93
UP000030738	1567453	50
UP000030739	1429794	291
UP000030740	1147139	62
UP000030922	1567484	123
UP000030927	1567486	53
UP000030928	1552735	79
UP000031071	1566993	101
UP000031073	1567479	94
UP000031075	1567475	89
UP000031083	1567013	61
UP000031084	1567012	62
UP000031085	1567014	77
UP000031086	1567015	67
UP000031087	1567011	63
UP000031088	1567016	66
UP000031089	1567007	133
UP000031091	1357704	46
UP000031093	1445809	76
UP000031717	1567471	101
UP000031721	1591072	60
UP000031722	1591073	72
UP000031723	1589274	84
UP000031724	1589748	116
UP000031725	1589749	56
UP000031726	1589747	57
UP000031727	1589746	61
UP000031728	1589270	57
UP000031732	2494563	52
UP000031733	1498213	27
UP000031803	1589297	110
UP000031804	1589298	145
UP000031805	1589265	262
UP000032129	1589751	74
UP000032135	1589733	235
UP000032403	1468179	129
UP000032686	1560313	178
UP000033006	1636184	71
UP000033010	1493512	216
UP000033014	1129192	220
UP000033015	1610832	110
UP000033018	1622193	71
UP000033019	1622190	90
UP000033021	1636270	44
UP000033022	1636271	52
UP000033024	1610838	87
UP000033300	1636205	67
UP000033301	1636204	64
UP000033339	1640977	65
UP000033804	1636182	271
UP000033806	1508672	50
UP000033808	1498172	62
UP000033809	1498171	54
UP000036518	1677909	3841
UP000050571	2881391	257
UP000050720	205868	120
UP000052111	882768	2
UP000052112	216371	2
UP000095968	1382295	10
UP000097265	85709	11
UP000097509	1788442	3
UP000098834	2169876	3
UP000099935	1629656	4
UP000100541	38170	12
UP000101154	47929	174
UP000102095	165429	11
UP000103127	263891	119
UP000103610	1788440	3
UP000103899	3070189	189
UP000104365	1157337	11
UP000104368	1391027	2
UP000104684	1379713	3
UP000104785	1379720	4
UP000105007	1680908	206
UP000106287	204873	2
UP000107967	1629657	4
UP000108023	1543419	3
UP000109796	1004049	10
UP000110868	1465751	131
UP000112381	458682	12
UP000114089	1708653	3
UP000114278	72201	203
UP000114767	687377	3
UP000115074	1128423	3
UP000115085	104580	12
UP000116434	1514664	4
UP000116498	1859149	3
UP000116552	10990	12
UP000117440	1325460	11
UP000117459	1530454	2
UP000118038	1618253	2
UP000118426	317858	137
UP000118435	1690255	290
UP000118593	84739	136
UP000119077	1427157	3
UP000119281	991022	3
UP000119980	1792832	3
UP000120576	389214	147
UP000120900	1419711	3
UP000121405	1379712	5
UP000123264	1662286	16
UP000124292	272551	170
UP000125555	1399970	12
UP000126788	317878	140
UP000127615	1424280	6
UP000128005	1885633	11
UP000128597	1427156	3
UP000131520	289366	3
UP000132017	1187973	3
UP000132161	687384	3
UP000134581	10989	11
UP000135724	1164802	11
UP000136450	345585	177
UP000137095	10397	157
UP000137347	1692242	2
UP000137422	1692263	2
UP000137940	134606	1
UP000138945	1213990	46
UP000139727	2170102	4
UP000139941	1862978	12
UP000140112	1862824	4
UP000141801	1897538	2
UP000141916	85543	10
UP000143317	1648839	6
UP000143489	10390	158
UP000143919	1618252	2
UP000144596	2170106	2
UP000147308	1566009	3
UP000147404	1640277	11
UP000149121	2560566	183
UP000149493	1619220	4
UP000151058	311229	12
UP000151254	1766829	12
UP000151871	1692259	2
UP000152314	1452540	87
UP000152551	89464	75
UP000152727	1972612	8
UP000153129	1634485	2
UP000154182	1862825	3
UP000156073	1618259	2
UP000156401	1692256	2
UP000156603	1692257	2
UP000157362	1272946	14
UP000157847	1692245	2
UP000158907	1427476	12
UP000159125	1637496	12
UP000159338	1353241	2
UP000160764	33724	11
UP000162416	289367	5
UP000162722	1034791	3
UP000164036	1664809	4
UP000164702	332585	10
UP000165221	1618246	2
UP000165445	1692248	2
UP000165545	1619219	4
UP000165577	1885927	5
UP000166258	2170107	2
UP000166800	1618232	2
UP000168164	44088	322
UP000169752	180230	169
UP000171073	687349	4
UP000171279	1664810	5
UP000171893	2170105	3
UP000172127	262968	162
UP000172353	83191	261
UP000172665	1692254	2
UP000172814	70333	36
UP000173026	907191	12
UP000173942	1692262	2
UP000174145	62099	241
UP000174903	2169877	3
UP000175303	1619218	3
UP000181615	1566309	7
UP000185265	407392	170
UP000185283	1493510	217
UP000185320	1493511	292
UP000185335	1493508	215
UP000185356	1493509	218
UP000201058	1546257	131
UP000201059	1923780	1
UP000201066	1176156	1
UP000201070	1922740	2
UP000201073	1871678	51
UP000201074	1922927	2
UP000201075	195062	1
UP000201078	1922957	1
UP000201080	1445729	86
UP000201086	1562379	1
UP000201087	1888308	4
UP000201090	491893	31
UP000201093	339965	1
UP000201095	1450169	52
UP000201097	1923493	5
UP000201100	1922956	1
UP000201102	1848040	9
UP000201104	1043184	5
UP000201105	1454030	2
UP000201122	1923453	2
UP000201124	1958957	2
UP000201125	1922820	3
UP000201126	1685744	2
UP000201127	1815968	122
UP000201144	1922947	1
UP000201147	1804157	2
UP000201148	754058	209
UP000201149	1887646	74
UP000201155	1673889	106
UP000201160	1590155	4
UP000201164	53369	73
UP000201172	2170117	2
UP000201175	666635	1
UP000201182	1590172	3
UP000201191	1557033	32
UP000201195	1449437	69
UP000201196	1923360	2
UP000201202	1821564	89
UP000201206	1923719	2
UP000201211	1636263	77
UP000201228	1852629	70
UP000201232	88388	1
UP000201235	536444	212
UP000201241	1868596	64
UP000201243	1814960	48
UP000201250	1922899	3
UP000201252	754042	281
UP000201254	1655649	6
UP000201255	1972716	4
UP000201256	1912598	8
UP000201276	267970	13
UP000201282	1655654	6
UP000201285	885867	49
UP000201288	1636249	53
UP000201290	544686	3
UP000201298	1843749	2
UP000201324	1324959	7
UP000201331	1922381	5
UP000201335	307454	146
UP000201337	1654891	265
UP000201345	1922711	5
UP000201347	1381464	11
UP000201348	268591	158
UP000201350	1922751	2
UP000201351	445517	58
UP000201352	1500713	67
UP000201354	1814957	49
UP000201360	1458717	90
UP000201362	1572747	79
UP000201367	754053	67
UP000201369	1676267	4
UP000201371	1821566	198
UP000201372	1343493	2
UP000201375	1923300	2
UP000201377	1300004	120
UP000201378	2010268	5
UP000201382	1654603	11
UP000201389	754044	76
UP000201391	1863010	139
UP000201403	1809112	2
UP000201404	1647469	82
UP000201407	1922524	2
UP000201408	587370	7
UP000201409	1922760	1
UP000201415	595895	2
UP000201421	1923562	5
UP000201432	1718172	87
UP000201434	1922446	1
UP000201440	1874000	40
UP000201442	1262518	41
UP000201450	404196	11
UP000201451	1923503	1
UP000201458	1838078	179
UP000201461	115992	405
UP000201481	667093	11
UP000201484	174178	6
UP000201500	1647305	67
UP000201503	1685757	3
UP000201504	1461743	21
UP000201506	1662332	45
UP000201511	1923083	3
UP000201517	1923779	2
UP000201520	1816486	1
UP000201545	246280	12
UP000201555	399314	10
UP000201558	656190	10
UP000201560	1516080	3
UP000201566	1349409	1070
UP000201570	1690817	52
UP000201573	1925152	1
UP000201576	479060	6
UP000201581	1923709	3
UP000201587	2016457	3
UP000201588	1796992	177
UP000201589	1572712	201
UP000201593	1923264	4
UP000201594	1883372	241
UP000201600	1173743	69
UP000201602	1701850	46
UP000201605	88387	1
UP000201609	1527771	64
UP000201612	1923682	2
UP000201616	1527513	238
UP000201617	1685778	2
UP000201620	1701842	35
UP000201622	1647463	63
UP000201627	2170121	2
UP000201628	307444	130
UP000201630	1647373	54
UP000201633	71972	9
UP000201635	1923650	5
UP000201638	754067	64
UP000201640	1269028	894
UP000201641	1922755	2
UP000201642	1923079	2
UP000201646	1664246	86
UP000201648	1685761	2
UP000201649	558690	11
UP000201664	1732178	68
UP000201667	1922710	2
UP000201668	1557035	26
UP000201674	445515	59
UP000201675	1636261	86
UP000201685	1743411	2
UP000201689	1864622	61
UP000201695	1685726	1
UP000201702	1871687	48
UP000201704	1279099	1
UP000201708	99930	1
UP000201710	1922776	1
UP000201727	1922778	2
UP000201732	1678208	2
UP000201737	1307956	169
UP000201738	754049	74
UP000201747	1821558	84
UP000201749	496874	54
UP000201750	1206566	10
UP000201753	1754217	36
UP000201756	1628899	5
UP000201770	1740646	4
UP000201775	1223260	56
UP000201778	1655644	6
UP000201786	444193	1
UP000201793	1442594	8
UP000201794	1685745	2
UP000201797	687803	227
UP000201800	1922952	2
UP000201801	1922756	2
UP000201802	2012677	4
UP000201810	1698357	105
UP000201811	1815955	66
UP000201818	1755689	113
UP000201835	1279082	66
UP000201839	79918	8
UP000201844	1821557	70
UP000201846	755272	253
UP000201858	1647476	84
UP000201861	1675866	119
UP000201867	1549864	10
UP000201871	1701824	51
UP000201874	1147155	74
UP000201875	1923688	1
UP000201880	981330	78
UP000201881	1911102	5
UP000201894	1037523	1
UP000201898	1739607	62
UP000201900	1922932	4
UP000201907	1777063	49
UP000201911	1221437	5
UP000201915	1873889	93
UP000201917	1563660	131
UP000201918	1647385	48
UP000201921	1932881	465
UP000201925	1923656	3
UP000201928	754075	196
UP000201933	1674927	73
UP000201939	316106	1
UP000201940	391090	1
UP000201945	1448276	49
UP000201950	1647458	55
UP000201953	1923765	3
UP000201962	1647465	47
UP000201968	1887651	60
UP000201971	1454022	2
UP000201975	1923078	3
UP000201978	1734382	25
UP000201982	1922753	2
UP000201983	929835	57
UP000201999	159252	6
UP000202004	1922669	4
UP000202006	1922945	1
UP000202013	1922878	2
UP000202016	218667	7
UP000202017	67082	209
UP000202022	1273752	73
UP000202023	1521385	3
UP000202030	1675548	101
UP000202037	1647309	67
UP000202039	1537091	82
UP000202041	1848153	1
UP000202056	1732177	87
UP000202059	2170111	2
UP000202065	1816485	1
UP000202069	1718278	86
UP000202070	1777064	73
UP000202076	1814283	82
UP000202078	1922429	5
UP000202079	1843766	2
UP000202081	1815522	229
UP000202086	1273746	160
UP000202089	1838072	27
UP000202093	929833	68
UP000202107	1922752	2
UP000202110	1874539	65
UP000202111	1649239	44
UP000202114	1873452	59
UP000202115	1327037	51
UP000202117	1747289	57
UP000202129	170617	119
UP000202131	1843750	2
UP000202139	1923509	1
UP000202152	1732174	66
UP000202156	1923722	1
UP000202158	1883365	214
UP000202160	1838079	99
UP000202166	1838071	99
UP000202170	1887641	168
UP000202174	1813771	111
UP000202176	1450746	467
UP000202179	1923647	2
UP000202182	2560603	128
UP000202183	1922448	1
UP000202185	1922452	2
UP000202189	696472	237
UP000202190	1732175	43
UP000202195	1844477	74
UP000202205	1435446	1
UP000202209	1843764	2
UP000202210	2010286	1
UP000202211	1922749	2
UP000202219	1821537	66
UP000202224	1923075	2
UP000202228	1922759	1
UP000202230	756285	24
UP000202231	1739608	60
UP000202232	1923457	2
UP000202234	1922948	2
UP000202236	1922954	1
UP000202248	754056	56
UP000202249	1527511	102
UP000202250	1843752	2
UP000202254	1852563	87
UP000202258	1544364	7
UP000202279	1838064	98
UP000202282	1622234	83
UP000202301	1922356	2
UP000202302	1922741	2
UP000202304	1980430	6
UP000202306	1838082	79
UP000202308	1922738	2
UP000202327	1580580	150
UP000202345	93386	108
UP000202348	1035662	42
UP000202349	1685729	1
UP000202356	1923683	2
UP000202364	1922702	2
UP000202365	1647411	148
UP000202375	1843753	2
UP000202383	1732179	71
UP000202392	1922742	3
UP000202401	754041	55
UP000202410	1660365	84
UP000202419	46021	873
UP000202420	322019	860
UP000202423	47985	10
UP000202424	1718606	138
UP000202428	1923697	6
UP000202439	1920772	7
UP000202444	573173	263
UP000202449	1654890	105
UP000202455	64003	9
UP000202457	1923507	2
UP000202461	1923326	4
UP000202470	2848124	45
UP000202471	1785960	244
UP000202475	1400526	6
UP000202476	1923496	6
UP000202480	1922354	1
UP000202481	2010278	1
UP000202488	1922450	1
UP000202489	447605	1
UP000202491	1701845	90
UP000202492	1357713	56
UP000202495	675077	7
UP000202496	326941	10
UP000202498	1923579	2
UP000202499	1923703	11
UP000202511	1605721	1839
UP000202514	1923665	4
UP000202516	1816484	1
UP000202528	754066	55
UP000202530	1296573	2
UP000202531	566270	147
UP000202538	1849545	1
UP000202540	2170112	2
UP000202542	1816487	1
UP000202545	1922660	8
UP000202558	1094892	1216
UP000202560	1852564	293
UP000202561	1849539	3
UP000202565	1592102	2
UP000202568	1195086	62
UP000202571	1923744	4
UP000202573	1586714	225
UP000202574	442302	3
UP000202576	1521389	2
UP000202578	1843737	3
UP000202583	1689679	237
UP000202587	51313	137
UP000202591	1629666	1
UP000202594	1634914	6
UP000202600	1923649	1
UP000202604	1821565	86
UP000202608	1521391	2
UP000202611	1747326	67
UP000202613	1932931	20
UP000202616	1922437	2
UP000202618	1815509	291
UP000202621	1922439	1
UP000202622	2010281	1
UP000202629	1821541	67
UP000202634	1923501	1
UP000202635	10464	132
UP000202644	1592828	2
UP000202649	2789014	13
UP000202651	1094249	7
UP000202658	1685765	2
UP000202659	1922764	4
UP000202660	880159	203
UP000202662	1923478	3
UP000202663	981323	57
UP000202666	1922898	11
UP000202667	46242	141
UP000202669	1777053	57
UP000202675	67754	13
UP000202678	1922451	2
UP000202679	880161	244
UP000202682	1873777	75
UP000202687	1529605	5
UP000202689	1922386	5
UP000202694	1922955	1
UP000202695	889955	59
UP000202698	88389	1
UP000202699	1792269	69
UP000202709	1678078	514
UP000202715	154339	11
UP000202718	279538	1
UP000202731	1923505	1
UP000202735	75914	2
UP000202740	616674	52
UP000202743	1647286	101
UP000202746	1923583	1
UP000202749	1636250	256
UP000202753	1922447	1
UP000202758	1973265	4
UP000202759	1505027	66
UP000202763	1654919	228
UP000202764	1690818	90
UP000202771	561576	3
UP000202784	1883369	229
UP000202786	1273749	281
UP000202790	1821538	69
UP000202812	1234874	2
UP000202818	1922746	1
UP000202819	1685755	3
UP000202837	1746071	6
UP000202841	1701814	37
UP000202842	1815581	12
UP000202844	1923689	4
UP000202857	483266	55
UP000202859	1655646	5
UP000202870	1503929	67
UP000202873	1755290	2
UP000202874	103881	10
UP000202879	710112	8
UP000202901	1922438	2
UP000202904	274495	5
UP000202906	1821556	80
UP000202917	1792273	61
UP000202925	1572745	77
UP000202926	1755682	76
UP000202932	1112770	5
UP000202935	1837089	1
UP000202946	1843754	2
UP000202956	1516127	3
UP000202959	1814288	58
UP000202962	2072024	145
UP000202964	1674930	61
UP000202977	1922905	10
UP000202982	1873985	94
UP000202983	169693	1
UP000202993	1739611	50
UP000202995	1448274	53
UP000202999	1777052	80
UP000203012	1720526	296
UP000203019	1887647	59
UP000203025	1586715	236
UP000203030	1922440	1
UP000203033	1923416	6
UP000203046	1675549	117
UP000203054	497865	1
UP000203057	1643326	67
UP000203065	1922428	6
UP000203073	1887648	70
UP000203074	756282	104
UP000203086	1718171	91
UP000203089	535898	6
UP000203090	1224510	3
UP000203095	1521386	4
UP000203106	1335638	16
UP000203112	1273751	88
UP000203117	1664247	80
UP000203130	1718158	70
UP000203132	35345	56
UP000203139	1873891	94
UP000203143	1873959	56
UP000203153	1701813	52
UP000203154	1923713	1
UP000203157	1278479	230
UP000203162	642478	14
UP000203167	1629665	1
UP000203168	1923494	4
UP000203169	1838066	68
UP000203170	1647470	68
UP000203171	1897732	3
UP000203175	1826822	1
UP000203179	1732180	60
UP000203182	1838084	91
UP000203186	1605379	165
UP000203191	1279083	50
UP000203195	76343	10
UP000203196	1590154	4
UP000203210	1922819	3
UP000203219	1837830	290
UP000203221	70600	136
UP000203227	1580607	2
UP000203236	192023	1
UP000203240	1346829	139
UP000203247	1922361	5
UP000203261	1792032	317
UP000203267	1923224	3
UP000203269	1560282	25
UP000203270	3052762	12
UP000203272	1922949	2
UP000203282	536466	220
UP000203286	326489	1
UP000203289	1483485	55
UP000203291	1647308	97
UP000203308	1873949	46
UP000203309	1923502	1
UP000203313	1813769	74
UP000203314	1923354	2
UP000203316	490711	135
UP000203319	1667322	56
UP000203329	1815969	97
UP000203331	1843756	2
UP000203336	1874540	54
UP000203343	537009	37
UP000203351	1923397	1
UP000203352	1922454	1
UP000203354	1871690	52
UP000203357	1887650	102
UP000203359	35254	128
UP000203365	1655656	7
UP000203366	999883	444
UP000203367	1922953	1
UP000203390	1486469	93
UP000203399	1923415	5
UP000203400	204440	168
UP000203402	575913	3
UP000203403	193120	4
UP000203404	1520332	4
UP000203405	1922750	2
UP000203410	1636200	75
UP000203413	1529056	115
UP000203417	1636255	68
UP000203433	1675862	125
UP000203445	1821563	83
UP000203449	1273750	74
UP000203453	12430	6
UP000203455	1712387	1
UP000203457	1922959	1
UP000203458	1500757	52
UP000203465	1821549	86
UP000203468	1883371	277
UP000203471	198597	1
UP000203474	754069	51
UP000203476	1969351	3
UP000203478	1500866	4
UP000203480	1923423	2
UP000203485	380598	814
UP000203488	1755781	1
UP000203498	1980433	8
UP000203504	1543205	76
UP000203507	1987509	186
UP000203510	274584	1
UP000203517	642257	3
UP000203518	1483724	6
UP000203521	754037	231
UP000203523	53181	7
UP000203529	1922455	1
UP000203533	1692045	9
UP000203537	39640	150
UP000203548	1922444	1
UP000203549	283675	123
UP000203551	72750	10
UP000203557	1922837	4
UP000203558	1923429	1
UP000203576	984175	38
UP000203584	1736634	1
UP000203585	1796996	100
UP000203587	1712539	48
UP000203592	1521392	3
UP000203594	1868599	65
UP000203595	1930920	5
UP000203603	1610872	62
UP000203604	1448273	56
UP000203605	1392231	68
UP000203607	1685724	1
UP000203609	1685739	2
