Proteome Id	Organism Id	Protein count
UP000203612	1923690	8
UP000203614	1864623	56
UP000203629	1923495	4
UP000203632	1923771	2
UP000203637	1458843	173
UP000203646	1888318	2
UP000203648	647294	5
UP000203651	3051996	153
UP000203664	1327758	75
UP000203669	1837862	35
UP000203676	536474	209
UP000203699	1923756	1
UP000203708	2169726	4
UP000203709	1675317	43
UP000203710	1662330	61
UP000203714	1923435	1
UP000203715	1580591	65
UP000203717	1922460	2
UP000203723	1923545	3
UP000203726	1980427	6
UP000203729	1587517	2
UP000203732	1678082	113
UP000203733	432587	98
UP000203739	984186	46
UP000203742	754043	73
UP000203746	2010283	1
UP000203757	1821560	87
UP000203760	1923338	6
UP000203763	1923430	1
UP000203777	1573458	79
UP000203782	1654601	61
UP000203783	1701826	51
UP000203787	1923639	2
UP000203788	929832	221
UP000203790	1813599	491
UP000203794	1585840	237
UP000203798	267285	1
UP000203799	1923250	4
UP000203809	573172	250
UP000203821	1852627	55
UP000203822	166921	157
UP000203825	1922941	2
UP000203828	1273748	166
UP000203832	399183	233
UP000203836	150285	8
UP000203837	1493829	12
UP000203846	307467	139
UP000203853	1636545	107
UP000203864	1175663	75
UP000203869	1922436	1
UP000203872	1675027	46
UP000203876	1848152	1
UP000203877	1922443	1
UP000203879	430796	60
UP000203884	1675553	88
UP000203886	1647285	115
UP000203898	158683	119
UP000203918	1458842	62
UP000203921	1923230	2
UP000203926	1595961	1
UP000203929	1739609	50
UP000203932	683735	66
UP000203938	1821551	75
UP000203948	1690684	81
UP000203955	1647455	43
UP000203967	1701837	42
UP000203970	538004	1
UP000203974	1577776	16
UP000203975	1500510	7
UP000203979	1454025	2
UP000203985	1838063	67
UP000203986	1643324	56
UP000203989	1777065	159
UP000203990	1719140	245
UP000203992	1608451	3
UP000203997	10449	163
UP000204002	1701257	62
UP000204009	1175657	81
UP000204019	263892	4
UP000204021	382262	49
UP000204025	473784	4
UP000204031	754073	114
UP000204032	1758882	2
UP000204033	1923080	2
UP000204046	1815972	91
UP000204048	754052	98
UP000204049	754040	54
UP000204057	1701809	55
UP000204064	1168280	52
UP000204079	1930921	2
UP000204080	1543207	13
UP000204083	1887654	97
UP000204085	573171	75
UP000204087	1873958	57
UP000204088	1586713	248
UP000204094	1821561	71
UP000204095	399781	848
UP000204101	1922449	1
UP000204112	1838075	114
UP000204114	1922748	3
UP000204120	1732064	59
UP000204134	1816488	1
UP000204135	1701830	49
UP000204139	380669	7
UP000204140	1527770	257
UP000204143	1273747	86
UP000204156	642926	230
UP000204157	1685737	2
UP000204159	1649240	43
UP000204162	1538549	4
UP000204165	1923433	1
UP000204170	1673877	75
UP000204171	1560283	23
UP000204177	1755754	3
UP000204182	1859492	427
UP000204185	1923551	2
UP000204186	1636257	84
UP000204189	1821552	67
UP000204195	1049283	256
UP000204198	300740	9
UP000204213	1980431	8
UP000204215	1838083	89
UP000204222	192022	1
UP000204224	1572743	79
UP000204226	1888317	3
UP000204227	1838137	56
UP000204231	1891703	258
UP000204235	1401669	241
UP000204236	1923554	2
UP000204242	265522	143
UP000204250	1817526	4
UP000204252	754074	56
UP000204254	1718161	92
UP000204260	2016034	5
UP000204275	1388882	10
UP000204277	52135	11
UP000204280	1675602	303
UP000204285	1701811	48
UP000204288	1460070	16
UP000204293	262175	123
UP000204294	754039	209
UP000204301	1838062	86
UP000204304	889953	64
UP000204305	1698715	95
UP000204310	1655650	6
UP000204318	1797140	95
UP000204321	1922745	3
UP000204323	929834	52
UP000204330	1923327	6
UP000204333	1821559	80
UP000204343	1843757	2
UP000204347	593131	14
UP000204352	1923323	2
UP000204354	1815510	60
UP000204363	573175	51
UP000204364	1815521	221
UP000204382	1923403	3
UP000204385	198310	5
UP000204388	1923343	3
UP000204392	1923231	2
UP000204402	2050589	1
UP000204403	1923580	2
UP000204408	1922761	1
UP000204411	754070	55
UP000204413	1250316	1
UP000204414	12162	11
UP000204415	1647386	82
UP000204418	208973	146
UP000204422	1821723	93
UP000204429	1922387	4
UP000204430	1732176	26
UP000204437	1685747	2
UP000204438	1654582	95
UP000204439	1922958	1
UP000204441	1729937	172
UP000204449	995049	9
UP000204451	1647284	104
UP000204453	1922456	1
UP000204455	1691958	194
UP000204458	1647471	68
UP000204468	1592082	2
UP000204473	283876	5
UP000204474	1923584	1
UP000204476	1647475	94
UP000204497	1917232	355
UP000204502	1776293	231
UP000204512	1922458	1
UP000204513	754048	71
UP000204514	1922962	2
UP000204521	1923582	1
UP000204527	1462608	88
UP000204537	1883366	240
UP000204540	1922960	1
UP000204544	1923431	1
UP000204546	1796994	79
UP000204552	1701828	49
UP000204566	1923077	3
UP000204567	1454029	2
UP000204573	1923648	2
UP000204580	331278	367
UP000204584	1349410	1430
UP000204592	1775140	66
UP000204593	1516081	3
UP000204596	2784187	48
UP000204599	1887644	80
UP000204602	1690456	234
UP000204609	1838074	163
UP000204630	1698369	48
UP000204631	1848150	1
UP000204637	67962	3
UP000204644	1962501	153
UP000204645	1922441	1
UP000204646	1923727	2
UP000204653	329288	1
UP000204657	1608310	301
UP000204658	1175662	56
UP000204660	1923704	1
UP000204663	10455	143
UP000204666	1743016	56
UP000204667	1675865	145
UP000204668	1826170	470
UP000204677	51330	13
UP000207581	1654883	194
UP000207582	332054	145
UP000207585	1685725	1
UP000207588	1922943	1
UP000207593	754046	75
UP000207599	2170115	2
UP000207602	1838081	71
UP000207605	1557034	29
UP000207608	1647473	26
UP000207618	3052706	3
UP000207621	941058	236
UP000207629	1872719	1
UP000207636	2010280	1
UP000207642	1815511	51
UP000207644	1327765	77
UP000207646	2010279	1
UP000207656	1114942	5
UP000207657	217686	9
UP000207658	1505026	66
UP000207660	1922685	2
UP000207662	1698713	105
UP000207663	337824	1
UP000207665	1655647	6
UP000207673	1923758	4
UP000207675	1922754	2
UP000207678	1735466	86
UP000207679	1647472	28
UP000207683	741942	43
UP000207737	1698421	70
UP000207740	1980429	5
UP000207741	1542477	246
UP000207742	1838073	105
UP000207752	2170125	2
UP000207756	1629671	1
UP000207763	1647300	96
UP000208062	1735722	47
UP000208075	1629667	1
UP000208092	1922461	2
UP000208098	81931	11
UP000208099	180903	7
UP000208104	1691954	178
UP000208111	1922757	1
UP000208112	1592212	1
UP000211040	2887182	291
UP000211162	154834	2
UP000211163	3051985	3
UP000214340	3052270	5
UP000214343	1655658	5
UP000214345	1698361	26
UP000214346	1655660	5
UP000214347	1655652	5
UP000214348	1941435	4
UP000214352	1655657	5
UP000214353	1307957	129
UP000214354	1655661	5
UP000214356	1655645	4
UP000214357	1941436	4
UP000214361	1676183	4
UP000214362	1655662	5
UP000214363	1655648	5
UP000214366	74320	127
UP000214369	1655651	4
UP000214372	1647302	77
UP000214374	3052703	6
UP000214376	1655653	5
UP000214715	1497851	34
UP000217240	1922664	2
UP000217262	1922827	7
UP000217264	227507	10
UP000217267	1585924	3
UP000217272	1963254	12
UP000217296	2025595	3
UP000217298	2020956	5
UP000217319	2010269	4
UP000217328	2020287	1
UP000217332	1922663	2
UP000217341	2024724	12
UP000217796	1938657	2
UP000217816	1883367	238
UP000217939	1980428	8
UP000218900	1885565	5
UP000221124	1718279	46
UP000221139	1868600	81
UP000221146	1971410	44
UP000221167	1897548	85
UP000221180	1647527	37
UP000221202	2015817	97
UP000221216	1970795	69
UP000221227	1897536	60
UP000221233	1636571	58
UP000221243	1938577	209
UP000221246	1647536	36
UP000221247	2023996	269
UP000221249	1932118	78
UP000221250	1958956	333
UP000221254	2024312	62
UP000221262	2036768	66
UP000221275	1838157	45
UP000221286	1983413	44
UP000221303	1913108	69
UP000221315	1852597	12
UP000221316	1916199	52
UP000221325	1868860	56
UP000221326	1916155	55
UP000221335	1913449	68
UP000221339	1675601	117
UP000221357	1983576	103
UP000221359	1647283	126
UP000221402	1916187	47
UP000221408	2024241	80
UP000221412	1034139	107
UP000221453	1775256	96
UP000221468	1969841	91
UP000221494	1913145	58
UP000221506	1978922	185
UP000221507	1913575	127
UP000221522	1779843	48
UP000221552	1852662	35
UP000221573	1958910	95
UP000221594	2015848	98
UP000221605	1868827	47
UP000221609	1958907	20
UP000221613	1916151	63
UP000221619	1775142	254
UP000221632	2015877	92
UP000221639	1647537	33
UP000221647	1851646	60
UP000221706	1932895	100
UP000221715	1777061	80
UP000221737	1913082	44
UP000221741	1933110	48
UP000221746	754050	78
UP000221751	1887657	95
UP000221761	2024262	58
UP000221777	1970797	56
UP000221790	1897525	87
UP000221795	1933063	236
UP000221813	1647550	57
UP000221837	1962671	549
UP000221845	2006671	72
UP000221849	1647551	68
UP000221855	1647555	42
UP000221871	1913081	50
UP000221883	1932883	56
UP000221937	1868826	75
UP000221958	2783867	56
UP000221965	1959008	38
UP000221987	1965452	52
UP000221999	2026102	70
UP000222016	1912321	75
UP000222030	1675030	93
UP000222047	2029634	59
UP000222050	1772304	59
UP000222059	1903259	58
UP000222061	1965464	80
UP000222145	1916182	47
UP000222151	1647543	55
UP000222156	1647552	56
UP000222158	2015814	541
UP000222160	1916160	56
UP000222162	1868847	60
UP000222165	1916153	57
UP000222179	1868850	58
UP000222180	1912327	20
UP000222183	1846168	86
UP000222193	1735646	64
UP000222204	1983461	30
UP000222218	1754209	70
UP000222249	1897550	60
UP000222251	1983408	81
UP000222252	1971414	54
UP000222256	2023998	95
UP000222265	2024237	54
UP000222283	1916107	46
UP000222295	1920526	52
UP000222301	1971430	49
UP000222305	1913119	108
UP000222314	1927015	65
UP000222319	1860191	19
UP000222336	1772305	99
UP000222360	1852562	46
UP000222381	1955176	58
UP000222383	1653734	261
UP000222402	1916163	54
UP000222417	1931407	157
UP000222432	1913046	242
UP000222445	2023950	40
UP000222446	2023999	44
UP000222471	1916185	67
UP000222504	1916197	82
UP000222511	1647553	47
UP000222527	1772295	99
UP000222533	1226260	66
UP000222540	2022859	54
UP000222552	2024311	47
UP000222555	1913038	103
UP000222556	1932903	87
UP000222566	2024297	92
UP000222578	1920312	53
UP000222594	1651816	241
UP000222598	2024295	87
UP000222601	2496547	79
UP000222611	1913446	68
UP000222614	1897497	76
UP000222618	1754216	69
UP000222619	1758150	5
UP000222639	2928692	49
UP000222646	2029632	69
UP000222649	539221	62
UP000222678	2024265	75
UP000222681	2024315	74
UP000222701	1965491	68
UP000222754	1965490	67
UP000222764	1805958	95
UP000222797	1647554	56
UP000222802	2015843	92
UP000222804	1913113	61
UP000222808	1932899	83
UP000222831	1923889	289
UP000222836	1971446	48
UP000222846	2014586	45
UP000222868	1932892	46
UP000222892	1718280	41
UP000222902	1852565	67
UP000222907	1628721	80
UP000222922	1838152	59
UP000222925	1567487	56
UP000222959	1675599	66
UP000222963	1852675	32
UP000222975	1815988	322
UP000222983	1747351	22
UP000223004	1970744	199
UP000223010	1852665	36
UP000223017	1647538	61
UP000223025	2024264	714
UP000223043	314021	58
UP000223044	1685500	55
UP000223047	1852622	79
UP000223061	1647282	56
UP000223069	2030923	63
UP000223102	1675029	251
UP000223103	1852599	29
UP000223140	1852672	24
UP000223149	1873905	176
UP000223158	1755697	121
UP000223164	1772326	65
UP000223167	2022331	38
UP000223190	1838154	57
UP000223204	1933113	68
UP000223221	1983578	56
UP000223239	1852673	36
UP000223243	1735561	58
UP000223268	1647529	24
UP000223290	1913114	81
UP000223335	1916198	56
UP000223342	1916156	55
UP000223368	2005789	59
UP000223375	2040288	58
UP000223377	1855816	75
UP000223378	1965372	49
UP000223381	1856120	73
UP000223389	2282196	80
UP000223410	1913083	46
UP000223512	1916205	66
UP000223545	1852688	35
UP000223548	1636544	67
UP000223561	1934428	66
UP000223569	1933115	62
UP000223589	1929963	59
UP000223599	1622114	77
UP000223622	1775250	53
UP000223626	1636566	59
UP000223646	2034166	57
UP000223669	1759531	70
UP000223707	1927022	101
UP000223716	1909403	273
UP000223730	1971417	55
UP000223738	1815582	229
UP000223743	947066	53
UP000223765	1903260	49
UP000223768	1916184	57
UP000223769	1860194	76
UP000223770	1897743	47
UP000223776	1913111	58
UP000223789	1821728	55
UP000223798	1735645	68
UP000223801	1868825	30
UP000223816	1909694	77
UP000223820	1897533	57
UP000223821	1689660	93
UP000223835	1784979	53
UP000223840	1647530	42
UP000223848	1986032	4
UP000223875	1597967	54
UP000223891	2772511	555
UP000223906	1980139	196
UP000223907	1698708	51
UP000223946	1673892	76
UP000223966	2024213	69
UP000223970	1462581	95
UP000224012	1971232	74
UP000224016	1962672	77
UP000224035	1838158	22
UP000224058	1647546	40
UP000224063	1916166	51
UP000224068	573176	74
UP000224101	2010329	253
UP000224109	1868862	53
UP000224125	2006928	54
UP000224134	1796993	80
UP000224179	1955235	50
UP000224202	1959009	31
UP000224215	1860193	64
UP000224217	1983459	207
UP000224219	1838156	58
UP000224230	1873904	57
UP000224249	1965488	60
UP000224252	2026944	77
UP000224266	2015824	97
UP000224269	1926594	193
UP000224284	1772319	105
UP000224291	1654717	202
UP000224314	1916172	64
UP000224320	1912326	28
UP000224329	1654888	91
UP000224348	1958965	48
UP000224401	1965368	123
UP000224440	1897537	69
UP000224459	1868844	203
UP000224474	908820	87
UP000224475	1838153	40
UP000224484	1970794	112
UP000224487	2027888	67
UP000224503	1772302	56
UP000224518	3070820	64
UP000224527	1982658	45
UP000224539	1971431	51
UP000224551	1913571	146
UP000224557	1868849	53
UP000224566	1211386	52
UP000224585	1860190	24
UP000224598	949124	63
UP000224647	1868855	53
UP000224648	1971436	47
UP000224652	1965489	63
UP000224684	1983581	61
UP000224747	1916188	62
UP000224754	1971437	48
UP000224755	1965473	182
UP000224784	1739968	318
UP000224800	1933774	70
UP000224802	2015807	63
UP000224829	2006684	334
UP000224832	1772332	129
UP000224836	1913112	73
UP000224846	1647468	49
UP000224877	1880590	297
UP000224880	2569975	72
UP000224898	1913591	188
UP000224899	1775141	57
UP000224902	1897437	277
UP000224933	1784947	78
UP000224934	1868846	60
UP000224960	1860195	46
UP000224966	1860179	72
UP000224984	1971418	52
UP000225001	1933093	70
UP000225003	1970747	87
UP000225023	1927013	48
UP000225026	1932897	83
UP000225028	1775255	89
UP000225035	1647534	41
UP000225037	1852666	37
UP000225042	1735562	229
UP000225072	1661715	77
UP000225090	1897534	61
UP000225122	1965535	53
UP000225148	2006941	275
UP000225149	1292086	49
UP000225161	1647307	99
UP000225166	1701260	66
UP000225190	1775249	79
UP000225192	1916168	52
UP000225200	1916165	52
UP000225204	2015839	88
UP000225231	1327940	66
UP000225255	2014434	118
UP000225260	1821539	67
UP000225279	1965481	87
UP000225287	1916206	60
UP000225301	1838151	88
UP000225314	1636201	51
UP000225322	1675600	115
UP000225374	1916189	48
UP000225383	1226256	86
UP000225385	1986030	4
UP000225390	1965487	67
UP000225394	1636575	53
UP000225416	1913034	81
UP000225448	2006668	468
UP000225464	1913570	101
UP000225471	1660368	90
UP000225479	1647532	51
UP000225500	1916164	56
UP000225511	1821548	74
UP000225515	1933412	74
UP000225534	1868861	51
UP000225553	2026080	243
UP000225559	1654886	75
UP000225564	1965485	126
UP000225568	1916173	67
UP000225580	1838155	59
UP000225581	1701806	59
UP000225583	1873341	40
UP000225595	2027903	101
UP000225599	1958921	241
UP000225613	1698523	52
UP000225646	1916183	45
UP000225660	1965361	79
UP000225680	1852626	56
UP000225683	2015834	114
UP000225704	1852669	36
UP000225717	1965532	67
UP000225722	1777122	182
UP000225732	1701848	47
UP000225746	1622116	83
UP000225754	1933104	33
UP000225816	1932882	54
UP000225821	1815630	237
UP000225832	1975614	35
UP000225864	1971424	47
UP000225870	1654885	80
UP000225878	1964565	52
UP000225886	2023716	16
UP000225890	1772291	82
UP000225897	1897436	49
UP000225915	1986033	4
UP000225918	2024303	94
UP000225947	1837876	326
UP000225954	1718594	81
UP000225963	1755680	248
UP000225975	1927018	90
UP000225978	1913109	106
UP000225983	1034127	94
UP000225985	1647528	44
UP000226021	1916200	67
UP000226032	1965486	72
UP000226037	2027899	244
UP000226045	1983447	96
UP000226085	1965494	63
UP000226097	2015851	54
UP000226112	1955181	55
UP000226117	1718841	93
UP000226124	1147722	79
UP000226129	1916191	55
UP000226135	743964	61
UP000226151	2005054	47
UP000226155	1912975	91
UP000226171	2024313	73
UP000226177	1772298	89
UP000226233	1647539	49
UP000226249	1748773	61
UP000226262	1542116	65
UP000226269	1340769	200
UP000226308	1647524	51
UP000226321	861448	66
UP000226324	1920311	56
UP000226336	1903185	44
UP000226363	1983579	57
UP000226396	2024263	48
UP000226398	1927019	84
UP000226400	1916154	49
UP000226413	1897640	58
UP000226416	1972438	48
UP000228460	2025096	1
UP000228763	2496545	84
UP000228765	2029657	124
UP000228847	2041348	74
UP000228854	1983541	25
UP000228981	2048005	78
UP000228985	2041354	56
UP000229090	2041344	115
UP000229119	2041454	65
UP000229271	2041487	52
UP000229287	1772328	112
UP000229296	2041210	100
UP000229313	2041206	83
UP000229691	2041342	80
UP000229812	2024607	52
UP000229939	1883375	272
UP000229963	2041211	59
UP000230142	2041514	83
UP000230492	2041544	100
UP000230494	1874531	47
UP000230600	1695221	52
UP000230617	2507411	49
UP000230640	1815976	55
UP000230725	2041207	79
UP000230794	2041212	75
UP000230966	2041486	46
UP000231040	2041341	54
UP000231050	2026084	51
UP000231264	2041528	117
UP000231327	2045361	57
UP000231419	2027905	250
UP000231485	1837877	50
UP000232525	2065045	3
UP000232595	2065038	4
UP000232615	1421067	484
UP000232707	1916701	172
UP000232720	224399	125
UP000232784	3116536	154
UP000232815	1034805	4
UP000232833	687359	4
UP000232857	1173760	64
UP000232879	2065037	3
UP000232887	937809	10
UP000232903	2011087	7
UP000232905	1985384	5
UP000234743	2030954	6
UP000234780	1712389	13
UP000234913	656520	10
UP000234920	373373	8
UP000234934	1776763	5
UP000236316	2023057	1199
UP000240214	2059883	62
UP000240223	2041491	268
UP000240235	1980140	24
UP000240236	2126809	87
UP000240246	2079417	127
UP000240247	2126816	87
UP000240252	2070187	89
UP000240268	2070181	94
UP000240283	2059867	147
UP000240302	1852644	18
UP000240315	2126789	83
UP000240319	2070183	65
UP000240323	2108131	90
UP000240324	2060956	67
UP000240325	2024608	1186
UP000240328	2079543	64
UP000240374	2048979	46
UP000240376	2053693	62
UP000240384	2047873	61
UP000240385	2170110	6
UP000240386	2079434	59
UP000240398	2126819	86
UP000240399	2126985	1331
UP000240408	2081627	105
UP000240409	2069609	56
UP000240445	2052563	1
UP000240469	2060950	65
UP000240470	2079430	58
UP000240472	2170109	2
UP000240477	2047801	78
UP000240485	2681615	41
UP000240487	2041493	39
UP000240496	2052157	5
UP000240508	1916126	80
UP000240521	2041506	41
UP000240548	2008320	52
UP000240564	2079288	69
UP000240568	1983553	333
UP000240574	2060952	72
UP000240591	1513225	3
UP000240601	2079415	96
UP000240618	2059855	76
UP000240649	2081631	147
UP000240659	2053684	6
UP000240663	2041492	127
