organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome
UP000663491	0.17776	0.13886
UP000663494	0.11567	0.08871
UP000663497	0.10023	0.08893
UP000663537	0.08116	0.07778
UP000663544	0.14033	0.07984
UP000663548	0.22943	0.16285
UP000663561	0.16169	0.08729
UP000663569	0.13813	0.14654
UP000663581	0.2056	0.12565
UP000663588	0.24751	0.25714
UP000663595	0.36521	0.24003
UP000663596	0.09969	0.12429
UP000663609	0.1712	0.18993
UP000663614	0.23197	0.198
UP000663619	0.20231	0.20695
UP000663620	0.22192	0.21838
UP000663644	0.19728	0.18616
UP000663645	0.17579	0.18367
UP000663664	0.18128	0.15773
UP000664905	0.3064	0.18834
UP000664906	0.16063	0.09449
UP000664912	0.09304	0.05767
UP000664915	0.13052	0.1425
UP000664917	0.16934	0.11793
UP000664925	0.19331	0.14871
UP000664931	0.11537	0.10085
UP000664934	0.20477	0.17691
UP000671940	0.28853	0.15411
UP000671943	0.19056	0.08504
UP000671952	0.20069	0.10469
UP000671971	0.17669	0.097
UP000672025	0.13413	0.07317
UP000672035	0.28771	0.14268
UP000675967	0.0	0.0
UP000675972	0.02556	0.04096
UP000675982	0.66049	0.55128
UP000675996	0.08845	0.09
UP000675998	0.09386	0.11342
UP000676000	0.12282	0.14956
UP000676046	0.36307	0.36307
UP000676050	0.03061	0.0255
UP000676062	0.0	0.0
UP000676070	0.2446	0.19658
UP000676099	0.21251	0.17001
UP000676119	0.05829	0.07923
UP000676137	0.0	0.0
UP000676162	0.01658	0.0173
UP000676168	0.08101	0.05298
UP000676174	0.25	0.05088
UP000676193	0.3845	0.16121
UP000676205	0.15548	0.11181
UP000676216	0.23008	0.16441
UP000676224	0.0	0.0
UP000676258	0.15525	0.18519
UP000676278	0.00882	0.01142
UP000676279	0.10556	0.06342
UP000676327	0.03985	0.05997
UP000676385	0.25594	0.08522
UP000676394	0.25677	0.04132
UP000676398	0.03611	0.01151
UP000676402	0.09056	0.09992
UP000676414	0.02459	0.04116
UP000676426	0.17195	0.18565
UP000676461	0.05203	0.06932
UP000676463	0.28299	0.09237
UP000676498	0.11725	0.09157
UP000676507	0.0	0.0
UP000676514	0.0483	0.06344
UP000676543	0.04892	0.07204
UP000676581	0.25681	0.04565
UP000676584	0.02622	0.01346
UP000676611	0.17588	0.11894
UP000676612	0.37398	0.15686
UP000676614	0.17684	0.10969
UP000676615	0.82698	0.63093
UP000676633	0.04575	0.05705
UP000676640	0.30632	0.06255
UP000676641	0.02882	0.04406
UP000676647	0.00572	0.01157
UP000676655	0.12892	0.0834
UP000676681	0.13374	0.13987
UP000676705	0.06241	0.06733
UP000676717	0.11625	0.10175
UP000676771	0.16592	0.17106
UP000676774	0.10114	0.1533
UP000676784	0.01436	0.02337
UP000676808	0.16084	0.07372
UP000676836	0.13192	0.12939
UP000676848	0.05882	0.01771
UP000676864	0.08018	0.02381
UP000676895	0.27061	0.13763
UP000676913	0.02336	0.02269
UP000676932	0.04879	0.0353
UP000676934	0.11652	0.10378
UP000676939	0.27154	0.07114
UP000676942	0.07864	0.03721
UP000676943	0.33287	0.38808
UP000676965	0.1496	0.16207
UP000676975	0.21948	0.10913
UP000676979	0.1466	0.11682
UP000676981	0.2358	0.3933
UP000676991	0.0	0.0
UP000677007	0.16642	0.08637
UP000677010	0.20318	0.19775
UP000677015	0.33973	0.16328
UP000677017	0.22869	0.20225
UP000677021	0.01393	0.01491
UP000677048	0.01592	0.01515
UP000677053	0.01861	0.02477
UP000677060	0.18644	0.07748
UP000677071	0.0	0.0
UP000677100	0.31986	0.12646
UP000677121	0.02763	0.03671
UP000677127	0.01846	0.03028
UP000677137	0.0541	0.02435
UP000677169	0.05516	0.0599
UP000677185	0.09171	0.03617
UP000677188	0.02829	0.04808
UP000677192	0.25652	0.10629
UP000677197	0.24426	0.21154
UP000677210	0.14683	0.12079
UP000677216	0.31658	0.09135
UP000677252	0.25	0.02733
UP000677273	0.22469	0.15354
UP000677283	0.25	0.12
UP000677293	0.13487	0.13373
UP000677304	0.16514	0.09331
UP000677306	0.3236	0.08692
UP000677376	0.60559	0.51166
UP000677390	0.1871	0.08862
UP000677403	0.06579	0.01265
UP000677446	0.08681	0.05792
UP000677454	0.26238	0.12825
UP000677458	0.0	0.0
UP000677463	0.37545	0.16709
UP000677482	0.11006	0.07869
UP000677497	0.01645	0.02586
UP000677524	0.17447	0.06304
UP000677534	0.0	0.0
UP000677543	0.23859	0.17978
UP000677584	0.29051	0.08259
UP000677593	0.1136	0.153
UP000677631	0.10657	0.08055
UP000677661	0.03429	0.04918
UP000677666	0.00526	0.01056
UP000677669	0.04185	0.05202
UP000677743	0.25748	0.13988
UP000677749	0.57445	0.48813
UP000677756	0.04681	0.02337
UP000677767	0.16386	0.06628
UP000677770	0.28943	0.0556
UP000677779	0.01473	0.01761
UP000677786	0.12097	0.11398
UP000677808	0.05368	0.09159
UP000677832	0.04348	0.04955
UP000677837	0.11666	0.05311
UP000677845	0.08112	0.08625
UP000677873	0.07212	0.08838
UP000677888	0.28352	0.08175
UP000677895	0.00516	0.01045
UP000677914	0.09903	0.07939
UP000677933	0.11487	0.06043
UP000677937	0.00794	0.01565
UP000677945	0.19082	0.17266
UP000677952	0.78415	0.5686
UP000677961	0.41196	0.21743
UP000677962	0.09869	0.03464
UP000677963	0.01014	0.01318
UP000677971	0.0306	0.0685
UP000677998	0.0	0.0
UP000678012	0.04387	0.0529
UP000678032	0.02864	0.03687
UP000678046	0.05224	0.02254
UP000678091	0.08663	0.08436
UP000678107	0.0	0.0
UP000678128	0.35484	0.08768
UP000678144	0.09792	0.115
UP000678153	0.03641	0.04187
UP000678168	0.06149	0.08327
UP000678172	0.72674	0.72674
UP000678174	0.15256	0.08921
UP000678177	0.0	0.0
UP000678189	0.11111	0.12281
UP000678203	0.0	0.0
UP000678211	0.29989	0.123
UP000678224	0.03552	0.03552
UP000678262	0.08703	0.0662
UP000678273	0.04122	0.05288
UP000678278	0.19635	0.08643
UP000678279	0.06567	0.03138
UP000678302	0.08315	0.11635
UP000678303	0.19419	0.16544
UP000678339	0.06652	0.03679
UP000678349	0.12592	0.14336
UP000678352	0.05733	0.05937
UP000678361	0.10714	0.10714
UP000678403	0.01431	0.01751
UP000678404	0.03555	0.04674
UP000678431	0.07468	0.06472
UP000678437	0.0	0.0
UP000678489	0.09011	0.07419
UP000678512	0.15623	0.17797
UP000678520	0.05467	0.04098
UP000678526	0.02862	0.04501
UP000678539	0.06162	0.0665
UP000678543	0.14225	0.09136
UP000678552	0.29385	0.10375
UP000678589	0.14892	0.20723
UP000678611	0.04706	0.0351
UP000678624	0.22336	0.09667
UP000678631	0.17642	0.19467
UP000678659	0.05664	0.02647
UP000678673	0.12672	0.04522
UP000678674	0.23894	0.20636
UP000678691	0.31754	0.26417
UP000678722	0.0	0.0
UP000678732	0.28432	0.04672
UP000678749	0.32377	0.13193
UP000678758	0.13933	0.18755
UP000678772	0.00679	0.00897
UP000678790	0.0	0.0
UP000678804	0.02273	0.01009
UP000678826	0.08232	0.09011
UP000678861	0.14835	0.16272
UP000678875	0.10913	0.10271
UP000678883	0.07977	0.03831
UP000678973	0.29738	0.13023
UP000678985	0.01925	0.03248
UP000678999	0.09168	0.05263
UP000679016	0.03291	0.03754
UP000679027	0.01538	0.01626
UP000679033	0.009	0.01163
UP000679073	0.09111	0.0962
UP000679093	0.0431	0.01232
UP000679137	0.01282	0.02068
UP000679146	0.18384	0.07594
UP000679196	0.04035	0.0625
UP000679205	0.06886	0.05087
UP000679217	0.04401	0.04078
UP000679257	0.06367	0.04195
UP000679279	0.13168	0.06625
UP000679280	0.23457	0.07613
UP000679294	0.75975	0.59134
UP000679311	0.10644	0.08548
UP000679324	0.00944	0.01511
UP000679328	0.25	0.11614
UP000679363	0.0	0.0
UP000679364	0.05281	0.06045
UP000679365	0.02778	0.03034
UP000679368	0.15271	0.09639
UP000679374	0.29412	0.04269
UP000679404	0.0	0.0
UP000679409	0.04444	0.01384
UP000679414	0.07116	0.04972
UP000679415	0.13226	0.06025
UP000679443	0.21403	0.10615
UP000679454	0.0	0.0
UP000679471	0.06032	0.06678
UP000679481	0.08635	0.10831
UP000679483	0.06663	0.03776
UP000679486	0.44896	0.11765
UP000679495	0.062	0.07881
UP000679508	0.0	0.0
UP000679520	0.18041	0.22475
UP000679530	0.27784	0.0388
UP000679566	0.01805	0.02759
UP000679578	0.10422	0.04359
UP000679584	0.05061	0.05356
UP000679595	0.21994	0.22399
UP000679612	0.20075	0.14332
UP000679620	0.01623	0.02543
UP000679643	0.20793	0.22524
UP000679645	0.03264	0.03812
UP000679667	0.0	0.0
UP000679711	0.16981	0.09864
UP000679716	0.0	0.0
UP000679731	0.05322	0.01606
UP000679762	0.07	0.07648
UP000679763	0.01945	0.03316
UP000679780	0.0	0.0
UP000679797	0.07725	0.09385
UP000679805	0.43385	0.20695
UP000679815	0.10786	0.07761
UP000679829	0.0539	0.0742
UP000679834	0.04182	0.05888
UP000679844	0.0	0.0
UP000679855	0.19004	0.19397
UP000679859	0.06545	0.03575
UP000679874	0.06083	0.06015
UP000679880	0.22887	0.22887
UP000679914	0.02114	0.02517
UP000679939	0.20522	0.12279
UP000679945	0.13685	0.24494
UP000679957	0.09284	0.135
UP000679976	0.02991	0.05766
UP000679982	0.17724	0.07939
UP000680003	0.10652	0.0618
UP000680009	0.32242	0.1748
UP000680011	0.83843	0.70635
UP000680021	0.09493	0.08079
UP000680052	0.03995	0.05422
UP000680070	0.04167	0.01285
UP000680090	0.0827	0.03812
UP000680104	1.0	1.0
UP000680112	0.02102	0.02931
UP000680115	0.2	0.03107
UP000680121	0.04404	0.01974
UP000680138	0.02468	0.03242
UP000680139	0.2092	0.12003
UP000680149	0.04959	0.01503
UP000680198	0.04451	0.07807
UP000680214	0.37506	0.24377
UP000680223	0.0798	0.10763
UP000680269	0.04369	0.06722
UP000680277	0.07822	0.0615
UP000680281	0.05701	0.06519
UP000680293	0.02581	0.01253
UP000680307	0.28029	0.14402
UP000680323	0.25418	0.08356
UP000680346	0.17286	0.14513
UP000680397	0.13608	0.12541
UP000680411	0.07477	0.04829
UP000680435	0.14779	0.09786
UP000680437	0.10418	0.0974
UP000680440	0.0	0.0
UP000680443	0.02028	0.02816
UP000680460	0.37617	0.25622
UP000680488	0.25	0.02647
UP000680494	0.20451	0.0941
UP000680521	0.01396	0.0212
UP000680522	0.29386	0.08394
UP000680538	0.09781	0.05655
UP000680550	0.15588	0.16113
UP000680559	0.14792	0.17969
UP000680597	0.0	0.0
UP000680609	0.02305	0.01871
UP000680639	0.0	0.0
UP000680660	0.03889	0.01172
UP000680663	0.01432	0.01506
UP000680689	0.02358	0.03785
UP000680691	0.33698	0.1652
UP000680699	0.07198	0.07198
UP000680703	0.09084	0.1042
UP000680717	0.25222	0.1411
UP000680733	0.07065	0.09038
UP000680734	0.59132	0.28453
UP000680753	0.0	0.0
UP000680761	0.31279	0.26222
UP000680768	0.02826	0.04276
UP000680790	0.01247	0.01727
UP000680794	0.1672	0.12339
UP000680818	0.00928	0.01088
UP000680864	0.02004	0.01923
UP000680872	0.08364	0.05973
UP000680881	0.25619	0.08274
UP000680884	0.13612	0.11059
UP000680898	0.02496	0.02424
UP000680902	0.03391	0.06109
UP000680903	0.0863	0.11946
UP000680918	0.40644	0.06148
UP000680930	0.0153	0.01655
UP000680934	0.26424	0.0607
UP000680955	0.01294	0.02051
UP000680966	0.0	0.0
UP000680985	0.08948	0.05652
UP000681011	0.10566	0.29858
UP000681016	0.36496	0.07705
UP000681062	0.32127	0.19093
UP000681069	0.04724	0.05504
UP000681073	0.31306	0.10871
UP000681077	0.0077	0.01262
UP000681091	0.18815	0.21449
UP000681116	0.01012	0.01573
UP000681145	0.11812	0.13545
UP000681170	0.57152	0.21807
UP000681171	0.09283	0.0241
UP000681197	0.13902	0.08042
UP000681199	0.02326	0.02326
UP000681230	0.27681	0.27681
UP000681235	0.26951	0.19025
UP000681248	0.0	0.0
UP000681260	0.03922	0.04667
UP000681264	0.15491	0.09015
UP000681272	0.57809	0.39925
UP000681274	0.126	0.08657
UP000681281	0.02239	0.02253
UP000681291	0.27708	0.03571
UP000681292	0.12531	0.0895
UP000681297	0.20507	0.21297
UP000681298	0.1033	0.06674
UP000681307	0.025	0.02936
UP000681311	0.40878	0.1746
UP000681330	0.11039	0.10234
UP000681334	0.0	0.0
UP000681373	0.01919	0.03418
UP000681375	0.04006	0.05415
UP000681433	0.0	0.0
UP000681440	0.03833	0.01769
UP000681464	0.0	0.0
UP000681470	0.0	0.0
UP000681478	0.0	0.0
UP000681490	0.54288	0.24174
UP000681494	0.02654	0.04666
UP000681517	0.04591	0.03904
UP000681521	0.05349	0.04589
UP000681523	0.08327	0.07568
UP000681550	0.17322	0.21391
UP000681556	0.04849	0.0624
UP000681589	0.06851	0.03598
UP000681598	0.33333	0.12416
UP000681599	0.27174	0.06461
UP000681637	0.01376	0.0148
UP000681650	0.19594	0.13561
UP000681670	0.17927	0.21087
UP000681704	0.02419	0.01178
UP000681768	0.04018	0.05295
UP000681787	0.00835	0.01253
UP000681788	0.14647	0.07717
UP000681805	0.10003	0.04332
UP000681817	0.30521	0.134
UP000681845	0.07392	0.08707
UP000681872	0.01891	0.02582
UP000681882	0.10967	0.06725
UP000681933	0.19532	0.11321
UP000681949	0.08146	0.04577
UP000681965	0.35671	0.14336
UP000681977	0.40725	0.12003
UP000681978	0.33893	0.2252
UP000681991	0.03474	0.02494
UP000681999	0.06372	0.08688
UP000682003	0.23978	0.18143
UP000682009	0.10342	0.18037
UP000682018	0.22634	0.2933
UP000682024	0.0	0.0
UP000682034	0.0	0.0
UP000682045	0.50256	0.20125
UP000682056	0.2	0.02984
UP000682058	0.07377	0.02322
UP000682070	0.08258	0.09228
UP000682099	0.1062	0.08614
UP000682124	0.01925	0.01874
UP000682132	0.03247	0.03823
UP000682137	0.25957	0.07861
UP000682138	0.05934	0.1033
UP000682176	0.09538	0.11497
UP000682197	0.19842	0.22265
UP000682220	0.13742	0.06565
UP000682251	0.19444	0.19444
UP000682287	0.15375	0.05714
UP000682298	0.23167	0.08061
UP000682307	0.0671	0.09354
UP000682320	0.22836	0.10701
UP000682344	0.10948	0.11592
UP000682353	0.08194	0.0496
UP000682369	0.11105	0.06188
UP000682376	0.0	0.0
UP000682385	0.02491	0.0252
UP000682400	0.0437	0.05714
UP000682404	0.27725	0.12583
UP000682417	0.02244	0.01084
UP000682418	0.01026	0.01289
UP000682442	0.1229	0.07679
UP000682443	0.0977	0.07397
UP000682455	0.0	0.0
UP000682458	0.02007	0.03061
UP000682472	0.04656	0.0594
UP000682487	0.26371	0.0887
UP000682500	0.34742	0.1068
UP000682506	0.02713	0.03041
UP000682510	0.01327	0.02078
UP000682519	0.098	0.1316
UP000682539	0.01553	0.02395
UP000682544	0.3654	0.17455
UP000682586	0.04934	0.07748
UP000682592	0.01216	0.02092
UP000682616	0.02597	0.01554
UP000682645	0.13137	0.10112
UP000682653	0.12987	0.17454
UP000682669	0.13664	0.10848
UP000682681	0.00618	0.01088
UP000682693	0.37468	0.28311
UP000682704	0.37413	0.17014
UP000682712	0.0	0.0
UP000682717	0.25	0.04115
UP000682723	0.06721	0.04938
UP000682731	0.01987	0.02517
UP000682766	0.05675	0.06371
UP000682787	0.247	0.10373
UP000682790	0.33333	0.10499
UP000682792	0.05107	0.07653
UP000682810	0.0	0.0
UP000682827	0.04875	0.06713
UP000682862	0.12362	0.06927
UP000682894	0.01136	0.01661
UP000682914	0.0149	0.02103
UP000682918	0.04369	0.06667
UP000682938	0.0	0.0
UP000682947	0.30556	0.30556
UP000682963	0.0	0.0
UP000683018	0.0	0.0
UP000683073	0.0	0.0
UP000683093	0.66494	0.6423
UP000683107	0.06552	0.03703
UP000683110	0.3148	0.08348
UP000683116	0.21339	0.18629
UP000683137	0.06898	0.06217
UP000683140	0.02097	0.0095
UP000683171	0.36868	0.21293
UP000683199	0.03085	0.04853
UP000683200	0.21976	0.07055
UP000683207	0.15472	0.08709
UP000683216	0.29045	0.09345
UP000683232	0.00964	0.01215
UP000683272	0.05968	0.03973
UP000683283	0.0607	0.14419
UP000683285	0.29079	0.20291
UP000683308	0.09636	0.15428
UP000683386	0.23809	0.19803
UP000683390	0.16434	0.14967
UP000683391	0.14126	0.15239
UP000683413	0.15979	0.09124
UP000683414	0.15032	0.11438
UP000683418	0.09814	0.05273
UP000683422	0.17389	0.15602
UP000683424	0.08972	0.08284
UP000683435	0.11316	0.09994
UP000683438	0.24895	0.13332
UP000683440	0.08979	0.0517
UP000693644	0.21297	0.1848
UP000693650	0.25046	0.21178
UP000693657	0.18588	0.1359
UP000693667	0.09287	0.05664
UP000693682	0.16417	0.11525
UP000693692	0.22875	0.11335
UP000693706	0.04103	0.04171
UP000693725	0.16453	0.11455
UP000693739	0.06152	0.0541
UP000693745	0.15545	0.10257
UP000693758	0.12027	0.10115
UP000693765	0.1279	0.05967
UP000693766	0.09249	0.05704
UP000693777	0.08402	0.04642
UP000693780	0.1982	0.10435
UP000693786	0.2301	0.20865
UP000693800	0.19917	0.12884
UP000693815	0.11565	0.12194
UP000693837	0.19183	0.11986
UP000693839	0.07113	0.06067
UP000693866	0.23657	0.19157
UP000693868	0.09303	0.08426
UP000693881	0.09005	0.06353
UP000693894	0.10825	0.07183
UP000693895	0.22586	0.20842
UP000693898	0.16252	0.06048
UP000693899	0.08857	0.05946
UP000693905	0.08888	0.06391
UP000693973	0.15217	0.10564
UP000694004	0.12212	0.17104
UP000694260	0.14819	0.09757
UP000694740	0.13321	0.09578
UP000792083	0.26455	0.28425
UP000792220	0.1223	0.08472
UP000792575	0.11871	0.08386
UP000792671	0.12403	0.09722
UP000793837	0.25628	0.1825
UP000817156	0.1177	0.12076
UP000827176	0.30983	0.25815
UP000831682	0.28878	0.35889
UP000887450	0.0	0.0
UP000887820	0.10956	0.07754
UP000887880	0.08807	0.08295
UP000887920	0.22949	0.14146
UP000888040	0.04224	0.05274
UP000888060	0.03687	0.02633
UP000888080	0.13003	0.05052
UP000888180	0.02499	0.03539
UP000888220	0.17403	0.10052
UP000888380	0.04538	0.03847
UP001046172	0.13851	0.08639
UP001046399	0.39561	0.14297
UP001046953	0.20559	0.12657
UP001054838	0.07586	0.05986
UP001055205	0.13148	0.08262
UP001055334	0.16695	0.13247
UP001055348	0.03486	0.04263
UP001055374	0.21563	0.13851
UP001055392	0.11229	0.10963
UP001055424	0.06005	0.07771
UP001055428	0.23641	0.19573
UP001055455	0.04514	0.0658
UP001055458	0.08129	0.06089
UP001055515	0.1058	0.0892
UP001055521	0.0946	0.06487
UP001055532	0.05751	0.04606
UP001055552	0.13377	0.10085
UP001055570	0.29015	0.15318
UP001055573	0.23814	0.14571
UP001055587	0.19681	0.0989
UP001055601	0.15081	0.08332
UP001055609	0.1736	0.1283
UP001055611	0.11948	0.09005
UP001055634	0.13925	0.12867
UP001055663	0.08959	0.04126
UP001055673	0.17258	0.17742
UP001055688	0.09849	0.09334
UP001055694	1.0	1.0
UP001055721	0.21385	0.17289
UP001055786	0.25585	0.21753
UP001055815	0.07759	0.06929
UP001055816	0.0529	0.05023
UP001055843	0.17171	0.13717
UP001055847	0.27221	0.21006
UP001055895	0.06523	0.06895
UP001055904	0.15152	0.08261
UP001055935	0.17588	0.10554
UP001055954	0.19655	0.14009
UP001055977	0.16384	0.20364
UP001055992	0.13687	0.08283
UP001056005	0.1858	0.08395
UP001056045	0.07239	0.0634
UP001056056	0.1094	0.07011
UP001056071	0.2271	0.08253
UP001056094	0.13737	0.07971
UP001056119	0.07545	0.04916
UP001056154	0.14985	0.06594
UP001056158	0.07171	0.05722
UP001056173	0.13972	0.08793
UP001056178	0.08749	0.06789
UP001056197	0.18175	0.09378
UP001056206	0.16098	0.12443
UP001056207	0.10466	0.07648
UP001056215	0.13523	0.15602
UP001056256	0.19134	0.10664
UP001056277	0.13501	0.13401
UP001056348	0.1213	0.09267
UP001056376	0.26097	0.1914
UP001056379	0.04613	0.03692
UP001056409	0.13701	0.12444
UP001056424	0.15318	0.10977
UP001056460	0.25601	0.13898
UP001056465	0.11638	0.09635
UP001056468	0.14085	0.08507
UP001056505	0.06493	0.0755
UP001056518	0.11612	0.07931
UP001056542	0.11183	0.14573
UP001056545	0.13322	0.10146
UP001056570	0.06819	0.05508
UP001056585	0.13878	0.10239
UP001056589	0.16797	0.09211
UP001056599	0.0267	0.02665
UP001056608	0.15417	0.09729
UP001056630	0.06546	0.05003
UP001056651	0.10137	0.08397
UP001056653	0.10056	0.10214
UP001056722	0.19898	0.10649
UP001056735	0.36923	0.20813
UP001056749	0.15165	0.10673
UP001056758	0.20285	0.09562
UP001056780	0.19924	0.17765
UP001056804	0.1592	0.17217
UP001056818	0.14218	0.09211
UP001056875	0.23695	0.13239
UP001056883	0.12935	0.11761
UP001056904	0.08087	0.08801
UP001056905	0.13101	0.0701
UP001056906	0.23821	0.09199
UP001056915	0.19141	0.25586
UP001056921	0.13949	0.08676
UP001056943	0.25505	0.18508
UP001056945	0.08294	0.0699
UP001056960	0.72823	0.65823
UP001056973	0.16032	0.11753
UP001056986	0.18519	0.15403
UP001056991	0.17586	0.09633
UP001057013	0.29475	0.21206
UP001057063	0.06439	0.04902
UP001057068	0.07205	0.07399
UP001057085	0.12204	0.12089
UP001057102	0.13187	0.09697
UP001057164	0.11955	0.14563
UP001057209	0.07505	0.04208
UP001057233	0.25002	0.17487
UP001057237	0.20811	0.12237
UP001057278	0.1341	0.11698
UP001057308	0.14561	0.12068
UP001057349	0.30845	0.13271
UP001057359	0.04245	0.05581
UP001057386	0.04721	0.06971
UP001057393	0.48513	0.25435
UP001057418	0.22828	0.12188
UP001057422	0.23576	0.11841
UP001057427	0.1211	0.11046
UP001057434	0.49527	0.34842
UP001057442	0.06116	0.06191
UP001057446	0.0862	0.08263
UP001057449	0.14625	0.14286
UP001057478	0.17129	0.10333
UP001057484	0.11371	0.09468
UP001057519	0.11829	0.16181
UP001057524	0.09861	0.06226
UP001057529	0.16039	0.14527
UP001057683	0.20241	0.10134
UP001057733	0.06536	0.05175
UP001057756	0.24554	0.11459
UP001057764	0.04562	0.0441
UP001057809	0.11132	0.1164
UP001057827	0.10794	0.15928
UP001057839	0.14778	0.11812
UP001057841	0.15656	0.07313
UP001057912	0.09615	0.06571
UP001057980	0.06358	0.05397
UP001058012	0.1037	0.13851
UP001058017	0.1156	0.06928
UP001058093	0.12084	0.07727
UP001058121	0.09779	0.09731
UP001058134	0.13865	0.1318
UP001058140	0.14215	0.09772
UP001058179	0.08505	0.09277
UP001058217	0.28132	0.14779
UP001058223	0.13679	0.13737
UP001058264	0.0902	0.07387
UP001058274	0.06758	0.0723
UP001058329	0.08589	0.05311
UP001058355	0.19246	0.17533
UP001058387	0.06263	0.06327
UP001058418	0.11637	0.08611
UP001058449	0.16028	0.09346
UP001058462	0.141	0.1025
UP001058466	0.22476	0.1559
UP001058481	0.19688	0.16524
UP001058491	0.09695	0.06038
UP001058493	0.06746	0.07214
UP001058496	0.21329	0.21397
UP001058557	0.1213	0.17784
UP001058558	0.07527	0.08741
UP001058567	0.06176	0.02603
UP001058572	0.21771	0.18129
UP001058573	0.11644	0.09696
UP001058579	0.12031	0.08626
UP001058590	0.20585	0.11503
UP001058660	0.19201	0.12478
UP001058689	0.21	0.15052
UP001058703	0.20165	0.16076
UP001058726	0.26294	0.21292
UP001058743	0.13412	0.08772
UP001058775	0.17255	0.13076
UP001058827	0.08654	0.05667
UP001058844	0.06236	0.05677
UP001058864	0.0448	0.05454
UP001058865	0.21838	0.15726
UP001058908	0.21595	0.19538
UP001058910	0.05553	0.0766
UP001058921	0.07264	0.05408
UP001058924	0.05007	0.03514
UP001058946	0.07307	0.06041
UP001058957	0.22166	0.19247
UP001058961	0.22616	0.16726
UP001058987	0.0	0.0
UP001059027	0.04122	0.06963
UP001059071	0.19716	0.09911
UP001059111	0.11427	0.08008
