Proteome Id	Organism Id
UP000017183	424949
UP000017641	1385385
UP000017648	1406785
UP000017651	1406793
UP000017654	1406779
UP000017656	1406780
UP000017659	1406789
UP000017661	1308863
UP000017663	1407493
UP000017664	434346
UP000017781	1414736
UP000017785	1399949
UP000017866	1417599
UP000018621	1415148
UP000018622	1415145
UP000018623	1415146
UP000018624	1415147
UP000018627	1429904
UP000018634	1391432
UP000018644	1414742
UP000018800	1432848
UP000018807	1340812
UP000018808	1340810
UP000018809	1340811
UP000018810	1416012
UP000018811	1432658
UP000018812	1414738
UP000018885	1416009
UP000018887	1168563
UP000019001	1351702
UP000019066	2170130
UP000019119	1429759
UP000019120	1445726
UP000019124	945083
UP000019160	1449897
UP000019300	1455074
UP000019301	1436889
UP000019303	1308897
UP000019304	1458669
UP000019305	1429767
UP000019307	1414739
UP000019366	1434319
UP000019367	1458697
UP000019368	1445859
UP000019496	1458716
UP000019498	1458724
UP000019700	1458670
UP000019701	1399915
UP000019730	1416334
UP000019737	1458711
UP000019740	1411095
UP000019741	1480731
UP000019742	1468169
UP000019744	584892
UP000019749	1470458
UP000019789	1476887
UP000023563	1458851
UP000024335	1477404
UP000024336	1472912
UP000024438	1495286
UP000024440	141904
UP000024445	1481112
UP000026904	1486423
UP000026905	1486660
UP000026980	1445858
UP000026983	1327935
UP000026985	1113547
UP000026989	1464127
UP000026992	1458852
UP000026993	1458856
UP000026999	1500386
UP000027000	1357732
UP000027380	1498220
UP000027381	1498228
UP000027382	1391188
UP000027383	1395983
UP000027384	1510440
UP000027387	10748
UP000027391	1486413
UP000027480	1194091
UP000027481	1357714
UP000027482	1434127
UP000027491	1486472
UP000027493	1481785
UP000027495	1151014
UP000028464	1463607
UP000028562	1519999
UP000028659	1527493
UP000028662	1529058
UP000028664	1527469
UP000028666	1505227
UP000028667	1474867
UP000028670	1530085
UP000028671	1524882
UP000028741	1477406
UP000028860	1481187
UP000028861	1481186
UP000028961	1527519
UP000029340	1536598
UP000029342	1527515
UP000029343	1526550
UP000029345	1536603
UP000029348	1527512
UP000029349	1540823
UP000029352	1541819
UP000029353	1542498
UP000029355	1538804
UP000029357	1437363
UP000029361	1536592
UP000029364	1522092
UP000029366	1498227
UP000029368	1458859
UP000029369	1458863
UP000029370	1458862
UP000029371	1458861
UP000029372	1458860
UP000029373	1458858
UP000029460	1524881
UP000029461	1514988
UP000029683	1505528
UP000029756	1554493
UP000029760	1554497
UP000029761	1556324
UP000029777	1241371
UP000029779	1128424
UP000029780	694581
UP000029781	693272
UP000029885	1551711
UP000029888	1486428
UP000029889	1555202
UP000029891	1555233
UP000029939	1458706
UP000029940	1559369
UP000030040	1563661
UP000030041	756277
UP000030042	461711
UP000030044	756276
UP000030045	1273711
UP000030046	35344
UP000030047	1541887
UP000030048	1497850
UP000030156	1414766
UP000030158	1498011
UP000030200	1556290
UP000030202	1560342
UP000030205	1540098
UP000030206	1540090
UP000030207	1540091
UP000030208	1540092
UP000030210	1560285
UP000030218	1548909
UP000030226	1548905
UP000030232	1445810
UP000030322	1564096
UP000030324	1540097
UP000030326	1562076
UP000030327	1566990
UP000030329	908819
UP000030731	1582149
UP000030732	1582154
UP000030735	1582155
UP000030736	1582156
UP000030737	1582157
UP000030738	1567453
UP000030739	1429794
UP000030740	1147139
UP000030922	1567484
UP000030927	1567486
UP000030928	1552735
UP000031071	1566993
UP000031073	1567479
UP000031075	1567475
UP000031083	1567013
UP000031084	1567012
UP000031085	1567014
UP000031086	1567015
UP000031087	1567011
UP000031088	1567016
UP000031089	1567007
UP000031091	1357704
UP000031093	1445809
UP000031717	1567471
UP000031721	1591072
UP000031722	1591073
UP000031723	1589274
UP000031724	1589748
UP000031725	1589749
UP000031726	1589747
UP000031727	1589746
UP000031728	1589270
UP000031732	2494563
UP000031733	1498213
UP000031803	1589297
UP000031804	1589298
UP000031805	1589265
UP000032129	1589751
UP000032135	1589733
UP000032403	1468179
UP000032686	1560313
UP000033006	1636184
UP000033010	1493512
UP000033014	1129192
UP000033015	1610832
UP000033018	1622193
UP000033019	1622190
UP000033021	1636270
UP000033022	1636271
UP000033024	1610838
UP000033300	1636205
UP000033301	1636204
UP000033339	1640977
UP000033804	1636182
UP000033806	1508672
UP000033808	1498172
UP000033809	1498171
UP000036518	1677909
UP000050571	2881391
UP000050720	205868
UP000052111	882768
UP000052112	216371
UP000095968	1382295
UP000097265	85709
UP000097509	1788442
UP000098834	2169876
UP000099935	1629656
UP000100541	38170
UP000101154	47929
UP000102095	165429
UP000103127	263891
UP000103610	1788440
UP000103899	3070189
UP000104365	1157337
UP000104368	1391027
UP000104684	1379713
UP000104785	1379720
UP000105007	1680908
UP000106287	204873
UP000107967	1629657
UP000108023	1543419
UP000109796	1004049
UP000110868	1465751
UP000112381	458682
UP000114089	1708653
UP000114278	72201
UP000114767	687377
UP000115074	1128423
UP000115085	104580
UP000116434	1514664
UP000116498	1859149
UP000116552	10990
UP000117440	1325460
UP000117459	1530454
UP000118038	1618253
UP000118426	317858
UP000118435	1690255
UP000118593	84739
UP000119077	1427157
UP000119281	991022
UP000119980	1792832
UP000120576	389214
UP000120900	1419711
UP000121405	1379712
UP000123264	1662286
UP000124292	272551
UP000125555	1399970
UP000126788	317878
UP000127615	1424280
UP000128005	1885633
UP000128597	1427156
UP000131520	289366
UP000132017	1187973
UP000132161	687384
UP000134581	10989
UP000135724	1164802
UP000136450	345585
UP000137095	10397
UP000137347	1692242
UP000137422	1692263
UP000137940	134606
UP000138945	1213990
UP000139727	2170102
UP000139941	1862978
UP000140112	1862824
UP000141801	1897538
UP000141916	85543
UP000143317	1648839
UP000143489	10390
UP000143919	1618252
UP000144596	2170106
UP000147308	1566009
UP000147404	1640277
UP000149121	2560566
UP000149493	1619220
UP000151058	311229
UP000151254	1766829
UP000151871	1692259
UP000152314	1452540
UP000152551	89464
UP000152727	1972612
UP000153129	1634485
UP000154182	1862825
UP000156073	1618259
UP000156401	1692256
UP000156603	1692257
UP000157362	1272946
UP000157847	1692245
UP000158907	1427476
UP000159125	1637496
UP000159338	1353241
UP000160764	33724
UP000162416	289367
UP000162722	1034791
UP000164036	1664809
UP000164702	332585
UP000165221	1618246
UP000165445	1692248
UP000165545	1619219
UP000165577	1885927
UP000166258	2170107
UP000166800	1618232
UP000168164	44088
UP000169752	180230
UP000171073	687349
UP000171279	1664810
UP000171893	2170105
UP000172127	262968
UP000172353	83191
UP000172665	1692254
UP000172814	70333
UP000173026	907191
UP000173942	1692262
UP000174145	62099
UP000174903	2169877
UP000175303	1619218
UP000181615	1566309
UP000185265	407392
UP000185283	1493510
UP000185320	1493511
UP000185335	1493508
UP000185356	1493509
UP000201058	1546257
UP000201059	1923780
UP000201066	1176156
UP000201070	1922740
UP000201073	1871678
UP000201074	1922927
UP000201075	195062
UP000201078	1922957
UP000201080	1445729
UP000201086	1562379
UP000201087	1888308
UP000201090	491893
UP000201093	339965
UP000201095	1450169
UP000201097	1923493
UP000201100	1922956
UP000201102	1848040
UP000201104	1043184
UP000201105	1454030
UP000201122	1923453
UP000201124	1958957
UP000201125	1922820
UP000201126	1685744
UP000201127	1815968
UP000201144	1922947
UP000201147	1804157
UP000201148	754058
UP000201149	1887646
UP000201155	1673889
UP000201160	1590155
UP000201164	53369
UP000201172	2170117
UP000201175	666635
UP000201182	1590172
UP000201191	1557033
UP000201195	1449437
UP000201196	1923360
UP000201202	1821564
UP000201206	1923719
UP000201211	1636263
UP000201228	1852629
UP000201232	88388
UP000201235	536444
UP000201241	1868596
UP000201243	1814960
UP000201250	1922899
UP000201252	754042
UP000201254	1655649
UP000201255	1972716
UP000201256	1912598
UP000201276	267970
UP000201282	1655654
UP000201285	885867
UP000201288	1636249
UP000201290	544686
UP000201298	1843749
UP000201324	1324959
UP000201331	1922381
UP000201335	307454
UP000201337	1654891
UP000201345	1922711
UP000201347	1381464
UP000201348	268591
UP000201350	1922751
UP000201351	445517
UP000201352	1500713
UP000201354	1814957
UP000201360	1458717
UP000201362	1572747
UP000201367	754053
UP000201369	1676267
UP000201371	1821566
UP000201372	1343493
UP000201375	1923300
UP000201377	1300004
UP000201378	2010268
UP000201382	1654603
UP000201389	754044
UP000201391	1863010
UP000201403	1809112
UP000201404	1647469
UP000201407	1922524
UP000201408	587370
UP000201409	1922760
UP000201415	595895
UP000201421	1923562
UP000201432	1718172
UP000201434	1922446
UP000201440	1874000
UP000201442	1262518
UP000201450	404196
UP000201451	1923503
UP000201458	1838078
UP000201461	115992
UP000201481	667093
UP000201484	174178
UP000201500	1647305
UP000201503	1685757
UP000201504	1461743
UP000201506	1662332
UP000201511	1923083
UP000201517	1923779
UP000201520	1816486
UP000201545	246280
UP000201555	399314
UP000201558	656190
UP000201560	1516080
UP000201566	1349409
UP000201570	1690817
UP000201573	1925152
UP000201576	479060
UP000201581	1923709
UP000201587	2016457
UP000201588	1796992
UP000201589	1572712
UP000201593	1923264
UP000201594	1883372
UP000201600	1173743
UP000201602	1701850
UP000201605	88387
UP000201609	1527771
UP000201612	1923682
UP000201616	1527513
UP000201617	1685778
UP000201620	1701842
UP000201622	1647463
UP000201627	2170121
UP000201628	307444
UP000201630	1647373
UP000201633	71972
UP000201635	1923650
UP000201638	754067
UP000201640	1269028
UP000201641	1922755
UP000201642	1923079
UP000201646	1664246
UP000201648	1685761
UP000201649	558690
UP000201664	1732178
UP000201667	1922710
UP000201668	1557035
UP000201674	445515
UP000201675	1636261
UP000201685	1743411
UP000201689	1864622
UP000201695	1685726
UP000201702	1871687
UP000201704	1279099
UP000201708	99930
UP000201710	1922776
UP000201727	1922778
UP000201732	1678208
UP000201737	1307956
UP000201738	754049
UP000201747	1821558
UP000201749	496874
UP000201750	1206566
UP000201753	1754217
UP000201756	1628899
UP000201770	1740646
UP000201775	1223260
UP000201778	1655644
UP000201786	444193
UP000201793	1442594
UP000201794	1685745
UP000201797	687803
UP000201800	1922952
UP000201801	1922756
UP000201802	2012677
UP000201810	1698357
UP000201811	1815955
UP000201818	1755689
UP000201835	1279082
UP000201839	79918
UP000201844	1821557
UP000201846	755272
UP000201858	1647476
UP000201861	1675866
UP000201867	1549864
UP000201871	1701824
UP000201874	1147155
UP000201875	1923688
UP000201880	981330
UP000201881	1911102
UP000201894	1037523
UP000201898	1739607
UP000201900	1922932
UP000201907	1777063
UP000201911	1221437
UP000201915	1873889
UP000201917	1563660
UP000201918	1647385
UP000201921	1932881
UP000201925	1923656
UP000201928	754075
UP000201933	1674927
UP000201939	316106
UP000201940	391090
UP000201945	1448276
UP000201950	1647458
UP000201953	1923765
UP000201962	1647465
UP000201968	1887651
UP000201971	1454022
UP000201975	1923078
UP000201978	1734382
UP000201982	1922753
UP000201983	929835
UP000201999	159252
UP000202004	1922669
UP000202006	1922945
UP000202013	1922878
UP000202016	218667
UP000202017	67082
UP000202022	1273752
UP000202023	1521385
UP000202030	1675548
UP000202037	1647309
UP000202039	1537091
UP000202041	1848153
UP000202056	1732177
UP000202059	2170111
UP000202065	1816485
UP000202069	1718278
UP000202070	1777064
UP000202076	1814283
UP000202078	1922429
UP000202079	1843766
UP000202081	1815522
UP000202086	1273746
UP000202089	1838072
UP000202093	929833
UP000202107	1922752
UP000202110	1874539
UP000202111	1649239
UP000202114	1873452
UP000202115	1327037
UP000202117	1747289
UP000202129	170617
UP000202131	1843750
UP000202139	1923509
UP000202152	1732174
UP000202156	1923722
UP000202158	1883365
UP000202160	1838079
UP000202166	1838071
UP000202170	1887641
UP000202174	1813771
UP000202176	1450746
UP000202179	1923647
UP000202182	2560603
UP000202183	1922448
UP000202185	1922452
UP000202189	696472
UP000202190	1732175
UP000202195	1844477
UP000202205	1435446
UP000202209	1843764
UP000202210	2010286
UP000202211	1922749
UP000202219	1821537
UP000202224	1923075
UP000202228	1922759
UP000202230	756285
UP000202231	1739608
UP000202232	1923457
UP000202234	1922948
UP000202236	1922954
UP000202248	754056
UP000202249	1527511
UP000202250	1843752
UP000202254	1852563
UP000202258	1544364
UP000202279	1838064
UP000202282	1622234
UP000202301	1922356
UP000202302	1922741
UP000202304	1980430
UP000202306	1838082
UP000202308	1922738
UP000202327	1580580
UP000202345	93386
UP000202348	1035662
UP000202349	1685729
UP000202356	1923683
UP000202364	1922702
UP000202365	1647411
UP000202375	1843753
UP000202383	1732179
UP000202392	1922742
UP000202401	754041
UP000202410	1660365
UP000202419	46021
UP000202420	322019
UP000202423	47985
UP000202424	1718606
UP000202428	1923697
UP000202439	1920772
UP000202444	573173
UP000202449	1654890
UP000202455	64003
UP000202457	1923507
UP000202461	1923326
UP000202470	2848124
UP000202471	1785960
UP000202475	1400526
UP000202476	1923496
UP000202480	1922354
UP000202481	2010278
UP000202488	1922450
UP000202489	447605
UP000202491	1701845
UP000202492	1357713
UP000202495	675077
UP000202496	326941
UP000202498	1923579
UP000202499	1923703
UP000202511	1605721
UP000202514	1923665
UP000202516	1816484
UP000202528	754066
UP000202530	1296573
UP000202531	566270
UP000202538	1849545
UP000202540	2170112
UP000202542	1816487
UP000202545	1922660
UP000202558	1094892
UP000202560	1852564
UP000202561	1849539
UP000202565	1592102
UP000202568	1195086
UP000202571	1923744
UP000202573	1586714
UP000202574	442302
UP000202576	1521389
UP000202578	1843737
UP000202583	1689679
UP000202587	51313
UP000202591	1629666
UP000202594	1634914
UP000202600	1923649
UP000202604	1821565
UP000202608	1521391
UP000202611	1747326
UP000202613	1932931
UP000202616	1922437
UP000202618	1815509
UP000202621	1922439
UP000202622	2010281
UP000202629	1821541
UP000202634	1923501
UP000202635	10464
UP000202644	1592828
UP000202649	2789014
UP000202651	1094249
UP000202658	1685765
UP000202659	1922764
UP000202660	880159
UP000202662	1923478
UP000202663	981323
UP000202666	1922898
UP000202667	46242
UP000202669	1777053
UP000202675	67754
UP000202678	1922451
UP000202679	880161
UP000202682	1873777
UP000202687	1529605
UP000202689	1922386
UP000202694	1922955
UP000202695	889955
UP000202698	88389
UP000202699	1792269
UP000202709	1678078
UP000202715	154339
UP000202718	279538
UP000202731	1923505
UP000202735	75914
UP000202740	616674
UP000202743	1647286
UP000202746	1923583
UP000202749	1636250
UP000202753	1922447
UP000202758	1973265
UP000202759	1505027
UP000202763	1654919
UP000202764	1690818
UP000202771	561576
UP000202784	1883369
UP000202786	1273749
UP000202790	1821538
UP000202812	1234874
UP000202818	1922746
UP000202819	1685755
UP000202837	1746071
UP000202841	1701814
UP000202842	1815581
UP000202844	1923689
UP000202857	483266
UP000202859	1655646
UP000202870	1503929
UP000202873	1755290
UP000202874	103881
UP000202879	710112
UP000202901	1922438
UP000202904	274495
UP000202906	1821556
UP000202917	1792273
UP000202925	1572745
UP000202926	1755682
UP000202932	1112770
UP000202935	1837089
UP000202946	1843754
UP000202956	1516127
UP000202959	1814288
UP000202962	2072024
UP000202964	1674930
UP000202977	1922905
UP000202982	1873985
UP000202983	169693
UP000202993	1739611
UP000202995	1448274
UP000202999	1777052
UP000203012	1720526
UP000203019	1887647
UP000203025	1586715
UP000203030	1922440
UP000203033	1923416
UP000203046	1675549
UP000203054	497865
UP000203057	1643326
UP000203065	1922428
UP000203073	1887648
UP000203074	756282
UP000203086	1718171
UP000203089	535898
UP000203090	1224510
UP000203095	1521386
UP000203106	1335638
UP000203112	1273751
UP000203117	1664247
UP000203130	1718158
UP000203132	35345
UP000203139	1873891
UP000203143	1873959
UP000203153	1701813
UP000203154	1923713
UP000203157	1278479
UP000203162	642478
UP000203167	1629665
UP000203168	1923494
UP000203169	1838066
UP000203170	1647470
UP000203171	1897732
UP000203175	1826822
UP000203179	1732180
UP000203182	1838084
UP000203186	1605379
UP000203191	1279083
UP000203195	76343
UP000203196	1590154
UP000203210	1922819
UP000203219	1837830
UP000203221	70600
UP000203227	1580607
UP000203236	192023
UP000203240	1346829
UP000203247	1922361
UP000203261	1792032
UP000203267	1923224
UP000203269	1560282
UP000203270	3052762
UP000203272	1922949
UP000203282	536466
UP000203286	326489
UP000203289	1483485
UP000203291	1647308
UP000203308	1873949
UP000203309	1923502
UP000203313	1813769
UP000203314	1923354
UP000203316	490711
UP000203319	1667322
UP000203329	1815969
UP000203331	1843756
UP000203336	1874540
UP000203343	537009
UP000203351	1923397
UP000203352	1922454
UP000203354	1871690
UP000203357	1887650
UP000203359	35254
UP000203365	1655656
UP000203366	999883
UP000203367	1922953
UP000203390	1486469
UP000203399	1923415
UP000203400	204440
UP000203402	575913
UP000203403	193120
UP000203404	1520332
UP000203405	1922750
UP000203410	1636200
UP000203413	1529056
UP000203417	1636255
UP000203433	1675862
UP000203445	1821563
UP000203449	1273750
UP000203453	12430
UP000203455	1712387
UP000203457	1922959
UP000203458	1500757
UP000203465	1821549
UP000203468	1883371
UP000203471	198597
UP000203474	754069
UP000203476	1969351
UP000203478	1500866
UP000203480	1923423
UP000203485	380598
UP000203488	1755781
UP000203498	1980433
UP000203504	1543205
UP000203507	1987509
UP000203510	274584
UP000203517	642257
UP000203518	1483724
UP000203521	754037
UP000203523	53181
UP000203529	1922455
UP000203533	1692045
UP000203537	39640
UP000203548	1922444
UP000203549	283675
UP000203551	72750
UP000203557	1922837
UP000203558	1923429
UP000203576	984175
UP000203584	1736634
UP000203585	1796996
UP000203587	1712539
UP000203592	1521392
UP000203594	1868599
UP000203595	1930920
UP000203603	1610872
UP000203604	1448273
UP000203605	1392231
UP000203607	1685724
UP000203609	1685739
UP000203612	1923690
UP000203614	1864623
UP000203629	1923495
UP000203632	1923771
UP000203637	1458843
UP000203646	1888318
UP000203648	647294
UP000203651	3051996
UP000203664	1327758
UP000203669	1837862
UP000203676	536474
UP000203699	1923756
UP000203708	2169726
UP000203709	1675317
UP000203710	1662330
UP000203714	1923435
UP000203715	1580591
UP000203717	1922460
UP000203723	1923545
UP000203726	1980427
UP000203729	1587517
UP000203732	1678082
UP000203733	432587
UP000203739	984186
UP000203742	754043
UP000203746	2010283
UP000203757	1821560
UP000203760	1923338
UP000203763	1923430
UP000203777	1573458
UP000203782	1654601
UP000203783	1701826
UP000203787	1923639
UP000203788	929832
UP000203790	1813599
UP000203794	1585840
UP000203798	267285
UP000203799	1923250
UP000203809	573172
UP000203821	1852627
UP000203822	166921
UP000203825	1922941
UP000203828	1273748
UP000203832	399183
UP000203836	150285
UP000203837	1493829
UP000203846	307467
UP000203853	1636545
UP000203864	1175663
UP000203869	1922436
UP000203872	1675027
UP000203876	1848152
UP000203877	1922443
UP000203879	430796
UP000203884	1675553
UP000203886	1647285
UP000203898	158683
UP000203918	1458842
UP000203921	1923230
UP000203926	1595961
UP000203929	1739609
UP000203932	683735
UP000203938	1821551
UP000203948	1690684
UP000203955	1647455
UP000203967	1701837
UP000203970	538004
UP000203974	1577776
UP000203975	1500510
UP000203979	1454025
UP000203985	1838063
UP000203986	1643324
UP000203989	1777065
UP000203990	1719140
UP000203992	1608451
UP000203997	10449
UP000204002	1701257
UP000204009	1175657
UP000204019	263892
UP000204021	382262
UP000204025	473784
UP000204031	754073
UP000204032	1758882
UP000204033	1923080
UP000204046	1815972
UP000204048	754052
UP000204049	754040
UP000204057	1701809
UP000204064	1168280
UP000204079	1930921
UP000204080	1543207
UP000204083	1887654
UP000204085	573171
UP000204087	1873958
UP000204088	1586713
UP000204094	1821561
UP000204095	399781
UP000204101	1922449
UP000204112	1838075
UP000204114	1922748
UP000204120	1732064
UP000204134	1816488
UP000204135	1701830
UP000204139	380669
UP000204140	1527770
UP000204143	1273747
UP000204156	642926
UP000204157	1685737
UP000204159	1649240
UP000204162	1538549
UP000204165	1923433
UP000204170	1673877
UP000204171	1560283
UP000204177	1755754
UP000204182	1859492
UP000204185	1923551
UP000204186	1636257
UP000204189	1821552
UP000204195	1049283
UP000204198	300740
UP000204213	1980431
UP000204215	1838083
UP000204222	192022
UP000204224	1572743
UP000204226	1888317
UP000204227	1838137
UP000204231	1891703
UP000204235	1401669
UP000204236	1923554
UP000204242	265522
UP000204250	1817526
UP000204252	754074
UP000204254	1718161
UP000204260	2016034
UP000204275	1388882
UP000204277	52135
UP000204280	1675602
UP000204285	1701811
UP000204288	1460070
UP000204293	262175
UP000204294	754039
UP000204301	1838062
UP000204304	889953
UP000204305	1698715
UP000204310	1655650
UP000204318	1797140
UP000204321	1922745
UP000204323	929834
UP000204330	1923327
UP000204333	1821559
UP000204343	1843757
UP000204347	593131
UP000204352	1923323
UP000204354	1815510
UP000204363	573175
UP000204364	1815521
UP000204382	1923403
UP000204385	198310
UP000204388	1923343
UP000204392	1923231
UP000204402	2050589
UP000204403	1923580
UP000204408	1922761
UP000204411	754070
UP000204413	1250316
UP000204414	12162
UP000204415	1647386
UP000204418	208973
UP000204422	1821723
UP000204429	1922387
UP000204430	1732176
UP000204437	1685747
UP000204438	1654582
UP000204439	1922958
UP000204441	1729937
UP000204449	995049
UP000204451	1647284
UP000204453	1922456
UP000204455	1691958
UP000204458	1647471
UP000204468	1592082
UP000204473	283876
UP000204474	1923584
UP000204476	1647475
UP000204497	1917232
UP000204502	1776293
UP000204512	1922458
UP000204513	754048
UP000204514	1922962
UP000204521	1923582
UP000204527	1462608
UP000204537	1883366
UP000204540	1922960
UP000204544	1923431
UP000204546	1796994
UP000204552	1701828
UP000204566	1923077
UP000204567	1454029
UP000204573	1923648
UP000204580	331278
UP000204584	1349410
UP000204592	1775140
UP000204593	1516081
UP000204596	2784187
UP000204599	1887644
UP000204602	1690456
UP000204609	1838074
UP000204630	1698369
UP000204631	1848150
UP000204637	67962
UP000204644	1962501
UP000204645	1922441
UP000204646	1923727
UP000204653	329288
UP000204657	1608310
UP000204658	1175662
UP000204660	1923704
UP000204663	10455
UP000204666	1743016
UP000204667	1675865
UP000204668	1826170
UP000204677	51330
UP000207581	1654883
UP000207582	332054
UP000207585	1685725
UP000207588	1922943
UP000207593	754046
UP000207599	2170115
UP000207602	1838081
UP000207605	1557034
UP000207608	1647473
UP000207618	3052706
UP000207621	941058
UP000207629	1872719
UP000207636	2010280
UP000207642	1815511
UP000207644	1327765
UP000207646	2010279
UP000207656	1114942
UP000207657	217686
UP000207658	1505026
UP000207660	1922685
UP000207662	1698713
UP000207663	337824
UP000207665	1655647
UP000207673	1923758
UP000207675	1922754
UP000207678	1735466
UP000207679	1647472
UP000207683	741942
UP000207737	1698421
UP000207740	1980429
UP000207741	1542477
UP000207742	1838073
UP000207752	2170125
UP000207756	1629671
UP000207763	1647300
UP000208062	1735722
UP000208075	1629667
UP000208092	1922461
UP000208098	81931
UP000208099	180903
UP000208104	1691954
UP000208111	1922757
UP000208112	1592212
UP000211040	2887182
UP000211162	154834
UP000211163	3051985
UP000214340	3052270
UP000214343	1655658
UP000214345	1698361
UP000214346	1655660
UP000214347	1655652
UP000214348	1941435
UP000214352	1655657
UP000214353	1307957
UP000214354	1655661
UP000214356	1655645
UP000214357	1941436
UP000214361	1676183
UP000214362	1655662
UP000214363	1655648
UP000214366	74320
UP000214369	1655651
UP000214372	1647302
UP000214374	3052703
UP000214376	1655653
UP000214715	1497851
UP000217240	1922664
UP000217262	1922827
UP000217264	227507
UP000217267	1585924
UP000217272	1963254
UP000217296	2025595
UP000217298	2020956
UP000217319	2010269
UP000217328	2020287
UP000217332	1922663
UP000217341	2024724
UP000217796	1938657
UP000217816	1883367
UP000217939	1980428
UP000218900	1885565
UP000221124	1718279
UP000221139	1868600
UP000221146	1971410
UP000221167	1897548
UP000221180	1647527
UP000221202	2015817
UP000221216	1970795
UP000221227	1897536
UP000221233	1636571
UP000221243	1938577
UP000221246	1647536
UP000221247	2023996
UP000221249	1932118
UP000221250	1958956
UP000221254	2024312
UP000221262	2036768
UP000221275	1838157
UP000221286	1983413
UP000221303	1913108
UP000221315	1852597
UP000221316	1916199
UP000221325	1868860
UP000221326	1916155
UP000221335	1913449
UP000221339	1675601
UP000221357	1983576
UP000221359	1647283
UP000221402	1916187
UP000221408	2024241
UP000221412	1034139
UP000221453	1775256
UP000221468	1969841
UP000221494	1913145
UP000221506	1978922
UP000221507	1913575
UP000221522	1779843
UP000221552	1852662
UP000221573	1958910
UP000221594	2015848
UP000221605	1868827
UP000221609	1958907
UP000221613	1916151
UP000221619	1775142
UP000221632	2015877
UP000221639	1647537
UP000221647	1851646
UP000221706	1932895
UP000221715	1777061
UP000221737	1913082
UP000221741	1933110
UP000221746	754050
UP000221751	1887657
UP000221761	2024262
UP000221777	1970797
UP000221790	1897525
UP000221795	1933063
UP000221813	1647550
UP000221837	1962671
UP000221845	2006671
UP000221849	1647551
UP000221855	1647555
UP000221871	1913081
UP000221883	1932883
UP000221937	1868826
UP000221958	2783867
UP000221965	1959008
UP000221987	1965452
UP000221999	2026102
UP000222016	1912321
UP000222030	1675030
UP000222047	2029634
UP000222050	1772304
UP000222059	1903259
UP000222061	1965464
UP000222145	1916182
UP000222151	1647543
UP000222156	1647552
UP000222158	2015814
UP000222160	1916160
UP000222162	1868847
UP000222165	1916153
UP000222179	1868850
UP000222180	1912327
UP000222183	1846168
UP000222193	1735646
UP000222204	1983461
UP000222218	1754209
UP000222249	1897550
UP000222251	1983408
UP000222252	1971414
UP000222256	2023998
UP000222265	2024237
UP000222283	1916107
UP000222295	1920526
UP000222301	1971430
UP000222305	1913119
UP000222314	1927015
UP000222319	1860191
UP000222336	1772305
UP000222360	1852562
UP000222381	1955176
UP000222383	1653734
UP000222402	1916163
UP000222417	1931407
UP000222432	1913046
UP000222445	2023950
UP000222446	2023999
UP000222471	1916185
UP000222504	1916197
UP000222511	1647553
UP000222527	1772295
UP000222533	1226260
UP000222540	2022859
UP000222552	2024311
UP000222555	1913038
UP000222556	1932903
UP000222566	2024297
UP000222578	1920312
UP000222594	1651816
UP000222598	2024295
UP000222601	2496547
UP000222611	1913446
UP000222614	1897497
UP000222618	1754216
UP000222619	1758150
UP000222639	2928692
UP000222646	2029632
UP000222649	539221
UP000222678	2024265
UP000222681	2024315
UP000222701	1965491
UP000222754	1965490
UP000222764	1805958
UP000222797	1647554
UP000222802	2015843
UP000222804	1913113
UP000222808	1932899
UP000222831	1923889
UP000222836	1971446
UP000222846	2014586
UP000222868	1932892
UP000222892	1718280
UP000222902	1852565
UP000222907	1628721
UP000222922	1838152
UP000222925	1567487
UP000222959	1675599
UP000222963	1852675
UP000222975	1815988
UP000222983	1747351
UP000223004	1970744
UP000223010	1852665
UP000223017	1647538
UP000223025	2024264
UP000223043	314021
UP000223044	1685500
UP000223047	1852622
UP000223061	1647282
UP000223069	2030923
UP000223102	1675029
UP000223103	1852599
UP000223140	1852672
UP000223149	1873905
UP000223158	1755697
UP000223164	1772326
UP000223167	2022331
UP000223190	1838154
UP000223204	1933113
UP000223221	1983578
UP000223239	1852673
UP000223243	1735561
UP000223268	1647529
UP000223290	1913114
UP000223335	1916198
UP000223342	1916156
UP000223368	2005789
UP000223375	2040288
UP000223377	1855816
UP000223378	1965372
UP000223381	1856120
UP000223389	2282196
UP000223410	1913083
UP000223512	1916205
UP000223545	1852688
UP000223548	1636544
UP000223561	1934428
UP000223569	1933115
UP000223589	1929963
UP000223599	1622114
UP000223622	1775250
UP000223626	1636566
UP000223646	2034166
UP000223669	1759531
UP000223707	1927022
UP000223716	1909403
UP000223730	1971417
UP000223738	1815582
UP000223743	947066
UP000223765	1903260
UP000223768	1916184
UP000223769	1860194
UP000223770	1897743
UP000223776	1913111
UP000223789	1821728
UP000223798	1735645
UP000223801	1868825
UP000223816	1909694
UP000223820	1897533
UP000223821	1689660
UP000223835	1784979
UP000223840	1647530
UP000223848	1986032
UP000223875	1597967
UP000223891	2772511
UP000223906	1980139
UP000223907	1698708
UP000223946	1673892
UP000223966	2024213
UP000223970	1462581
UP000224012	1971232
UP000224016	1962672
UP000224035	1838158
UP000224058	1647546
UP000224063	1916166
UP000224068	573176
UP000224101	2010329
UP000224109	1868862
UP000224125	2006928
UP000224134	1796993
